EID,TYPECODE,DJDATE,IFHOME,PROJECT_CNT,PROJECT_INHOME_CNT,PROJECT_OUTHOME_CNT,PROJECT_INHOME_RATE,PROJECT_OUTHOME_RATE,PROJECT_TYPECODE_CNT,PROJECT_FIRST_TYPECODE,PROJECT_END_TYPECODE,PROJECT_FIRST_TIME,PROJECT_END_TIME
176896,[4377416],['2014-07'],[1],1,1,0,1.0,0.0,1,4377416,4377416,2014-07,2014-07
463616,[3003280 4550831],['2013-09' '2014-09'],[0 0],2,0,2,0.0,1.0,2,3003280,4550831,2013-09,2014-09
201474,[4742245],['2014-11'],[0],1,0,1,0.0,1.0,1,4742245,4742245,2014-11,2014-11
283395,[3142570 5703043 3972513 4666956 4699138 4462513 5611449 5289703 4025907],"['2013-11' '2015-08' '2014-01' '2014-10' '2014-11' '2014-08' '2015-07'
 '2015-05' '2014-02']",[1 1 1 1 1 1 0 1 1],9,8,1,0.8888888888888888,0.1111111111111111,9,3142570,4025907,2013-11,2014-02
250625,[4107298 4144244 4174473],['2014-04' '2014-05' '2014-05'],[1 1 0],3,2,1,0.6666666666666666,0.3333333333333333,3,4107298,4174473,2014-04,2014-05
201477,[5575883 4153926],['2015-07' '2014-05'],[1 1],2,2,0,1.0,0.0,2,5575883,4153926,2015-07,2014-05
520964,[5432366 5550238 4146639],['2015-06' '2015-07' '2014-05'],[0 0 0],3,0,3,0.0,1.0,3,5432366,4146639,2015-06,2014-05
414471,[5169401],['2015-04'],[1],1,1,0,1.0,0.0,1,5169401,5169401,2015-04,2015-04
381699,"[3105780 5427437 3124062 5355936 3024010 3013745 3223818 5438513 4055948
 4708913 4017252 4408448 4843706 4130447 5738956 4731818 5621446 4845317
 4840848 4655580 4074575]","['2013-11' '2015-06' '2013-11' '2015-05' '2013-09' '2013-09' '2013-12'
 '2015-06' '2014-03' '2014-11' '2014-02' '2014-07' '2014-12' '2014-04'
 '2015-08' '2014-11' '2015-07' '2014-12' '2014-12' '2014-10' '2014-03']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],21,0,21,0.0,1.0,21,3105780,4074575,2013-11,2014-03
185097,[3197348 3107432 3045582 3988983],['2013-12' '2013-11' '2013-10' '2014-01'],[0 0 0 0],4,0,4,0.0,1.0,4,3197348,3988983,2013-12,2014-01
324362,[5203498],['2015-04'],[0],1,0,1,0.0,1.0,1,5203498,5203498,2015-04,2015-04
373514,[5266918],['2015-05'],[0],1,0,1,0.0,1.0,1,5266918,5266918,2015-05,2015-05
193292,[5239926],['2015-04'],[0],1,0,1,0.0,1.0,1,5239926,5239926,2015-04,2015-04
291597,[4729249],['2014-11'],[1],1,1,0,1.0,0.0,1,4729249,4729249,2014-11,2014-11
111374,"[3092061 3052910 3131852 3074822 2984857 3167042 3079500 3037765 3181603
 4388934 4245099 5337165 5241022 5337548 4854847 4071316 5383476 4102614
 4691545 5043856 5590245 5151599 4517438 5673660 3984880 3976435 5484271
 4689083 5012640]","['2013-10' '2013-10' '2013-11' '2013-10' '2013-09' '2013-11' '2013-10'
 '2013-10' '2013-12' '2014-07' '2014-06' '2015-05' '2015-04' '2015-05'
 '2014-12' '2014-03' '2015-06' '2014-04' '2014-11' '2015-03' '2015-07'
 '2015-04' '2014-09' '2015-08' '2014-01' '2014-01' '2015-06' '2014-11'
 '2015-02']",[0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1],29,23,6,0.7931034482758621,0.20689655172413793,29,3092061,5012640,2013-10,2015-02
496399,"[5453730 4773733 4542603 4661512 5566082 4752925 4817498 5525873 5444033
 5650611 5471901 5485896 5501406 4400593 4805807 5431881 5508780 5432245
 5380415 4785003 4817491 5554713 5607748 5400471 4773870 5428490 5607747
 5444042 5637877 4814891 5444037 5511523 5413996 4601742 4821637 4643937
 5311080 4977817 4785013 5406937 4768570 4821648 5641926 4763857 5367788
 5441295]","['2015-06' '2014-11' '2014-09' '2014-10' '2015-07' '2014-11' '2014-12'
 '2015-07' '2015-06' '2015-08' '2015-06' '2015-06' '2015-07' '2014-07'
 '2014-12' '2015-06' '2015-07' '2015-06' '2015-06' '2014-11' '2014-12'
 '2015-07' '2015-07' '2015-06' '2014-11' '2015-06' '2015-07' '2015-06'
 '2015-07' '2014-12' '2015-06' '2015-07' '2015-06' '2014-09' '2014-12'
 '2014-10' '2015-05' '2015-02' '2014-11' '2015-06' '2014-11' '2014-12'
 '2015-07' '2014-11' '2015-06' '2015-06']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",46,46,0,1.0,0.0,46,5453730,5441295,2015-06,2015-06
4877,[5074534],['2015-03'],[1],1,1,0,1.0,0.0,1,5074534,5074534,2015-03,2015-03
463632,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
145881,[4891285],['2014-12'],[1],1,1,0,1.0,0.0,1,4891285,4891285,2014-12,2014-12
226069,[4288512],['2014-06'],[1],1,1,0,1.0,0.0,1,4288512,4288512,2014-06,2014-06
21271,[5091162],['2015-03'],[1],1,1,0,1.0,0.0,1,5091162,5091162,2015-03,2015-03
357149,[4257734],['2014-06'],[1],1,1,0,1.0,0.0,1,4257734,4257734,2014-06,2014-06
185119,[4015915],['2014-02'],[1],1,1,0,1.0,0.0,1,4015915,4015915,2014-02,2014-02
496416,[4359773],['2014-07'],[1],1,1,0,1.0,0.0,1,4359773,4359773,2014-07,2014-07
226081,[4270696 4270785 5135152 5694962 5200986],['2014-06' '2014-06' '2015-03' '2015-08' '2015-04'],[0 0 0 0 0],5,0,5,0.0,1.0,5,4270696,5200986,2014-06,2015-04
324390,[3124002],['2013-11'],[1],1,1,0,1.0,0.0,1,3124002,3124002,2013-11,2013-11
332585,[4210520],['2014-05'],[1],1,1,0,1.0,0.0,1,4210520,4210520,2014-05,2014-05
299820,[3222408],['2013-12'],[1],1,1,0,1.0,0.0,1,3222408,3222408,2013-12,2013-12
217900,[4181600],['2014-05'],[1],1,1,0,1.0,0.0,1,4181600,4181600,2014-05,2014-05
512814,[3071709 4603256],['2013-10' '2014-10'],[1 1],2,2,0,1.0,0.0,2,3071709,4603256,2013-10,2014-10
54063,[3985985 5128232],['2014-01' '2015-03'],[0 1],2,1,1,0.5,0.5,2,3985985,5128232,2014-01,2015-03
389939,[5487817],['2015-06'],[0],1,0,1,0.0,1.0,1,5487817,5487817,2015-06,2015-06
308022,[5044579],['2015-03'],[1],1,1,0,1.0,0.0,1,5044579,5044579,2015-03,2015-03
324406,"[3107897 3058760 3110631 2995638 3163704 3124199 3239776 3168489 3102658
 3105384 3128946 2995438 3025815 3019917 3162544 5552600 5310269 5228936
 5550463 5626425 5636039 5346110 5409338 5654131 4594288 4670101 5400601
 5459582 5525918 5561667 4125817 5654119 5678623 5511813 5617167 5233414
 5641974 4933119 5341217 4213908 5512691 4336656 5228940 5511159 5426434
 4199616 5500510 5447788 5655182 5636027 5228907 4197259 5431880 5330807
 5511202 5201501 5425481 5413673 4693475 5636054 4938127 5405551 5511520
 5633041 5617166 4462046 5319575 5440651 4940466 5341215 5211672 5443964
 4568879 5626469 4572005 4915272 5320286 5479518 5222800 5354647 4102811
 5125612 5511418 5601862 5636041 5636040 5421023 5608519 5615995 5228930
 5262320 5346114 5425487 4144067 4153437 5222773 5502111 5222882 5453731
 5511825 5263203 5277228]","['2013-11' '2013-10' '2013-11' '2013-09' '2013-11' '2013-11' '2013-12'
 '2013-11' '2013-11' '2013-11' '2013-11' '2013-09' '2013-09' '2013-09'
 '2013-11' '2015-07' '2015-05' '2015-04' '2015-07' '2015-07' '2015-07'
 '2015-05' '2015-06' '2015-08' '2014-09' '2014-10' '2015-06' '2015-06'
 '2015-07' '2015-07' '2014-04' '2015-08' '2015-08' '2015-07' '2015-07'
 '2015-04' '2015-07' '2015-01' '2015-05' '2014-05' '2015-07' '2014-07'
 '2015-04' '2015-07' '2015-06' '2014-05' '2015-07' '2015-06' '2015-08'
 '2015-07' '2015-04' '2014-05' '2015-06' '2015-05' '2015-07' '2015-04'
 '2015-06' '2015-06' '2014-11' '2015-07' '2015-01' '2015-06' '2015-07'
 '2015-07' '2015-07' '2014-08' '2015-05' '2015-06' '2015-01' '2015-05'
 '2015-04' '2015-06' '2014-09' '2015-07' '2014-09' '2015-01' '2015-05'
 '2015-06' '2015-04' '2015-05' '2014-04' '2015-03' '2015-07' '2015-07'
 '2015-07' '2015-07' '2015-06' '2015-07' '2015-07' '2015-04' '2015-05'
 '2015-05' '2015-06' '2014-05' '2014-05' '2015-04' '2015-07' '2015-04'
 '2015-06' '2015-07' '2015-05' '2015-05']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",102,102,0,1.0,0.0,102,3107897,5277228,2013-11,2015-05
37687,[4985661 5157619],['2015-02' '2015-04'],[0 0],2,0,2,0.0,1.0,2,4985661,5157619,2015-02,2015-04
455481,[5493936],['2015-07'],[1],1,1,0,1.0,0.0,1,5493936,5493936,2015-07,2015-07
299834,[4857817 5592791 4656100 4538764 4577687 4858286],['2014-12' '2015-07' '2014-10' '2014-09' '2014-09' '2014-12'],[0 0 0 0 0 0],6,0,6,0.0,1.0,6,4857817,4858286,2014-12,2014-12
324407,[4132288 5193082],['2014-04' '2015-04'],[1 1],2,2,0,1.0,0.0,2,4132288,5193082,2014-04,2015-04
504635,[5535839 5493507 4335496],['2015-07' '2015-07' '2014-07'],[1 1 1],3,3,0,1.0,0.0,3,5535839,4335496,2015-07,2014-07
242493,[5503998],['2015-07'],[0],1,0,1,0.0,1.0,1,5503998,5503998,2015-07,2015-07
13120,[5584018 3998969 4780376],['2015-07' '2014-01' '2014-11'],[0 1 0],3,1,2,0.3333333333333333,0.6666666666666666,3,5584018,4780376,2015-07,2014-11
201540,[4198281],['2014-05'],[0],1,0,1,0.0,1.0,1,4198281,4198281,2014-05,2014-05
13125,[5651834],['2015-08'],[1],1,1,0,1.0,0.0,1,5651834,5651834,2015-08,2015-08
398151,[4514895 4514799],['2014-09' '2014-09'],[0 0],2,0,2,0.0,1.0,2,4514895,4514799,2014-09,2014-09
29512,[5006824],['2015-02'],[0],1,0,1,0.0,1.0,1,5006824,5006824,2015-02,2015-02
406345,[5511974],['2015-07'],[1],1,1,0,1.0,0.0,1,5511974,5511974,2015-07,2015-07
13130,[4993736 5241141],['2015-02' '2015-04'],[1 1],2,2,0,1.0,0.0,2,4993736,5241141,2015-02,2015-04
463691,[3235428 3117180 3170900 3170900 3235428 3117180],['2013-12' '2013-11' '2013-11' '2013-11' '2013-12' '2013-11'],[0 0 1 1 0 0],6,2,4,0.3333333333333333,0.6666666666666666,3,3235428,3117180,2013-12,2013-11
185163,"[5720064 5263709 5748997 5499888 5551975 5637193 5600856 4810094 5306245
 4820273 4906555 4832258]","['2015-08' '2015-05' '2015-08' '2015-07' '2015-07' '2015-07' '2015-07'
 '2014-12' '2015-05' '2014-12' '2015-01' '2014-12']",[1 1 1 1 1 1 1 1 1 1 1 1],12,12,0,1.0,0.0,12,5720064,4832258,2015-08,2014-12
45901,[3222408 3235396 3043921 3055618 5282859 4111735 4423427],['2013-12' '2013-12' '2013-10' '2013-10' '2015-05' '2014-04' '2014-08'],[1 1 1 1 1 1 1],7,7,0,1.0,0.0,7,3222408,4423427,2013-12,2014-08
242511,[5599599],['2015-07'],[1],1,1,0,1.0,0.0,1,5599599,5599599,2015-07,2015-07
258899,[5649466],['2015-08'],[0],1,0,1,0.0,1.0,1,5649466,5649466,2015-08,2015-08
471892,[4626405],['2014-10'],[0],1,0,1,0.0,1.0,1,4626405,4626405,2014-10,2014-10
430934,[5588740],['2015-07'],[0],1,0,1,0.0,1.0,1,5588740,5588740,2015-07,2015-07
488279,[4577436],['2014-09'],[1],1,1,0,1.0,0.0,1,4577436,4577436,2014-09,2014-09
217946,[5007044],['2015-02'],[1],1,1,0,1.0,0.0,1,5007044,5007044,2015-02,2015-02
422747,[4164073],['2014-05'],[1],1,1,0,1.0,0.0,1,4164073,4164073,2014-05,2014-05
242524,[5775688],['2015-08'],[1],1,1,0,1.0,0.0,1,5775688,5775688,2015-08,2015-08
406366,[3137002],['2013-11'],[1],1,1,0,1.0,0.0,1,3137002,3137002,2013-11,2013-11
13153,[5254324],['2015-05'],[1],1,1,0,1.0,0.0,1,5254324,5254324,2015-05,2015-05
234339,"[3040380 3023744 3117691 3134151 3221705 4997957 4801775 4185673 5488009
 4108451 5656062 5548716 4605600 4615638 5050850 5429076 4662966 5331393]","['2013-10' '2013-09' '2013-11' '2013-11' '2013-12' '2015-02' '2014-12'
 '2014-05' '2015-06' '2014-04' '2015-08' '2015-07' '2014-10' '2014-10'
 '2015-03' '2015-06' '2014-10' '2015-05']",[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1],18,16,2,0.8888888888888888,0.1111111111111111,18,3040380,5331393,2013-10,2015-05
283492,[4044498],['2014-03'],[1],1,1,0,1.0,0.0,1,4044498,4044498,2014-03,2014-03
512867,[3021152 3073889],['2013-09' '2013-10'],[0 0],2,0,2,0.0,1.0,2,3021152,3073889,2013-09,2013-10
250729,[3104569 4893820 4381244 5520824],['2013-11' '2014-12' '2014-07' '2015-07'],[1 1 1 1],4,4,0,1.0,0.0,4,3104569,5520824,2013-11,2015-07
398188,[3222408 5577645 4644502 4423427 5377285 4164729],['2013-12' '2015-07' '2014-10' '2014-08' '2015-06' '2014-05'],[1 0 1 1 0 1],6,4,2,0.6666666666666666,0.3333333333333333,6,3222408,4164729,2013-12,2014-05
455534,[4792004],['2014-12'],[0],1,0,1,0.0,1.0,1,4792004,4792004,2014-12,2014-12
414577,[3245269 3986608],['2013-12' '2014-01'],[0 1],2,1,1,0.5,0.5,2,3245269,3986608,2013-12,2014-01
283506,[4194403 4076662 4599583],['2014-05' '2014-03' '2014-09'],[1 0 1],3,2,1,0.6666666666666666,0.3333333333333333,3,4194403,4599583,2014-05,2014-09
308083,[4587056],['2014-09'],[1],1,1,0,1.0,0.0,1,4587056,4587056,2014-09,2014-09
398200,[4715441 4777847],['2014-11' '2014-11'],[0 0],2,0,2,0.0,1.0,2,4715441,4777847,2014-11,2014-11
54136,[3245351],['2013-12'],[0],1,0,1,0.0,1.0,1,3245351,3245351,2013-12,2013-12
258938,[4939698],['2015-01'],[0],1,0,1,0.0,1.0,1,4939698,4939698,2015-01,2015-01
480123,[4008455],['2014-01'],[0],1,0,1,0.0,1.0,1,4008455,4008455,2014-01,2014-01
299899,[4087958],['2014-04'],[1],1,1,0,1.0,0.0,1,4087958,4087958,2014-04,2014-04
95101,"[3022722 3197372 3132570 3101620 3054142 3064435 3245793 3184027 3073785
 3170909 3013756 3241647 3233268 3173426 2994303 2998109 3001359 3193790
 3136950 3075713 3101189 3170917 3182348 3068736 3176427 3136998 3038845
 3192531 3183072 3189522 3100936 3007600 2980895 3166807 3217309 3231565
 3140553 3168351 3111675 3078890 3241859 3138621 3173332 3078894 3111617
 3136331 3086210 3217249 3239014 3224459 3227758 3118739 2991381 3006607
 3064654 3115265 3232214 3209785 3100323 3224440 3105074 3075487 3075823
 3085807 3231767 3050714 2979218 3022565 3233488 3033070 3001379 3171362
 3090366 3121988 3165326 3140317 3111544 3175252 3055574 3136999 3091112
 2994206 3084142 3162714 3193788 3056943 3183965 3111548 3239974 3078701
 3013865 3083976 3023261 3129376 3100321 3101113 3116837 3162983 3224443
 3188314 3001178 3165933 3064416 3117407 3115288 3035276 3184293 3244625
 3171363 3104199 3109970 2977198 3022537 3209628 3163269 3083974 3013261
 3086199 3013947 2997813 3122054 3038724 3101157 3184226 3243605 3121734
 3125475 3226750 3227676 3005812 3219588 3118434 3057667 3003655 4107274
 4208987 4213902 4308644 4279381 4306951 4874413 5625952 4248880 4103371
 4630507 4752923 4768683 5046231 4592319 5214093 4683194 4856121 3975021
 4601743 5380459 4649503 5437887 4198867 4379309 4308833 4766992 5216444
 4197756 4102807 4461847 4769120 4939323 4753417 4620283 4198772 4104453
 4809034 4151193 4795637 4248998 5069778 5284235 4102730 4753421 5502115
 4101505 4104266 4603419 4358320 4584070 4815116 5601865 5336459 5364474
 4153443 4872964 4977497 4537217 4623804 4279587 4101195 5304635 4104492
 5437862 4725315 4031185 4107528 4106513 4595763 4206351 4662541 4733850
 4316521 4860153 5432255 4240403 4321488 4348172 4898252 4571486 4643273
 5179703 5480827 4309183 5111083 4104274 4669043 5283024 5190146 4279283
 4107481 4849841 5561438 4521840 4107444 4661858 4126309 4795638 4795803
 4407738 4196902 4801191 5314576 4741589 5122073 4592318 4206154 4197681
 4210703 5218441 5263200 4261070 4478622 4205687 5196850 4542587 4032934
 4778387 5412144 4126245 4126321 4345294 4908501 4106382 4588152 5228938
 3971902 4102805 4761954 4662543 4279832 4308600 4725845 5508777 5412153
 4733913 4240259 4817306 4205409 5423101 4762267 5601878 5136567 5428898
 5508803 4278415 4104475 4106401 4151194 5364462 4679693 4308664 5521837
 4606397 4107508 5453593 4126183 4199336 4241116 5177816 4309530 4307722
 4345379 4101431 4679368 4699821 5566080 4836861 4912657 5638593 3993948
 5165161 5354858 5480208 4914869 5235065 4630902 5453590 4734259 5549237
 4309518 4859205 3994715 4307557 5653379 5565020 4330422 4548235 5607426
 5629517 5168873 4556012 5434688 4197784 4773865 5109444 4822096 4741590
 4330421 4768745 4916249 4316345 4535935 4688739 5111081 5406665 5175947
 4197690 4248827 5480174 4308185 4104369 3971886 4151442 4199325 4778382
 4822102 4831455 4308984 4356215 4261809 4279596 4103539 4205587 3971896
 4106914 4106678 4213905 4764147 5480172 5626417 4572167 5405539 3998570
 3994557 4962056 4602966 4205578 4240422 5165163 5174725 5380655 5427988
 4734246 4877766 4307558 4102233 5432069 4662542 4725856 4850402 4940688
 4536749 4783447 4850823 5453653 4101188 4106634 4326754 4752928 5279978
 4374222 5119925 4563190 5399518 4773094 4677078 5435332 4866199 4469743
 4570822 5380543 4725320 4208920 4205639 4562793 5481343 4821207 4703515
 5081574 4700235 4107308 4308595 4818566 4451314 4125878 4357085 4279772
 4308443 4850827 3217574 4003020 5346092 4210960 4809057 4814895 3965467
 5438061 4764389 5499366 4336644 4547739 4541538 4595905 4029601 5293472
 4620267 5380653 4131500 4874273]","['2013-09' '2013-12' '2013-11' '2013-11' '2013-10' '2013-10' '2013-12'
 '2013-12' '2013-10' '2013-11' '2013-09' '2013-12' '2013-12' '2013-12'
 '2013-09' '2013-09' '2013-09' '2013-12' '2013-11' '2013-10' '2013-11'
 '2013-11' '2013-12' '2013-10' '2013-12' '2013-11' '2013-10' '2013-12'
 '2013-12' '2013-12' '2013-11' '2013-09' '2013-09' '2013-11' '2013-12'
 '2013-12' '2013-11' '2013-11' '2013-11' '2013-10' '2013-12' '2013-11'
 '2013-12' '2013-10' '2013-11' '2013-11' '2013-10' '2013-12' '2013-12'
 '2013-12' '2013-12' '2013-11' '2013-09' '2013-09' '2013-10' '2013-11'
 '2013-12' '2013-12' '2013-11' '2013-12' '2013-11' '2013-10' '2013-10'
 '2013-10' '2013-12' '2013-10' '2013-09' '2013-09' '2013-12' '2013-09'
 '2013-09' '2013-11' '2013-10' '2013-11' '2013-11' '2013-11' '2013-11'
 '2013-12' '2013-10' '2013-11' '2013-10' '2013-09' '2013-10' '2013-11'
 '2013-12' '2013-10' '2013-12' '2013-11' '2013-12' '2013-10' '2013-09'
 '2013-10' '2013-09' '2013-11' '2013-11' '2013-11' '2013-11' '2013-11'
 '2013-12' '2013-12' '2013-09' '2013-11' '2013-10' '2013-11' '2013-11'
 '2013-10' '2013-12' '2013-12' '2013-11' '2013-11' '2013-11' '2013-09'
 '2013-09' '2013-12' '2013-11' '2013-10' '2013-09' '2013-10' '2013-09'
 '2013-09' '2013-11' '2013-10' '2013-11' '2013-12' '2013-12' '2013-11'
 '2013-11' '2013-12' '2013-12' '2013-09' '2013-12' '2013-11' '2013-10'
 '2013-09' '2014-04' '2014-04' '2014-05' '2014-07' '2014-06' '2014-07'
 '2014-12' '2015-07' '2014-06' '2014-04' '2014-10' '2014-11' '2014-11'
 '2015-03' '2014-09' '2015-04' '2014-10' '2014-12' '2014-01' '2014-09'
 '2015-06' '2014-10' '2015-06' '2014-05' '2014-07' '2014-07' '2014-11'
 '2015-04' '2014-05' '2014-04' '2014-08' '2014-11' '2015-01' '2014-11'
 '2014-10' '2014-05' '2014-04' '2014-12' '2014-05' '2014-12' '2014-06'
 '2015-03' '2015-05' '2014-04' '2014-11' '2015-07' '2014-04' '2014-04'
 '2014-10' '2014-07' '2014-09' '2014-12' '2015-07' '2015-05' '2015-06'
 '2014-05' '2014-12' '2015-02' '2014-09' '2014-10' '2014-06' '2014-04'
 '2015-05' '2014-04' '2015-06' '2014-11' '2014-02' '2014-04' '2014-04'
 '2014-09' '2014-05' '2014-10' '2014-11' '2014-07' '2014-12' '2015-06'
 '2014-06' '2014-07' '2014-07' '2015-01' '2014-09' '2014-10' '2015-04'
 '2015-06' '2014-07' '2015-03' '2014-04' '2014-10' '2015-05' '2015-04'
 '2014-06' '2014-04' '2014-12' '2015-07' '2014-09' '2014-04' '2014-10'
 '2014-04' '2014-12' '2014-12' '2014-07' '2014-05' '2014-12' '2015-05'
 '2014-11' '2015-03' '2014-09' '2014-04' '2014-05' '2014-05' '2015-04'
 '2015-05' '2014-06' '2014-08' '2014-04' '2015-04' '2014-09' '2014-02'
 '2014-11' '2015-06' '2014-04' '2014-04' '2014-07' '2015-01' '2014-04'
 '2014-09' '2015-04' '2014-01' '2014-04' '2014-11' '2014-10' '2014-06'
 '2014-07' '2014-11' '2015-07' '2015-06' '2014-11' '2014-06' '2014-12'
 '2014-04' '2015-06' '2014-11' '2015-07' '2015-03' '2015-06' '2015-07'
 '2014-06' '2014-04' '2014-04' '2014-05' '2015-06' '2014-10' '2014-07'
 '2015-07' '2014-10' '2014-04' '2015-06' '2014-04' '2014-05' '2014-06'
 '2015-04' '2014-07' '2014-07' '2014-07' '2014-04' '2014-10' '2014-11'
 '2015-07' '2014-12' '2015-01' '2015-07' '2014-01' '2015-04' '2015-05'
 '2015-06' '2015-01' '2015-04' '2014-10' '2015-06' '2014-11' '2015-07'
 '2014-07' '2014-12' '2014-01' '2014-07' '2015-08' '2015-07' '2014-07'
 '2014-09' '2015-07' '2015-07' '2015-04' '2014-09' '2015-06' '2014-05'
 '2014-11' '2015-03' '2014-12' '2014-11' '2014-07' '2014-11' '2015-01'
 '2014-07' '2014-09' '2014-11' '2015-03' '2015-06' '2015-04' '2014-05'
 '2014-06' '2015-06' '2014-07' '2014-04' '2014-01' '2014-05' '2014-05'
 '2014-11' '2014-12' '2014-12' '2014-07' '2014-07' '2014-06' '2014-06'
 '2014-04' '2014-04' '2014-01' '2014-04' '2014-04' '2014-05' '2014-11'
 '2015-06' '2015-07' '2014-09' '2015-06' '2014-01' '2014-01' '2015-01'
 '2014-10' '2014-04' '2014-06' '2015-04' '2015-04' '2015-06' '2015-06'
 '2014-11' '2014-12' '2014-07' '2014-04' '2015-06' '2014-10' '2014-11'
 '2014-12' '2015-01' '2014-09' '2014-11' '2014-12' '2015-06' '2014-04'
 '2014-04' '2014-07' '2014-11' '2015-05' '2014-07' '2015-03' '2014-09'
 '2015-06' '2014-11' '2014-10' '2015-06' '2014-12' '2014-08' '2014-09'
 '2015-06' '2014-11' '2014-04' '2014-04' '2014-09' '2015-06' '2014-12'
 '2014-11' '2015-03' '2014-11' '2014-04' '2014-07' '2014-12' '2014-08'
 '2014-04' '2014-07' '2014-06' '2014-07' '2014-12' '2013-12' '2014-01'
 '2015-05' '2014-05' '2014-12' '2014-12' '2014-01' '2015-06' '2014-11'
 '2015-07' '2014-07' '2014-09' '2014-09' '2014-09' '2014-02' '2015-05'
 '2014-10' '2015-06' '2014-04' '2014-12']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]",445,444,1,0.9977528089887641,0.0022471910112359553,445,3022722,4874273,2013-09,2014-12
258942,[4867305],['2014-12'],[1],1,1,0,1.0,0.0,1,4867305,4867305,2014-12,2014-12
185213,[4444620],['2014-08'],[0],1,0,1,0.0,1.0,1,4444620,4444620,2014-08,2014-08
447360,"[3023614 3233160 4003956 5719857 4114173 4491714 5487130 4973590 4271068
 4396649 5112565 4535604 4904666 4869903]","['2013-09' '2013-12' '2014-01' '2015-08' '2014-04' '2014-08' '2015-06'
 '2015-01' '2014-06' '2014-07' '2015-03' '2014-09' '2015-01' '2014-12']",[1 0 1 1 1 0 1 0 0 1 1 1 0 1],14,9,5,0.6428571428571429,0.35714285714285715,14,3023614,4869903,2013-09,2014-12
373633,[5777801 5603390 4702753],['2015-08' '2015-07' '2014-11'],[0 1 0],3,1,2,0.3333333333333333,0.6666666666666666,3,5777801,4702753,2015-08,2014-11
160642,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
308099,[4917949],['2015-01'],[0],1,0,1,0.0,1.0,1,4917949,4917949,2015-01,2015-01
324484,[4366564],['2014-07'],[1],1,1,0,1.0,0.0,1,4366564,4366564,2014-07,2014-07
390014,[5739134],['2015-08'],[1],1,1,0,1.0,0.0,1,5739134,5739134,2015-08,2015-08
144262,[4784750 4537216 4624267],['2014-11' '2014-09' '2014-10'],[0 0 0],3,0,3,0.0,1.0,3,4784750,4624267,2014-11,2014-10
234375,[4249165],['2014-06'],[1],1,1,0,1.0,0.0,1,4249165,4249165,2014-06,2014-06
250760,[3180980 4051371],['2013-12' '2014-03'],[1 1],2,2,0,1.0,0.0,2,3180980,4051371,2013-12,2014-03
