EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TZ_CNT,TZ_INHOME_CNT,TZ_OUTHOME_CNT,TZ_INHOME_RATE,TZ_OUTHOME_RATE,TZ_CLOSE_CNT,TZ_OPEN_CNT,TZ_CLOSE_RATE,TZ_OPEN_RATE,TZ_BTBL_AVG,IS_TZ_ACTIVE,TZ_QY_FIRST_TIME,TZ_QY_END_TIME,TZ_FIRST_CLOSE_TIME
377133,[729497],[1],[ 0.001],[2006],[ 2011.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.001,1,2006-01,2006-01,2011-01
311599,[629534],[1],[ 0.65],[2009],[ 2012.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.65,1,2009-01,2009-01,2012-01
16681,[716179],[0],[ 0.49],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.49,1,2013-01,2013-01,2018-01
147761,[693295],[0],[ 0.5],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.5,1,2014-01,2014-01,2018-01
409906,[409312 237095],[1 1],[ 0.4  0.4],[2008 2011],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.4,1,2008-01,2011-01,2018-01
377138,[631907],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
246071,"[691415 636277 638378 726411 662272 709650 726298 684374 650864 717770
 650283]",[0 0 0 0 0 0 0 0 0 0 1],[ 0.5    0.417  0.5    0.8    0.8    0.9    0.667  1.     0.608  0.8    0.6  ],[1997 2001 2002 2002 2002 2002 2002 2002 2003 2003 2008],"[ 2008.  2005.  2004.  2005.  2006.  2008.  2010.  2018.  2005.  2010.
  2010.]",11,1,10,0.09090909090909091,0.9090909090909091,10,1,0.9090909090909091,0.09090909090909091,0.6901818181818181,1,1997-01,2008-01,2008-01
213303,[626526],[1],[ 0.4],[2004],[ 2007.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.4,1,2004-01,2004-01,2007-01
147769,[738243 256239 677479 395828 351013 190544  18348],[1 1 1 1 1 1 1],[ 0.5   0.95  0.7   0.7   0.05  0.7   0.95],[2005 2007 2014 2014 2014 2014 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.],7,7,0,1.0,0.0,0,7,0.0,1.0,0.65,1,2005-01,2014-01,2018-01
49467,[260282 698519 131067  16341 509089],[1 1 1 1 1],[ 0.5   0.51  0.5   1.    0.6 ],[2010 2011 2011 2011 2014],[ 2018.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,0,5,0.0,1.0,0.622,1,2010-01,2014-01,2018-01
213309,"[729537 157878 736583 705311 655135 647322 729100 706092 704190 686191
 686090 669459 656648  84117 668806 624037 179395  52147]",[0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1],"[ 0.944  1.     0.5    0.5    0.5    1.     1.     1.     1.     0.9    1.
  0.9    1.     0.75   0.8    0.8    1.     1.   ]","[2009 2009 2010 2010 2010 2012 2013 2013 2013 2013 2013 2013 2013 2013 2014
 2014 2014 2014]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2015.  2015.  2018.  2018.]",18,7,11,0.3888888888888889,0.6111111111111112,2,16,0.1111111111111111,0.8888888888888888,0.8663333333333333,1,2009-01,2014-01,2018-01
180541,[388917],[1],[ 0.8],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,1,2009-01,2009-01,2018-01
49472,"[671066 661400 657349 643314 639590 713221 625540 711126 708043 707523
 665090]",[0 0 0 0 0 1 0 0 0 0 0],[ 1.     1.     1.     1.     1.     0.052  1.     1.     0.044  1.     1.   ],[2009 2013 2013 2013 2013 2014 2014 2015 2015 2015 2015],"[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.]",11,1,10,0.09090909090909091,0.9090909090909091,0,11,0.0,1.0,0.8269090909090909,1,2009-01,2015-01,2018-01
409920,[705242 739566 625782],[0 0 0],[ 0.49   0.5    0.333],[2010 2015 2015],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.441,1,2010-01,2015-01,2018-01
115009,[676981],[1],[ 0.167],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.16699999999999998,1,2015-01,2015-01,2018-01
442690,[628960],[1],[ 0.091],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.091,1,2015-01,2015-01,2018-01
213316,[455417],[1],[ 0.067],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.067,1,2014-01,2014-01,2018-01
508229,[252710],[1],[ 0.],[2001],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.0,1,2001-01,2001-01,2018-01
475462,[639979],[0],[ 1.],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2012-01,2012-01,2018-01
180551,[403254 726063  12751 638462],[1 1 1 1],[ 0.52  0.6   0.52  0.6 ],[2002 2009 2009 2013],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.56,1,2002-01,2013-01,2018-01
115016,[632474],[1],[ 1.],[1994],[ 2006.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1,1994-01,1994-01,2006-01
49481,[660253 225601  86573],[1 1 1],[ 0.69  0.    0.03],[1994 2000 2006],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.24,1,1994-01,2006-01,2018-01
475467,[677967 713753 668641 180000 661224],[1 1 1 1 1],[ 0.2   0.35  0.75  0.    0.2 ],[2002 2003 2004 2005 2015],[ 2010.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,1,4,0.2,0.8,0.3,1,2002-01,2015-01,2010-01
442700,[730226],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2015-01,2015-01,2018-01
213336,[706790],[0],[ 0.4],[2008],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,1,2008-01,2008-01,2018-01
377179,[684413],[1],[ 0.333],[1997],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,1,1997-01,1997-01,2018-01
246107,[26433],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
409950,[704968],[1],[ 0.25],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,1,2014-01,2014-01,2018-01
49506,[704018],[0],[ 0.003],[2002],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.003,1,2002-01,2002-01,2018-01
16739,[638427],[0],[ 0.35],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.35,1,2009-01,2009-01,2018-01
278885,[636258],[0],[ 0.78],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.78,1,2015-01,2015-01,2018-01
344422,[670392  65330 635876 637546],[1 1 0 0],[ 0.75   0.375  0.05   0.95 ],[2003 2003 2010 2012],[ 2007.  2018.  2018.  2018.],4,2,2,0.5,0.5,1,3,0.25,0.75,0.53125,1,2003-01,2012-01,2007-01
246119,[708874],[0],[ 0.5],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.5,1,2015-01,2015-01,2018-01
49515,[677804],[1],[ 1.],[2003],[ 2013.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1,2003-01,2003-01,2013-01
213355,[36332],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
377197,[641270 631172 171948],[1 1 1],[ 0.8  0.2  1. ],[2003 2003 2006],[ 2006.  2006.  2018.],3,3,0,1.0,0.0,2,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,2003-01,2006-01,2006-01
311662,[651453],[0],[ 0.111],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.111,1,2013-01,2013-01,2018-01
311663,[511484],[1],[ 0.111],[1984],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.111,1,1984-01,1984-01,2018-01
180591,[656109 694912 684570],[0 0 0],[ 0.024  0.05   0.05 ],[1998 2009 2009],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.04133333333333334,1,1998-01,2009-01,2018-01
246127,[143208 156636],[1 1],[ 0.05  0.75],[1998 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.4,1,1998-01,2014-01,2018-01
409964,[643295],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2015-01,2015-01,2018-01
180595,"[652582 695361 450730 444902 701783 685331 674054 383944 730774 719750
 662584 696320 624201 661140 517786 708424 656178 658940 648399 623838
 666506 665004 733281 666158 687262 290938]",[1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1],"[ 0.615  0.4    1.     0.759  0.7    1.     0.05   0.51   0.7    0.8    1.
  1.     0.9    0.12   1.     0.9    0.9    1.     1.     1.     0.12   1.
  0.219  0.3    0.8    0.6  ]","[2000 2001 2001 2001 2002 2002 2003 2003 2004 2004 2004 2004 2005 2005 2005
 2006 2006 2007 2007 2007 2007 2010 2011 2012 2014 2015]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2007.  2009.
  2011.  2015.  2007.  2018.  2018.  2011.  2011.  2011.  2011.  2015.
  2018.  2018.  2018.  2018.  2015.  2018.]",26,22,4,0.8461538461538461,0.15384615384615385,11,15,0.4230769230769231,0.5769230769230769,0.707423076923077,1,2000-01,2015-01,2018-01
311665,[725239 677290],[0 0],[ 0.25  0.99],[2015 2015],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.62,1,2015-01,2015-01,2018-01
377205,[461399],[1],[ 0.165],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.165,1,2012-01,2012-01,2018-01
442742,[739597],[1],[ 0.189],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.18899999999999997,1,2003-01,2003-01,2018-01
147829,[701238  31122],[0 1],[ 0.05  0.3 ],[2015 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.175,1,2015-01,2015-01,2018-01
115064,[679493],[0],[ 0.9],[2005],[ 2007.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.9,1,2005-01,2005-01,2007-01
213369,[289137 731666 714619 478358 629396 631133  25777],[1 1 0 1 0 0 1],[ 0.2    0.75   0.08   0.45   0.12   0.333  0.565],[2002 2004 2011 2011 2013 2014 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.],7,4,3,0.5714285714285714,0.42857142857142855,0,7,0.0,1.0,0.3568571428571429,1,2002-01,2014-01,2018-01
147835,[177160],[1],[ 1.],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2013-01,2013-01,2018-01
246141,[462151],[1],[ 0.3],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,1,2014-01,2014-01,2018-01
442752,[712739 699145 694657 638617 732846 654017],[0 0 1 0 0 0],[ 0.9  0.1  1.   0.9  0.9  0.9],[2010 2010 2010 2010 2011 2011],[ 2014.  2018.  2018.  2018.  2012.  2018.],6,1,5,0.16666666666666666,0.8333333333333334,2,4,0.3333333333333333,0.6666666666666666,0.7833333333333333,1,2010-01,2011-01,2014-01
213377,[625424],[0],[ 0.028],[2010],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.027999999999999997,1,2010-01,2010-01,2018-01
147842,[735937],[0],[ 0.2],[2008],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.2,1,2008-01,2008-01,2018-01
475523,[686658],[0],[ 0.1],[2010],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.1,1,2010-01,2010-01,2018-01
442756,[667290],[0],[ 0.333],[2005],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.33299999999999996,1,2005-01,2005-01,2018-01
475525,[669765 681224],[0 0],[ 0.51  0.51],[2008 2015],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.51,1,2008-01,2015-01,2018-01
409990,[633160],[0],[ 0.4],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,1,2011-01,2011-01,2018-01
475531,[673284 735552],[1 0],[ 1.   0.8],[2013 2014],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.9,1,2013-01,2014-01,2018-01
475532,[624337],[0],[ 1.],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2011-01,2011-01,2018-01
508301,[363204],[1],[ 0.2],[1998],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,1,1998-01,1998-01,2018-01
475534,[101512],[1],[ 0.8],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,1,2010-01,2010-01,2018-01
49551,[711402 696385],[0 1],[ 1.    0.38],[2004 2011],[ 2006.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.69,1,2004-01,2011-01,2006-01
278926,[737227  26121 663880],[1 1 1],[ 0.7    0.2    0.231],[2011 2013 2014],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.377,1,2011-01,2014-01,2018-01
213394,[666425 667563 695070 634868 718803 655178 625811],[0 0 1 1 1 0 1],[ 0.5  0.2  0.5  1.   1.   0.5  1. ],[2007 2009 2011 2012 2014 2014 2015],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.],7,4,3,0.5714285714285714,0.42857142857142855,0,7,0.0,1.0,0.6714285714285715,1,2007-01,2015-01,2018-01
213397,[669922],[1],[ 0.15],[2012],[ 2013.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.15,1,2012-01,2012-01,2013-01
311701,[693717],[1],[ 0.104],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.10400000000000001,1,2012-01,2012-01,2018-01
213398,[636077],[1],[ 0.1],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,1,2015-01,2015-01,2018-01
475546,[633468],[1],[ 1.],[2005],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2005-01,2005-01,2018-01
278939,[685328 349425 635332 654274 420015 701893  20975 644884 738901 651224],[0 1 0 0 1 0 1 0 0 0],[ 0.7    1.     1.     1.     1.     0.34   1.     1.     0.8    0.947],[2004 2005 2006 2007 2008 2010 2010 2011 2014 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2011.  2018.  2018.],10,3,7,0.3,0.7,1,9,0.1,0.9,0.8786999999999999,1,2004-01,2014-01,2018-01
16798,[228103],[1],[ 0.8],[2005],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,1,2005-01,2005-01,2018-01
377248,[646198 666711 197495 676603 728559 660017 720563 664659],[0 0 1 1 1 0 0 0],[ 0.25   1.     1.     0.333  0.6    0.8    0.3    0.031],[1989 1992 1994 1996 1997 1998 2008 2011],[ 2007.  2018.  2018.  2018.  2007.  2011.  2018.  2018.],8,3,5,0.375,0.625,3,5,0.375,0.625,0.53925,1,1989-01,2011-01,2007-01
410017,"[248117 631668 497562 411974 288186 120106 666684 208343 694466 653328
 198778 312829 668470 675784 369039 243129 732182]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[ 1.     1.     1.     1.     0.5    0.25   0.49   1.     0.6    0.5    1.
  0.2    0.6    0.33   0.5    0.333  0.4  ]","[1993 1994 1995 1998 1998 2007 2008 2008 2009 2009 2009 2012 2013 2014 2014
 2014 2015]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.]",17,17,0,1.0,0.0,0,17,0.0,1.0,0.6295882352941177,1,1993-01,2015-01,2018-01
147874,[715081 695148 640821],[1 0 0],[ 0.35  0.8   0.8 ],[1995 2003 2003],[ 2009.  2005.  2009.],3,1,2,0.3333333333333333,0.6666666666666666,3,0,1.0,0.0,0.65,1,1995-01,2003-01,2009-01
82336,[497900],[1],[ 0.23],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.23,1,2003-01,2003-01,2018-01
82340,[714478],[1],[ 0.5],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2003-01,2003-01,2018-01
442786,[20381],[1],[ 0.48],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.48,1,2009-01,2009-01,2018-01
344480,[646145],[1],[ 0.8],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,1,2013-01,2013-01,2018-01
115105,[701426],[0],[ 0.053],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.053,1,2013-01,2013-01,2018-01
114059,[644268],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
475563,[688745],[0],[ 1.],[1995],[ 2000.],1,0,1,0.0,1.0,1,0,1.0,0.0,1.0,1,1995-01,1995-01,2000-01
49580,[660336 629634 287524],[1 1 1],[ 0.01  0.01  0.1 ],[2015 2015 2015],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.04,1,2015-01,2015-01,2018-01
377262,[683502 110686 713731],[0 1 1],[ 1.     0.333  1.   ],[1993 1993 1997],[ 2001.  2018.  2007.],3,2,1,0.6666666666666666,0.3333333333333333,2,1,0.6666666666666666,0.3333333333333333,0.7776666666666667,1,1993-01,1997-01,2001-01
344495,[689171 682988],[0 0],[ 0.9  0.9],[2001 2012],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.9,1,2001-01,2012-01,2018-01
82352,[705150],[0],[ 0.05],[2011],[ 2013.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.05,1,2011-01,2011-01,2013-01
246191,[184449],[1],[ 1.],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
246195,[705145],[0],[ 1.],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2013-01,2013-01,2018-01
180661,[676334],[1],[ 1.],[1993],[ 2006.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1,1993-01,1993-01,2006-01
49589,[717256 117804],[1 1],[ 0.167  0.7  ],[2015 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.4335,1,2015-01,2015-01,2018-01
377273,[666757 694571],[0 1],[ 0.1  1. ],[1999 2000],[ 2003.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.55,1,1999-01,2000-01,2003-01
442810,[721852],[1],[ 0.5],[1998],[ 2008.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.5,1,1998-01,1998-01,2008-01
213435,[672484 643253],[0 0],[ 0.4   0.15],[2014 2014],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.275,1,2014-01,2014-01,2018-01
16827,[738004],[0],[ 0.409],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.409,1,2015-01,2015-01,2018-01
213441,[649128 213844],[1 1],[ 0.5  1. ],[2009 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.75,1,2009-01,2014-01,2018-01
410052,[727892],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
115141,[677269 395617 701380],[1 1 0],[ 0.5   0.47  0.4 ],[2012 2014 2015],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.4566666666666667,1,2012-01,2015-01,2018-01
49606,[726340 687599 671213],[1 1 1],[ 0.6   0.8   0.15],[2004 2007 2008],[ 2007.  2008.  2011.],3,3,0,1.0,0.0,3,0,1.0,0.0,0.5166666666666666,1,2004-01,2008-01,2007-01
311751,[16142],[1],[ 0.25],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,1,2002-01,2002-01,2018-01
410056,[730031],[1],[ 0.117],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.11699999999999999,1,2008-01,2008-01,2018-01
442825,[128157],[1],[ 0.333],[1999],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,1,1999-01,1999-01,2018-01
147910,[701292],[0],[ 0.3],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.3,1,2015-01,2015-01,2018-01
442827,[632498 727063 629714],[1 1 1],[ 0.8  0.8  0.8],[2003 2004 2004],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.8000000000000002,1,2003-01,2004-01,2018-01
55450,[728179],[1],[ 0.034],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.034,1,2015-01,2015-01,2018-01
213453,[674287 623271],[1 1],[ 0.105  0.054],[2012 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.0795,1,2012-01,2014-01,2018-01
147918,[738239 699059 636409],[0 0 0],[ 0.5  1.   0.5],[2014 2014 2014],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.6666666666666666,1,2014-01,2014-01,2018-01
311759,[670882  45527 710096 636597 709435],[1 1 0 0 0],[ 0.2   0.89  0.85  0.45  0.8 ],[1998 1998 2001 2001 2001],[ 2018.  2018.  2004.  2005.  2018.],5,2,3,0.4,0.6,2,3,0.4,0.6,0.6380000000000001,1,1998-01,2001-01,2018-01
82383,[32332],[1],[ 0.],[1999],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.0,1,1999-01,1999-01,2018-01
147920,[507792],[1],[ 0.05],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.05,1,2015-01,2015-01,2018-01
410067,[659326],[1],[ 1.],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2011-01,2011-01,2018-01
180692,[659301],[1],[ 1.],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2010-01,2010-01,2018-01
49621,[120116 645490],[1 1],[ 0.6   0.51],[2002 2006],[ 2018.  2008.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.5549999999999999,1,2002-01,2006-01,2018-01
377302,[651569  97620 683130 667900],[1 1 1 1],[ 0.6    0.746  0.7    0.8  ],[2014 2014 2015 2015],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.7115,1,2014-01,2015-01,2018-01
508376,[716674 715164 672688],[1 1 1],[ 0.5    0.667  0.333],[2006 2008 2008],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.5,1,2006-01,2008-01,2018-01
180697,[692404],[0],[ 0.571],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.5710000000000001,1,2009-01,2009-01,2018-01
311770,"[651774 500909 701949 669902 690973 152014 695500 700957 624285 718309
 674584 711186 637402]",[1 1 0 1 1 1 1 1 1 1 1 1 1],"[ 0.51  0.49  0.5   0.49  0.35  0.2   0.2   0.5   0.14  0.2   0.2   0.8
  0.2 ]",[1996 1999 2000 2001 2001 2001 2002 2002 2002 2002 2003 2004 2005],"[ 2011.  2018.  2001.  2009.  2018.  2018.  2006.  2007.  2007.  2010.
  2011.  2011.  2008.]",13,12,1,0.9230769230769231,0.07692307692307693,10,3,0.7692307692307693,0.23076923076923078,0.36769230769230776,1,1996-01,2005-01,2011-01
180699,[649348],[1],[ 0.431],[1976],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.431,1,1976-01,1976-01,2018-01
16860,[719333 737689 635927 725231],[0 0 0 0],[ 0.35  0.89  0.4   0.75],[2000 2014 2014 2015],[ 2018.  2018.  2018.  2018.],4,0,4,0.0,1.0,0,4,0.0,1.0,0.5975,1,2000-01,2015-01,2018-01
49627,[683791 669132],[0 0],[ 0.005  0.2  ],[2007 2011],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.10250000000000001,1,2007-01,2011-01,2018-01
82398,[698747],[1],[ 0.067],[2004],[ 2010.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.067,1,2004-01,2004-01,2010-01
442843,[105156],[1],[ 0.25],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,1,2009-01,2009-01,2018-01
147932,[688729 303258 730780 686741 682456],[0 1 0 0 0],[ 0.7   0.5   0.35  0.4   0.3 ],[2010 2011 2013 2013 2013],[ 2018.  2018.  2018.  2018.  2018.],5,1,4,0.2,0.8,0,5,0.0,1.0,0.4499999999999999,1,2010-01,2013-01,2018-01
213465,[712427],[1],[ 0.496],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.496,1,2011-01,2011-01,2018-01
377314,[629075 658558 631962],[1 1 0],[ 0.167  0.45   0.25 ],[2003 2005 2006],[ 2018.  2009.  2010.],3,2,1,0.6666666666666666,0.3333333333333333,2,1,0.6666666666666666,0.3333333333333333,0.289,1,2003-01,2006-01,2018-01
410078,[667708],[0],[ 0.1],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.1,1,2015-01,2015-01,2018-01
311780,[715411],[1],[ 0.176],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.17600000000000002,1,2013-01,2013-01,2018-01
377317,[723616],[1],[ 0.7],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.7,1,2014-01,2014-01,2018-01
344551,[703221 688489],[0 1],[ 0.04  0.02],[1992 1997],[ 2018.  2006.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.03,1,1992-01,1997-01,2018-01
180712,[731166],[1],[ 0.5],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2011-01,2011-01,2018-01
442860,[729520 676510 736408 714613 635399 666907 686132],[1 1 1 1 1 1 1],[ 1.     1.     0.6    0.55   1.     1.     0.948],[1988 1993 1993 1993 1996 1996 2001],[ 2018.  2006.  2007.  2018.  2006.  2014.  2018.],7,7,0,1.0,0.0,4,3,0.5714285714285714,0.42857142857142855,0.8711428571428572,1,1988-01,2001-01,2018-01
475629,[657779],[0],[ 0.7],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.7,1,2011-01,2011-01,2018-01
