EID,TYPECODE,LAWDATE,LAWAMOUNT,LAWSUIT_CNT,LAWSUIT_LAWAMOUNT_MEAN,LAWSUIT_LAWAMOUNT_SUM,LAWSUIT_FIRST_TIME,LAWSUIT_END_TIME
476199.0,[99914422],['2015-04-01'],[6600],1,6600.0,6600,2015-04,2015-04
148529.0,[71804567 96563179],['2013-12-01' '2015-01-01'],[300000 120000],2,210000.0,420000,2013-12,2015-01
345138.0,[61078101 67905249 67784102 67784088 87373986 91725586 75001770],"['2013-01-01' '2013-07-01' '2013-08-01' '2013-08-01' '2014-01-01'
 '2014-01-01' '2014-01-01']",[22100 37600 43200 14400 43200 43200 43200],7,35271.42857142857,246900,2013-01,2014-01
443441.0,[100810543],['2015-05-01'],[468500],1,468500.0,468500,2015-05,2015-05
345148.0,[85070854 97788453],['2014-08-01' '2014-08-01'],[100 100],2,100.0,200,2014-08,2014-08
115776.0,[75004489 85553862 91681397],['2014-01-01' '2014-01-01' '2014-01-01'],[693100 693100 693100],3,693100.0,2079300,2014-01,2014-01
214080.0,[92747639 87376004 87376002 91728521],['2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01'],[62000 54700 62000 54700],4,58350.0,233400,2014-07,2014-07
508997.0,[43492474],['2012-11-01'],[18200],1,18200.0,18200,2012-11,2012-11
509004.0,[ 81336569 110611313],['2014-04-01' '2015-02-01'],[ 7800 11100],2,9450.0,18900,2014-04,2015-02
377945.0,[62095813],['2013-03-01'],[4500],1,4500.0,4500,2013-03,2013-03
443483.0,[109515379 106928118],['2015-08-01' '2015-08-01'],[9000 9000],2,9000.0,18000,2015-08,2015-08
246878.0,[75003585],['2013-12-01'],[1200],1,1200.0,1200,2013-12,2013-12
83042.0,[61046893 66082676],['2013-01-01' '2013-01-01'],[37500 67500],2,52500.0,105000,2013-01,2013-01
214119.0,"[ 85066475  97789107  91895446 104599711 109155407 105250768 110598052
 105250766 110598044]","['2014-08-01' '2014-08-01' '2014-08-01' '2015-07-01' '2015-07-01'
 '2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01']",[19900 19900 19900  2100  2100 31400 31400 23100 23100],9,19211.11111111111,172900,2014-08,2015-08
509033.0,[60810251],['2013-03-01'],[11800],1,11800.0,11800,2013-03,2013-03
246901.0,[101355802],['2015-05-01'],[5900],1,5900.0,5900,2015-05,2015-05
443531.0,[104922365 104869234],['2015-07-01' '2015-07-01'],[ 6400 11100],2,8750.0,17500,2015-07,2015-07
115857.0,[97789436 85272588],['2014-08-01' '2014-08-01'],[323100 323100],2,323100.0,646200,2014-08,2014-08
410776.0,[76445518 93541747],['2014-02-01' '2014-12-01'],[  70700 7666000],2,3868350.0,7736700,2014-02,2014-12
410777.0,[91717046 91717119 91717062 91717104 91717115 91717108 91904519],"['2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01' '2014-11-01']",[ 24700  33000  44900  50400  26700  45300 732400],7,136771.42857142858,957400,2014-06,2014-11
148634.0,[ 97784576 110607231],['2014-07-01' '2015-06-01'],[ 6171600 16232900],2,11202250.0,22404500,2014-07,2015-06
148648.0,"[ 99268473 109015293  99589033  99912848 108950492  99971715 108950531
 111974253 112200183 108895368 106054289]","['2015-03-01' '2015-03-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-08-01' '2015-08-01' '2015-08-01'
 '2015-08-01']",[35000 35000 15700 10400 26800 26800 10400  1400  1400  1400  1400],11,15063.636363636364,165700,2015-03,2015-08
115893.0,[94812648 87650497 78006645],['2014-01-01' '2014-01-01' '2014-01-01'],[1420900 1420900 1420900],3,1420900.0,4262700,2014-01,2014-01
148669.0,[93746273],['2012-12-01'],[5000],1,5000.0,5000,2012-12,2012-12
378047.0,"[ 73342102  67693061  73342588  72848791  76457198  80058947  80060889
  75076179  79625842  76458495  85070677 100872312 105249987]","['2013-08-01' '2013-08-01' '2013-09-01' '2013-11-01' '2013-12-01'
 '2013-12-01' '2014-01-01' '2014-01-01' '2014-02-01' '2014-02-01'
 '2014-08-01' '2015-05-01' '2015-07-01']","[ 32800  29700  19000  21100  22600  22600  21100  21100  27800  27800
 102800 350400  27800]",13,55892.307692307695,726600,2013-08,2015-07
509119.0,[73400330 73400337 73400328 73400326 73400333 73400339],"['2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-08-01']",[5200 5200 5200 5200 5200 5200],6,5200.0,31200,2013-08,2013-08
443583.0,[73325925],['2013-11-01'],[154000],1,154000.0,154000,2013-11,2013-11
410817.0,[ 93702000 101682431],['2014-12-01' '2014-12-01'],[12000 12000],2,12000.0,24000,2014-12,2014-12
378050.0,[99028850],['2015-02-01'],[7500],1,7500.0,7500,2015-02,2015-02
181445.0,[102071843 106889908 108839279],['2015-05-01' '2015-05-01' '2015-05-01'],[109200 109200 109200],3,109200.0,327600,2015-05,2015-05
17607.0,[62020184],['2013-05-01'],[16200],1,16200.0,16200,2013-05,2013-05
279752.0,[ 99892393 108839098  99971740 106889602],['2015-03-01' '2015-04-01' '2015-04-01' '2015-04-01'],[1779700  278800  278800  278800],4,654025.0,2616100,2015-03,2015-04
279760.0,[91742087],['2014-09-01'],[10400],1,10400.0,10400,2014-09,2014-09
115937.0,[ 99426174  99007683 100468394 105251363],['2015-03-01' '2015-03-01' '2015-04-01' '2015-08-01'],[ 4000000 21897900 13000000        0],4,9724475.0,38897900,2015-03,2015-08
378085.0,[97809577 91835156 96519355],['2014-10-01' '2014-10-01' '2014-12-01'],[60000 60000 60000],3,60000.0,180000,2014-10,2014-12
17641.0,"[ 61662787  62227884  61978250  76448890  75070915  75070913  76451519
  76451517  93761287  99974303  99974326  99974312  99974319  99974328
  99974315 103052224 103052211 102502329 102502281 102502308 102502310
 102502314 102502320 102502324 102502291 102502245 102502272 102502277
 102502289  99974296  99974291 103052177 103052181  99974300  99974308
  99974305 102502275 103052164 103052231 102987555 103052188 103052172
 103052239 103051867 103052217  99974317  99974298 102987557 103052255
  99619150  99974289  99974322  99974310  99974324 103052203 103052168
  99974294 103052249 103052196 104247448]","['2013-03-01' '2013-04-01' '2013-06-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-03-01' '2014-03-01' '2014-11-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-07-01']","[ 18600  34900  20600   2000  83300  32200  19000  19000  21200   8400
   8800   6800   6800   6800   6800   6800   6800   6800   7400   8800
   6800   6800   6800   8800   8400  15700   8400   7400   5400   7400
   8400   8400   5400   8400   8400   5400   7400   7400   6800   8400
   8400   8400   6800  15700   8800   8800   7400   8400   6800  15700
   8400   6800  11400   6800   6800   7400   7400   8800  11400 142900]",60,13356.666666666666,801400,2013-03,2015-07
279797.0,[85066706 97818571 91667960],['2014-08-01' '2014-08-01' '2014-08-01'],[30700 30700 30700],3,30700.0,92100,2014-08,2014-08
378104.0,[43147196 75013065],['2012-10-01' '2013-08-01'],[ 9400 12700],2,11050.0,22100,2012-10,2013-08
410874.0,[105252742 110672006],['2015-08-01' '2015-08-01'],[6755000 6755000],2,6755000.0,13510000,2015-08,2015-08
247049.0,[43217327 82003924],['2012-11-01' '2014-04-01'],[60300 28400],2,44350.0,88700,2012-11,2014-04
115978.0,[106062563],['2015-08-01'],[127800],1,127800.0,127800,2015-08,2015-08
509201.0,[85461159],['2014-05-01'],[119800],1,119800.0,119800,2014-05,2014-05
410901.0,[74610521],['2014-02-01'],[80000],1,80000.0,80000,2014-02,2014-02
214300.0,[86768124],['2014-09-01'],[1018800],1,1018800.0,1018800,2014-09,2014-09
378143.0,[76547729],['2014-03-01'],[169500],1,169500.0,169500,2014-03,2014-03
116003.0,[97525403],['2015-03-01'],[62000],1,62000.0,62000,2015-03,2015-03
17709.0,[85062440 93758562],['2014-07-01' '2014-07-01'],[896500 896500],2,896500.0,1793000,2014-07,2014-07
345398.0,"[ 62146741  67905570  67904720  67780071  67780744 102503879 102503886
 102426686 101090597 101090582 101090580 101090619 101090633 101090653
  99973260 102426684 102503867 102426696 101090617 101090611 102424857
 106055152]","['2013-01-01' '2013-07-01' '2013-07-01' '2013-08-01' '2013-09-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-06-01' '2015-06-01']","[1081300   50800   61500   55600  913800   27700   19900   24500   24500
   17500   20800   27700   19900   71600   27500   20800   17500   26200
   42800   26200  500000  500000]",22,162640.9090909091,3578100,2013-01,2015-06
50487.0,[44433309],['2012-11-01'],[10000],1,10000.0,10000,2012-11,2012-11
312630.0,[108949407 110595724],['2014-10-01' '2015-02-01'],[ 18200 452000],2,235100.0,470200,2014-10,2015-02
50491.0,[ 97996635 109066210],['2015-01-01' '2015-06-01'],[489700 289700],2,389700.0,779400,2015-01,2015-06
148799.0,"[97812053 97812041 91918993 79286795 97812051 91919005 79286780 79286784
 91918985 91919017 79286794 79286791 97812043 91919037 91919028 91918973
 79286797 79286799]","['2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-03-01' '2014-03-01']","[ 8300  7700 14700 16200  8100 16200  7700 15200 15200  8100  8300  8100
 15200 16600  8300  7700 14700 16600]",18,11827.777777777777,212900,2014-03,2014-03
50497.0,[100872289],['2015-05-01'],[38100],1,38100.0,38100,2015-05,2015-05
443721.0,"[76427579 80344758 76427717 76427719 80068378 80068382 91675246 81325055
 85391029 91895837 97789730 85551913 91895888 93535725 93701895 93702003]","['2014-01-01' '2014-01-01' '2014-02-01' '2014-02-01' '2014-02-01'
 '2014-02-01' '2014-05-01' '2014-05-01' '2014-08-01' '2014-08-01'
 '2014-09-01' '2014-09-01' '2014-09-01' '2014-12-01' '2014-12-01'
 '2014-12-01']","[ 5200  5200   900   900   900   900  3000  3000 37200 37200 22800 22800
 22800  9700 28600 14500]",16,13475.0,215600,2014-01,2014-12
345422.0,[61123297],['2013-01-01'],[2500],1,2500.0,2500,2013-01,2013-01
279906.0,[61045227 92708540],['2013-03-01' '2014-11-01'],[ 127700 1400000],2,763850.0,1527700,2013-03,2014-11
50537.0,[ 76446205  80118091 111872859],['2014-02-01' '2014-02-01' '2015-02-01'],[  2000   2000 225400],3,76466.66666666667,229400,2014-02,2015-02
214391.0,[85057702 92720565 99695718],['2014-07-01' '2014-07-01' '2015-03-01'],[568700 568700 568700],3,568700.0,1706100,2014-07,2015-03
148873.0,[42309843 43761878 61076134 76450432],['2012-09-01' '2012-11-01' '2013-01-01' '2014-01-01'],[111500 470200  38500  93800],4,178500.0,714000,2012-09,2014-01
279945.0,[81337529 92717036 91698529 87375473],['2014-05-01' '2014-05-01' '2014-07-01' '2014-07-01'],[12000 12000  7500  7500],4,9750.0,39000,2014-05,2014-07
247183.0,[66084055],['2013-04-01'],[70600],1,70600.0,70600,2013-04,2013-04
116111.0,[88438143 97939578],['2014-10-01' '2014-12-01'],[3500 3300],2,3400.0,6800,2014-10,2014-12
279961.0,[62089721],['2013-06-01'],[3904300],1,3904300.0,3904300,2013-06,2013-06
476587.0,[87814083 97808862],['2014-09-01' '2014-10-01'],[559200 121000],2,340100.0,680200,2014-09,2014-10
312751.0,[66082876 66082996 67772008 85073233],['2013-02-01' '2013-02-01' '2013-09-01' '2014-08-01'],[1629700 1187500  272700 2989400],4,1519825.0,6079300,2013-02,2014-08
411062.0,[ 98056896 109048964],['2015-01-01' '2015-01-01'],[300000 300000],2,300000.0,600000,2015-01,2015-01
148931.0,[80137922 80137920],['2014-05-01' '2014-05-01'],[34200 41000],2,37600.0,75200,2014-05,2014-05
17860.0,[75007801 91741252 79951696],['2013-12-01' '2013-12-01' '2013-12-01'],[59300 59300 59300],3,59300.0,177900,2013-12,2013-12
17866.0,[66085889],['2013-05-01'],[258000],1,258000.0,258000,2013-05,2013-05
181721.0,[60637798 61566410],['2013-02-01' '2013-04-01'],[36738900 24617400],2,30678150.0,61356300,2013-02,2013-04
214492.0,[61975316 75071018 97773069 80340627],['2013-06-01' '2014-01-01' '2014-01-01' '2014-01-01'],[34400 34800 34800 34800],4,34700.0,138800,2013-06,2014-01
214508.0,[101889041 102686366],['2015-05-01' '2015-05-01'],[1086100 1086100],2,1086100.0,2172200,2015-05,2015-05
83437.0,[101686450  98077048],['2015-02-01' '2015-02-01'],[2642100 2642100],2,2642100.0,5284200,2015-02,2015-02
247280.0,[61169596 61724193 92420732],['2013-02-01' '2013-05-01' '2014-10-01'],[  500 26000 20500],3,15666.666666666666,47000,2013-02,2014-10
83443.0,[80291966],['2013-09-01'],[28200],1,28200.0,28200,2013-09,2013-09
17922.0,[75017522 77381718],['2013-12-01' '2014-03-01'],[     0 333000],2,166500.0,333000,2013-12,2014-03
509444.0,[113260115],['2014-08-01'],[2375600],1,2375600.0,2375600,2014-08,2014-08
476681.0,[73389247 73389604 73389653 73389654 73389587 91566825],"['2013-08-01' '2013-10-01' '2013-10-01' '2013-10-01' '2013-10-01'
 '2014-12-01']",[  23300   18700   12200   17800   16100 2826700],6,485800.0,2914800,2013-08,2014-12
247309.0,[105249919 104470285],['2015-05-01' '2015-05-01'],[120700 120700],2,120700.0,241400,2015-05,2015-05
247317.0,[76455054 80124098],['2014-03-01' '2014-04-01'],[5300 5500],2,5400.0,10800,2014-03,2014-04
443932.0,[104638790],['2015-07-01'],[546700],1,546700.0,546700,2015-07,2015-07
247333.0,[42866310],['2012-10-01'],[30000],1,30000.0,30000,2012-10,2012-10
149051.0,[93537287],['2014-12-01'],[7200],1,7200.0,7200,2014-12,2014-12
50754.0,[44438745],['2012-12-01'],[41600],1,41600.0,41600,2012-12,2012-12
345670.0,[96447306],['2015-01-01'],[275400],1,275400.0,275400,2015-01,2015-01
17998.0,[101089039 110596041 100868932],['2015-04-01' '2015-04-01' '2015-05-01'],[580000 580000   3800],3,387933.3333333333,1163800,2015-04,2015-05
83535.0,[61777343],['2013-05-01'],[76900],1,76900.0,76900,2013-05,2013-05
443986.0,[102987129],['2015-02-01'],[35900],1,35900.0,35900,2015-02,2015-02
312917.0,[ 99082430 108764825],['2015-03-01' '2015-03-01'],[111300 111300],2,111300.0,222600,2015-03,2015-03
411222.0,[85054660 75000598],['2014-01-01' '2014-01-01'],[10000 10000],2,10000.0,20000,2014-01,2014-01
443998.0,[42612048 67783520],['2012-10-01' '2013-09-01'],[ 20000 100000],2,60000.0,120000,2012-10,2013-09
378471.0,[ 60225837 112182082],['2013-01-01' '2015-01-01'],[6600 2900],2,4750.0,9500,2013-01,2015-01
181877.0,[97808736 79316886 91675125],['2014-04-01' '2014-04-01' '2014-04-01'],[21000 21000 21000],3,21000.0,63000,2014-04,2014-04
116343.0,[75057779 97799899 85041440],['2014-01-01' '2014-01-01' '2014-01-01'],[260100 260100 260100],3,260100.0,780300,2014-01,2014-01
509563.0,[91918447 79624381 76451005],['2014-02-01' '2014-02-01' '2014-02-01'],[36800 36800 36800],3,36800.0,110400,2014-02,2014-02
312975.0,[80058691],['2013-10-01'],[5675300],1,5675300.0,5675300,2013-10,2013-10
476827.0,[81378704],['2014-05-01'],[3000],1,3000.0,3000,2014-05,2014-05
50849.0,[87840657],['2013-09-01'],[16356000],1,16356000.0,16356000,2013-09,2013-09
444066.0,[42652174],['2012-10-01'],[1492800],1,1492800.0,1492800,2012-10,2012-10
116386.0,[93697191],['2014-12-01'],[2000000],1,2000000.0,2000000,2014-12,2014-12
247467.0,[66085709 66085701 66085705],['2013-05-01' '2013-05-01' '2013-05-01'],[5000 5100 7800],3,5966.666666666667,17900,2013-05,2013-05
509611.0,[73354311 73354353 73354316 80294705],['2013-10-01' '2013-10-01' '2013-10-01' '2013-10-01'],[ 72000  79800  19700 216600],4,97025.0,388100,2013-10,2013-10
247471.0,[112368533],['2015-01-01'],[7870000],1,7870000.0,7870000,2015-01,2015-01
181937.0,[ 97966792 108769981],['2014-12-01' '2014-12-01'],[6400 6400],2,6400.0,12800,2014-12,2014-12
247483.0,[85053325],['2014-07-01'],[7900],1,7900.0,7900,2014-07,2014-07
280265.0,[99032696],['2015-01-01'],[1600],1,1600.0,1600,2015-01,2015-01
378571.0,[ 85058423  97981462 108888331  99058320 106711410 108839502],"['2014-07-01' '2014-12-01' '2015-02-01' '2015-02-01' '2015-08-01'
 '2015-08-01']",[     0 343600 161000 161000 238300 238300],6,190366.66666666666,1142200,2014-07,2015-08
18124.0,[96869178],['2015-02-01'],[185300],1,185300.0,185300,2015-02,2015-02
509648.0,[61084096],['2012-12-01'],[31000],1,31000.0,31000,2012-12,2012-12
378579.0,[108911973],['2015-07-01'],[32800],1,32800.0,32800,2015-07,2015-07
50904.0,[102934372],['2015-06-01'],[2600],1,2600.0,2600,2015-06,2015-06
247515.0,[92714056 97523455],['2014-09-01' '2015-02-01'],[1855600 2027700],2,1941650.0,3883300,2014-09,2015-02
411356.0,[76446209 79623712 91909866],['2014-02-01' '2014-02-01' '2014-02-01'],[85000 85000 85000],3,85000.0,255000,2014-02,2014-02
476899.0,[ 77402049  99618651  99618649  99618566 108752635],['2014-03-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-04-01'],[1192600   32600   48200   23700   23700],5,264160.0,1320800,2014-03,2015-04
313059.0,[81460143],['2014-06-01'],[80800],1,80800.0,80800,2014-06,2014-06
214760.0,[101682254],['2015-02-01'],[11800],1,11800.0,11800,2015-02,2015-02
83692.0,"[ 42253342  92704354 116020403 106054557 104415187 105263764 105251280
 105251266 105251264 105251262]","['2012-09-01' '2014-10-01' '2015-05-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01']",[ 6600 20500 19100  6900  6900  6900 19400 17300 19100 19600],10,14230.0,142300,2012-09,2015-08
83697.0,[85050090 85050092],['2014-07-01' '2014-07-01'],[30300 30300],2,30300.0,60600,2014-07,2014-07
509681.0,[ 99913024 112379537],['2015-04-01' '2015-04-01'],[36700 36700],2,36700.0,73400,2015-04,2015-04
313075.0,[ 23516904  66083150 112740246],['2012-12-01' '2013-03-01' '2015-08-01'],[1652700   71800 2599100],3,1441200.0,4323600,2012-12,2015-08
280308.0,[61920136 61718111 80088812 75076899],['2013-04-01' '2013-05-01' '2014-02-01' '2014-02-01'],[    0 72000 28000 28000],4,32000.0,128000,2013-04,2014-02
444165.0,[77704349],['2014-04-01'],[338000],1,338000.0,338000,2014-04,2014-04
313094.0,[75001052 75001069 74999493 74999495 85054389 85054391],"['2013-11-01' '2013-11-01' '2014-01-01' '2014-01-01' '2014-04-01'
 '2014-04-01']",[ 8000 20000 20000 40000 59700 10000],6,26283.333333333332,157700,2013-11,2014-04
149253.0,[101486476],['2015-05-01'],[5400],1,5400.0,5400,2015-05,2015-05
247562.0,"[ 60659695  80286649  76443297  91745547  98059164 107057849 100467539
 102070954 102978419 102352251 103012490 102352247 102503100 103032061
 104413993 108951745 108893496 104413995]","['2013-02-01' '2013-06-01' '2013-06-01' '2014-09-01' '2015-03-01'
 '2015-04-01' '2015-04-01' '2015-05-01' '2015-05-01' '2015-06-01'
 '2015-06-01' '2015-06-01' '2015-06-01' '2015-06-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01']","[21472700 25572500 25572500  1183700 21418100  1227900  1227900    54600
    54600    30000   113300  1095200   113300  1095200     4100     4100
   492400     7300]",18,5596633.333333333,100739400,2013-02,2015-07
116492.0,[80300649 76427237],['2013-12-01' '2013-12-01'],[900 900],2,900.0,1800,2013-12,2013-12
476941.0,[96492402],['2015-02-01'],[92600],1,92600.0,92600,2015-02,2015-02
476950.0,[72445718 93289468],['2013-05-01' '2013-05-01'],[31300 31300],2,31300.0,62600,2013-05,2013-05
509731.0,[42633157],['2012-10-01'],[3300],1,3300.0,3300,2012-10,2012-10
345891.0,[62197916 74458526 75644363 97820093 87442911],['2013-04-01' '2014-02-01' '2014-03-01' '2014-09-01' '2014-09-01'],[15944500 32000000 20000000 46000000 46000000],5,31988900.0,159944500,2013-04,2014-09
378659.0,"[ 99057860 101683105  98105263 109017548  99057370 109017557 101683108
 108949743 108949566 109017551 108950160 108950139 101683280 101683101
 101688979  98091414 108950343  98905844  98905479  99273327  98060173
 100468042 104018023 108891990]","['2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-04-01' '2015-07-01' '2015-07-01']","[ 4800  5500  2000  1600  4500  3300  3300  4500  1100  5500  4800  2700
  2100  1600  1100  2100  1400  2300  1400  7900  4100  3600 38200  1900]",24,4637.5,111300,2015-02,2015-07
313130.0,[44456441],['2012-11-01'],[63200],1,63200.0,63200,2012-11,2012-11
214827.0,[112380923],['2015-06-01'],[131900],1,131900.0,131900,2015-06,2015-06
476972.0,[81262761],['2014-05-01'],[40247400],1,40247400.0,40247400,2014-05,2014-05
345908.0,[85069696 92718017 97766666],['2014-08-01' '2014-08-01' '2014-11-01'],[      0       0 1767500],3,589166.6666666666,1767500,2014-08,2014-11
444228.0,[44441704 85053388],['2012-11-01' '2014-03-01'],[15000   500],2,7750.0,15500,2012-11,2014-03
18246.0,[80317052 80317058 80317055 85050317],['2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'],[ 8800  5100  3100 11800],4,7200.0,28800,2014-01,2014-01
149322.0,[98873316],['2015-03-01'],[12000],1,12000.0,12000,2015-03,2015-03
378700.0,[98287200],['2015-02-01'],[940000],1,940000.0,940000,2015-02,2015-02
51024.0,[75013863],['2013-12-01'],[12600],1,12600.0,12600,2013-12,2013-12
182099.0,"[ 73354219  73355288   9384777  75021140  79939289  81322083  79306796
  81322081  97789353  91895603  91757941  85066237  85271982  91896786
  97793557  96510712  96483792 112378758  96489268  96489261  99033205
 101355327 102932973 102932738]","['2013-10-01' '2013-11-01' '2013-11-01' '2013-12-01' '2013-12-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-08-01' '2014-08-01' '2014-10-01' '2014-10-01'
 '2014-12-01' '2015-01-01' '2015-01-01' '2015-01-01' '2015-01-01'
 '2015-02-01' '2015-05-01' '2015-06-01' '2015-06-01']","[  78200 7697500 7697500 2850000 2850000   92800 7097800   92800  678000
  678000  303100  303100  678000  303100  303100 3690000   48800  407800
   15400   24700 1006400   20000   68200  102500]",24,1545283.3333333333,37086800,2013-10,2015-06
444246.0,[72850603 79311785],['2013-12-01' '2014-04-01'],[ 3500 30000],2,16750.0,33500,2013-12,2014-04
345942.0,[81342256],['2014-05-01'],[105800],1,105800.0,105800,2014-05,2014-05
116582.0,[ 97787879 105608199 108756916],['2014-07-01' '2015-08-01' '2015-08-01'],[5600 8600 8600],3,7600.0,22800,2014-07,2015-08
18282.0,[75004018 80329144],['2013-12-01' '2013-12-01'],[20000 20000],2,20000.0,40000,2013-12,2013-12
182130.0,[102688783 101091260],['2015-05-01' '2015-05-01'],[3900 3900],2,3900.0,7800,2015-05,2015-05
509817.0,[74999451 79571047],['2014-01-01' '2014-01-01'],[130300 130300],2,130300.0,260600,2014-01,2014-01
51068.0,[105245637],['2015-07-01'],[53300],1,53300.0,53300,2015-07,2015-07
149375.0,[ 97932480 108949498],['2014-12-01' '2014-12-01'],[6800 6800],2,6800.0,13600,2014-12,2014-12
280458.0,[91759355],['2014-10-01'],[36000],1,36000.0,36000,2014-10,2014-10
182157.0,[61029022 91756146],['2013-01-01' '2014-10-01'],[426800   5800],2,216300.0,432600,2013-01,2014-10
346001.0,[73366059],['2013-07-01'],[134200],1,134200.0,134200,2013-07,2013-07
182169.0,[79323023 97811059],['2014-04-01' '2014-07-01'],[ 7000 20000],2,13500.0,27000,2014-04,2014-07
83868.0,[73381203 73350216],['2013-07-01' '2013-08-01'],[ 89800 172100],2,130950.0,261900,2013-07,2013-08
280478.0,[76449820 76449801],['2014-01-01' '2014-01-01'],[ 2800 39900],2,21350.0,42700,2014-01,2014-01
378787.0,[43185240 96517871],['2012-10-01' '2015-01-01'],[21400 34000],2,27700.0,55400,2012-10,2015-01
411557.0,"[ 42475497  60937569  79629089  91796237  92406981 112178210  99075536
 112410632]","['2012-10-01' '2013-02-01' '2014-03-01' '2014-03-01' '2014-10-01'
 '2015-03-01' '2015-03-01' '2015-03-01']",[  34600   34500 1106400 1106400 1026300 1026300 1026300 1026300],8,798387.5,6387100,2012-10,2015-03
509866.0,[97794357 80143371],['2014-05-01' '2014-05-01'],[8000 8000],2,8000.0,16000,2014-05,2014-05
378803.0,[104413543],['2015-07-01'],[6300],1,6300.0,6300,2015-07,2015-07
378804.0,[97792047 91896648],['2014-10-01' '2014-10-01'],[56400 56400],2,56400.0,112800,2014-10,2014-10
182197.0,[103051529  98909922],['2015-03-01' '2015-03-01'],[5800 5800],2,5800.0,11600,2015-03,2015-03
83895.0,[91662590 97808305 79307129],['2014-04-01' '2014-04-01' '2014-04-01'],[28300 28300 28300],3,28300.0,84900,2014-04,2014-04
280503.0,[81438735],['2014-06-01'],[68500],1,68500.0,68500,2014-06,2014-06
411580.0,[66087662 66087626 66087666 67911597],['2013-06-01' '2013-06-01' '2013-06-01' '2013-07-01'],[ 2000 15300  4000  3300],4,6150.0,24600,2013-06,2013-07
346046.0,[109515285  98909443 101729925],['2015-03-01' '2015-03-01' '2015-03-01'],[152500 152500 152500],3,152500.0,457500,2015-03,2015-03
411584.0,[ 73327493  96490797 103132120],['2013-11-01' '2015-01-01' '2015-06-01'],[6350000       0       0],3,2116666.6666666665,6350000,2013-11,2015-06
