EID,TYPECODE,FBDATE,SXENDDATE
266375,80114607,2015/1/1,
279945,484121,2014/9/1,2015/7/1
295690,846701,2014/12/1,
295690,84960551,2014/12/1,
309992,957533,2015/1/1,
309992,957537,2015/1/1,
309992,957529,2015/1/1,
309992,957518,2015/1/1,
309992,93877121,2015/1/1,
309992,93877119,2015/1/1,
309992,93877117,2015/1/1,
309992,93877107,2015/1/1,
347696,1050286,2015/3/1,
347696,65980299,2015/3/1,
364199,3903,2013/10/1,
364199,44258976,2013/10/1,
372474,58729,2014/1/1,2015/7/1
372474,210773,2014/7/1,
372474,79522245,2014/7/1,
382513,1577083,2015/5/1,
404191,1268578,2015/3/1,
406569,545367,2014/10/1,2015/7/1
407603,1426970,2015/4/1,
407603,97932843,2015/4/1,
425312,215034,2014/7/1,
435122,1261507,2015/3/1,
435150,2062623,2015/7/1,
435150,100270418,2015/7/1,
441537,1439179,2015/4/1,
445892,77274,2014/2/1,2015/7/1
464308,106441,2014/3/1,
464308,75059918,2014/3/1,
465525,1644261,2015/5/1,
469563,1727945,2015/6/1,
469563,96518548,2015/6/1,
470490,649468,2014/11/1,
473133,1168702,2015/2/1,
473133,1621964,2015/5/1,
473133,38251637,2015/2/1,
483517,1800645,2015/6/1,
483517,2169663,2015/8/1,
483517,104469348,2015/8/1,
483517,22523040,2015/6/1,
5631,778355,2014/12/1,
5631,89074898,2014/12/1,
8889,194804,2014/7/1,
8889,80319947,2014/7/1,
20724,218947,2014/8/1,
20724,1869756,2015/8/1,
20724,700661494,2014/8/1,
20724,79623491,2015/8/1,
20724,8339514,2014/8/1,
41757,219419,2014/8/1,
41757,221034,2014/7/1,
41757,79942341,2014/7/1,
41757,8549068,2014/8/1,
44295,528958,2014/9/1,
44295,80297110,2014/9/1,
75459,2102144,2015/7/1,
77116,868063,2014/12/1,
77116,62732227,2014/12/1,
80254,932403,2014/12/1,
80254,66025253,2014/12/1,
82164,1496350,2015/4/1,
82164,99074245,2015/4/1,
90869,203157,2014/7/1,
90869,43082312,2014/7/1,
91227,2107151,2015/7/1,
94577,217448,2014/7/1,
94577,60419989,2014/7/1,
95075,1173970,2015/2/1,2015/7/1
95075,1173968,2015/2/1,2015/7/1
112192,1319715,2015/3/1,
112192,93754304,2015/3/1,
114018,1254723,2015/3/1,
114018,60057834,2015/3/1,
138364,1488807,2015/4/1,
138364,2147547,2015/8/1,
138364,99914225,2015/4/1,
138364,104525577,2015/8/1,
142224,316238,2014/8/1,
142224,11882,2013/10/1,
142224,61273579,2014/8/1,
148344,925459,2014/12/1,
148344,66083441,2014/12/1,
151262,1099851,2015/1/1,2015/7/1
154752,2124629,2015/7/1,
154752,23624071,2015/7/1,
158057,181502,2014/6/1,
158057,73373595,2014/6/1,
169013,201672,2014/11/1,
169013,73325891,2014/11/1,
170384,1693920,2015/5/1,
170384,90532790,2015/5/1,
183409,1887412,2015/6/1,
183409,60339059,2015/6/1,
194824,1275099,2015/3/1,
194824,66031469,2015/3/1,
210338,193097,2014/6/1,
210338,193089,2014/6/1,
210338,188466,2014/6/1,
210338,188424,2014/6/1,
210338,188446,2014/6/1,2015/7/1
210338,193095,2014/6/1,
210338,193088,2014/6/1,
210338,183423,2014/6/1,
210338,193092,2014/6/1,
210338,79629651,2014/6/1,
210338,79629654,2014/6/1,
210338,79629649,2014/6/1,
210338,79629661,2014/6/1,
210338,79629659,2014/6/1,
210338,79629673,2014/6/1,
210338,79629667,2014/6/1,
217253,1369516,2015/3/1,
217253,92542310,2015/3/1,
311701,598125,2014/10/1,
311701,507210,2014/9/1,
311701,88057399,2014/10/1,
311701,79627542,2014/9/1,
313326,533305,2014/9/1,
330487,1983857,2015/7/1,
330487,96531444,2015/7/1,
392532,216844,2014/8/1,2015/7/1
396990,217927,2014/7/1,
396990,80147426,2014/7/1,
435920,407601,2014/8/1,
483598,334435,2014/9/1,
483598,334597,2014/9/1,
483598,213071,2014/8/1,
483598,220436,2014/7/1,
483598,220521,2014/7/1,
483598,241531,2014/8/1,
483598,213086,2014/8/1,
483598,217277,2014/8/1,
483598,214204,2014/7/1,
483598,73366961,2014/8/1,
483598,73366719,2014/8/1,
483598,81331240,2014/7/1,
483598,73367545,2014/9/1,
483598,73366721,2014/8/1,
483598,73368205,2014/7/1,
495217,216425,2014/8/1,
495217,218150,2014/8/1,
495217,206528,2014/8/1,
495217,32506898,2014/8/1,
495217,42523822,2014/8/1,
501351,1242569,2015/3/1,
502739,1451971,2015/4/1,
502739,2019885,2015/7/1,
502739,2220698,2015/8/1,
502739,103881268,2015/8/1,
502739,97966794,2015/7/1,
502739,97964765,2015/4/1,
512730,1036208,2015/1/1,
512730,66054484,2015/1/1,
882,2169841,2015/8/1,
23299,937005,2014/12/1,
32572,1813296,2015/6/1,
45143,639235,2014/11/1,
45143,73328094,2014/11/1,
62475,249031,2014/8/1,
65379,1246585,2015/5/1,
65379,96482443,2015/5/1,
82434,2103572,2015/7/1,
82434,20567723,2015/7/1,
87353,638818,2014/11/1,
87353,638817,2014/11/1,
87353,194997,2014/6/1,
87353,1339466,2015/3/1,
87353,2047311,2015/7/1,
87353,88421747,2014/11/1,
87353,81341370,2014/6/1,
87353,97004577,2015/3/1,
117738,767108,2014/11/1,
117738,89080529,2014/11/1,
134608,180968,2014/6/1,
134608,79939215,2014/6/1,
158606,1678400,2015/5/1,
158606,101355343,2015/5/1,
164881,1769210,2015/6/1,
164881,100112169,2015/6/1,
187410,756718,2014/12/1,
187410,756662,2014/12/1,
187410,756714,2014/12/1,
187410,89716079,2014/12/1,
187410,89716076,2014/12/1,
188676,2158488,2015/8/1,
188676,102935600,2015/8/1,
190397,891613,2014/12/1,
190397,89116753,2014/12/1,
248342,734008,2014/11/1,
248342,33831261,2014/11/1,
253322,1261638,2015/3/1,
253322,2161819,2015/8/1,
253322,92773046,2015/8/1,
253322,66067321,2015/3/1,
254510,890803,2014/12/1,
254510,60793,2014/1/1,
254510,1531260,2015/5/1,
254510,903003,2014/12/1,
254510,35877404,2014/12/1,
254510,44062967,2014/12/1,
254510,79307227,2015/5/1,
254510,68740299,2014/1/1,
284164,245660,2014/8/1,
284164,79279776,2014/8/1,
284914,752967,2014/11/1,
284914,484113,2014/9/1,
284914,288095,2014/8/1,
284914,520076,2014/9/1,
284914,79554667,2014/11/1,
284914,80318169,2014/8/1,
290638,1588949,2015/5/1,
290638,1868526,2015/6/1,
290638,1999476,2015/7/1,
290638,1868467,2015/6/1,
290638,99912962,2015/6/1,
290638,99912966,2015/6/1,
290638,96995040,2015/5/1,
290638,93609195,2015/7/1,
303456,1372388,2015/3/1,
303456,92542280,2015/3/1,
321471,1843934,2015/6/1,
330183,743312,2014/11/1,
330183,1615946,2015/5/1,
330183,96506792,2015/5/1,
330183,89115871,2014/11/1,
331868,750047,2014/11/1,
331868,85044360,2014/11/1,
347776,1823853,2015/6/1,
347776,1824272,2015/6/1,
347776,28100865,2015/6/1,
347776,27878352,2015/6/1,
414643,12899,2013/10/1,
414643,10095090,2013/10/1,
430053,230048,2014/8/1,2015/3/1
432851,1299921,2015/3/1,
432851,93537273,2015/3/1,
437288,1261571,2015/3/1,
437288,2305594,2015/8/1,
437288,66052905,2015/3/1,
437720,498986,2014/9/1,2015/7/1
440802,2069225,2015/7/1,
440802,10095141,2015/7/1,
446120,19028,2013/10/1,
446120,1145792,2015/1/1,
446120,60654432,2013/10/1,
446120,24010053,2015/1/1,
456744,754265,2014/11/1,
456744,236207,2014/8/1,
456744,35985196,2014/8/1,
456744,89118664,2014/11/1,
476681,1139290,2015/2/1,
476681,91566825,2015/2/1,
489816,1956552,2015/7/1,
490131,928627,2014/12/1,
490131,586365,2014/10/1,
490131,873791,2014/12/1,
490131,873545,2014/12/1,
490131,707685,2014/11/1,
490131,420329,2014/8/1,
490131,242469,2014/8/1,
490131,189128,2014/6/1,
490131,1126319,2015/1/1,
490131,2233693,2015/8/1,
490131,80072105,2014/6/1,
490131,83567232,2014/12/1,
490131,83486125,2014/8/1,
490131,80113225,2014/11/1,
490131,93814190,2015/8/1,
490131,91875894,2015/1/1,
490131,91740096,2014/12/1,
490131,80156837,2014/8/1,
491612,211908,2014/8/1,
491612,207654,2014/8/1,
491612,34193079,2014/8/1,
491612,32629304,2014/8/1,
514032,1555445,2015/5/1,
514032,2125501,2015/7/1,
514032,2125421,2015/7/1,
514032,96521807,2015/5/1,
514032,104600322,2015/7/1,
519302,1249545,2015/3/1,
1239,1129468,2015/3/1,
1239,91704755,2015/3/1,
13905,1039724,2015/3/1,2015/7/1
13905,1040060,2015/3/1,2015/7/1
13905,1039719,2015/3/1,2015/7/1
13905,1039830,2015/3/1,2015/7/1
27004,1188348,2015/2/1,
27004,95165837,2015/2/1,
42215,607946,2014/10/1,2015/7/1
42215,911561,2014/12/1,
42215,930645,2014/12/1,
42215,30461,2013/10/1,2015/7/1
42215,19278,2013/10/1,
42215,30460,2013/10/1,2015/7/1
42215,1058237,2015/3/1,
42215,903441,2014/12/1,
42215,66228027,2013/10/1,
42215,66058205,2014/12/1,
42215,66057508,2014/12/1,
42215,65994252,2015/3/1,
42215,66016902,2014/12/1,
50133,580228,2014/10/1,
50133,1686624,2015/5/1,
50133,61280379,2014/10/1,
52677,1184551,2015/2/1,
52677,93702309,2015/2/1,
64375,2132514,2015/8/1,
64375,104468799,2015/8/1,
84702,485044,2014/9/1,
84702,203547,2014/7/1,
84702,2169930,2015/8/1,
84702,97359881,2015/8/1,
84702,85077134,2014/9/1,
84702,80145000,2014/7/1,
85285,11647,2013/10/1,
91361,1939691,2015/7/1,
91361,69036502,2015/7/1,
99585,658896,2014/11/1,
99585,188104,2014/6/1,
99585,39525774,2014/6/1,
99585,88421112,2014/11/1,
127097,215733,2014/7/1,
127097,220922,2014/8/1,
127097,218252,2014/8/1,
127097,206578,2014/8/1,
127097,213411,2014/7/1,
127097,224888,2014/7/1,
127097,227749,2014/8/1,
127097,224189,2014/7/1,
127097,218706,2014/8/1,
127097,218147,2014/8/1,
127097,225091,2014/7/1,
127097,1095488,2015/1/1,
127097,1568214,2015/5/1,
127097,1855345,2015/6/1,
127097,1855303,2015/6/1,
127097,1997395,2015/7/1,
127097,90440791,2015/7/1,
127097,17778756,2014/7/1,
127097,22352602,2014/8/1,
127097,96999514,2015/6/1,
127097,23949624,2014/8/1,
127097,61272663,2015/5/1,
127097,27469147,2014/7/1,
127097,23045187,2014/7/1,
127097,19483612,2014/7/1,
127097,16505197,2014/7/1,
127097,96499102,2015/6/1,
127097,21870267,2015/1/1,
127097,23036335,2014/8/1,
127097,24456679,2014/8/1,
127097,40390405,2014/4/1,
137969,217270,2014/8/1,
137969,81331115,2014/8/1,
141947,210825,2014/7/1,
141947,79935023,2014/7/1,
168168,204895,2014/7/1,
168168,204894,2014/7/1,
168168,80104329,2014/7/1,
168168,80104489,2014/7/1,
170664,1258467,2015/3/1,2015/7/1
171803,1340095,2015/3/1,
171803,97521814,2015/3/1,
193694,1639702,2015/5/1,
193694,96748217,2015/5/1,
203297,2038825,2015/7/1,
203297,103064754,2015/7/1,
238352,1275104,2015/3/1,
238352,66031528,2015/3/1,
248364,617687,2014/10/1,
248364,79640997,2014/10/1,
252710,786051,2014/12/1,
252710,1176471,2015/2/1,
252710,90145223,2014/12/1,
252710,93540760,2015/2/1,
262577,241385,2014/11/1,
262577,242577,2014/11/1,
262577,241378,2014/11/1,
270693,170253,2014/6/1,
270693,10779,2013/10/1,
270693,79933257,2014/6/1,
270693,28949617,2013/10/1,
271738,19794,2013/10/1,
271738,43397458,2013/10/1,
280458,2232186,2015/8/1,
281621,2274390,2015/8/1,
281621,105314502,2015/8/1,
295240,1270129,2015/3/1,
295240,66050467,2015/3/1,
297705,242857,2014/8/1,
308024,2082910,2015/7/1,
308024,96725365,2015/7/1,
317145,2303668,2015/8/1,
317145,106294482,2015/8/1,
323783,706632,2014/11/1,
346001,212995,2014/7/1,
346001,73366059,2014/7/1,
364109,613656,2014/10/1,
364109,613513,2014/10/1,
364109,613390,2014/10/1,
364109,613725,2014/10/1,
364109,60400,2014/1/1,
364109,1372637,2015/3/1,
364109,1369579,2015/3/1,
364109,1357312,2015/3/1,
364109,1372403,2015/3/1,
364109,1372418,2015/3/1,
364109,92542282,2015/3/1,
364109,92542274,2015/3/1,
364109,97522626,2015/3/1,
364109,85062237,2014/10/1,
364109,83563320,2014/10/1,
364109,91677254,2015/3/1,
364109,68687487,2014/10/1,
364109,85959534,2014/10/1,
379179,1935704,2015/7/1,
379179,99868384,2015/7/1,
394211,1053283,2015/3/1,
400994,2261871,2015/8/1,
400994,105609191,2015/8/1,
415953,195021,2014/6/1,
415953,69124787,2014/6/1,
461055,581606,2014/10/1,
461055,83560742,2014/10/1,
463843,2152590,2015/8/1,
463843,100499282,2015/8/1,
470217,236954,2014/8/1,
474480,214596,2014/7/1,
474480,81386398,2014/7/1,
476115,1176081,2015/2/1,
476115,93536997,2015/2/1,
501644,1389532,2015/4/1,
501644,99081901,2015/4/1,
525562,16768,2013/10/1,
525562,66017450,2013/10/1,
1783,1452708,2015/4/1,
1783,19251237,2015/4/1,
26860,1246358,2015/3/1,
88607,171413,2014/6/1,
88607,31478393,2014/6/1,
88654,1723102,2015/6/1,
88654,19250625,2015/6/1,
116343,247667,2014/8/1,
116343,83556985,2014/8/1,
124521,7648,2013/10/1,
124521,66070086,2013/10/1,
125588,2212353,2015/8/1,
125588,104906436,2015/8/1,
167844,185850,2014/6/1,
218466,520509,2014/9/1,
218466,1724132,2015/6/1,
218466,1724139,2015/6/1,
218466,1724115,2015/6/1,
218466,101093611,2015/6/1,
218466,101093609,2015/6/1,
218466,101093605,2015/6/1,
218466,79522961,2014/9/1,
220224,207462,2014/8/1,
220224,215877,2014/8/1,
225660,171030,2014/6/1,
225660,38807592,2014/6/1,
228496,1996588,2015/7/1,
248710,1094550,2015/1/1,2015/7/1
254307,856140,2014/12/1,
254307,81335947,2014/12/1,
254369,210719,2014/8/1,
254369,156605,2014/6/1,
254369,72827013,2014/8/1,
257996,1780722,2015/6/1,
257996,92403048,2015/6/1,
261339,648703,2014/11/1,
261339,215360,2014/8/1,
261339,30040481,2014/8/1,
261339,85069098,2014/11/1,
267817,1357319,2015/3/1,
267817,98094808,2015/3/1,
272119,1168263,2015/2/1,
317825,250173,2014/8/1,
317825,230557,2014/7/1,
317825,185206,2014/6/1,
317825,1760143,2015/6/1,
317825,81702621,2014/7/1,
317825,80144051,2014/6/1,
317825,101684534,2015/6/1,
317825,79554158,2014/8/1,
330103,641400,2014/11/1,
330103,571535,2014/10/1,
330103,88350974,2014/11/1,
330103,87813233,2014/10/1,
345230,167484,2014/6/1,
349904,20573,2013/10/1,
349904,61517726,2013/10/1,
354533,1307137,2015/3/1,
360959,1674858,2015/5/1,
360959,83519883,2015/5/1,
373612,224501,2014/7/1,
373612,224499,2014/11/1,
375490,957810,2015/1/1,
378047,63127,2014/1/1,
387241,205221,2014/7/1,
398477,2086341,2015/7/1,
426413,165473,2014/6/1,
426413,41360113,2014/6/1,
434156,41630,2013/12/1,2015/7/1
434209,654863,2014/11/1,
434209,650033,2014/11/1,
434209,1621667,2015/5/1,
434209,1622628,2015/5/1,
434209,96521732,2015/5/1,
434209,85961630,2014/11/1,
434209,79322313,2014/11/1,
434209,92781854,2015/5/1,
452290,1865703,2015/7/1,
452290,99914601,2015/7/1,
460235,911050,2014/12/1,2015/7/1
467814,2333573,2015/8/1,
475854,932743,2014/12/1,
475854,21377195,2014/12/1,
481893,615617,2014/10/1,
481893,229864,2014/7/1,
10691,169066,2014/6/1,
10691,36270553,2014/6/1,
17998,2301539,2015/8/1,
17998,100868932,2015/8/1,
44087,1452023,2015/4/1,
44087,14872960,2015/4/1,
44912,1102116,2015/1/1,
65028,190033,2014/6/1,
65028,190032,2014/6/1,
65028,190031,2014/6/1,
65028,190035,2014/6/1,
65028,190034,2014/6/1,
65028,81122436,2014/6/1,
65028,81122444,2014/6/1,
65028,81122427,2014/6/1,
65028,81122438,2014/6/1,
65028,81122425,2014/6/1,
77103,1308888,2015/3/1,
77103,89113736,2015/3/1,
77777,1191032,2015/2/1,
77777,73391763,2015/2/1,
86729,1636166,2015/5/1,
86729,100871100,2015/5/1,
99856,1772427,2015/6/1,
99856,1807174,2015/6/1,
99856,33544758,2015/6/1,
99856,27325653,2015/6/1,
114585,232487,2014/7/1,
114585,79324501,2014/7/1,
151124,1419886,2015/4/1,
151124,1578895,2015/5/1,
151124,98905794,2015/4/1,
151124,100523250,2015/5/1,
152159,223063,2014/7/1,
152159,201817,2014/7/1,
152159,214531,2014/7/1,
152159,201877,2014/7/1,
152159,201826,2014/7/1,
152159,214537,2014/7/1,
152159,201881,2014/7/1,
152159,201829,2014/7/1,
152159,201828,2014/7/1,
152159,201821,2014/7/1,
152159,217193,2015/8/1,
152159,38301558,2014/7/1,
152159,60665872,2014/7/1,
152159,60742290,2014/7/1,
152159,60755829,2014/7/1,
152159,60665694,2014/7/1,
152159,60666303,2014/7/1,
152159,60666125,2014/7/1,
152159,60666014,2014/7/1,
159562,199164,2014/7/1,
159562,29324554,2014/7/1,
163587,205642,2014/8/1,
163587,205654,2014/8/1,
163587,192610,2014/8/1,
163587,192608,2014/8/1,
163587,236249,2014/8/1,
163587,1942415,2015/7/1,
163587,41626913,2014/8/1,
163587,42689785,2014/8/1,
163587,80154863,2015/7/1,
198650,712962,2015/1/1,
208615,1270111,2015/3/1,
208615,66047820,2015/3/1,
214119,1818867,2015/6/1,
216293,1446085,2015/4/1,
216293,73375699,2015/4/1,
218139,1140038,2015/1/1,
218139,91872623,2015/1/1,
247049,15525,2013/10/1,
247049,60298188,2013/10/1,
249819,1058348,2015/3/1,
249819,65993530,2015/3/1,
250217,818934,2014/12/1,
250217,818933,2014/12/1,
250217,87434468,2014/12/1,
280601,1636222,2015/5/1,
280601,100871089,2015/5/1,
303872,1253962,2015/3/1,
303872,81442750,2015/3/1,
312751,611386,2014/10/1,
312917,1845562,2015/6/1,
312917,99082430,2015/6/1,
322207,182076,2014/6/1,
322207,1251603,2015/3/1,2015/7/1
322207,1251576,2015/3/1,2015/7/1
322207,1251944,2015/3/1,2015/7/1
322207,2208124,2015/8/1,
322207,6205015,2015/8/1,
323306,216340,2014/8/1,
341822,220713,2014/8/1,
349326,1276122,2015/3/1,
349326,13173750,2015/3/1,
351929,724849,2014/11/1,
380980,1625096,2015/5/1,
380980,96513087,2015/5/1,
430035,753180,2014/11/1,
430035,243065,2014/8/1,
430035,89114871,2014/11/1,
430035,81387719,2014/8/1,
438020,554461,2014/9/1,
446674,929356,2014/12/1,
446674,66062726,2014/12/1,
451587,759574,2014/12/1,
451587,81469527,2014/12/1,
452324,903848,2014/12/1,
452859,168200,2014/6/1,
452859,1635022,2015/5/1,
452859,60682215,2015/5/1,
457144,188514,2014/6/1,
457902,1096443,2015/1/1,
457902,1491255,2015/4/1,
457902,2133498,2015/7/1,
457902,32658116,2015/4/1,
457902,36516255,2015/7/1,
457902,32333665,2015/1/1,
472956,1403879,2015/4/1,
472956,79950932,2015/4/1,
521339,225969,2014/7/1,
521339,79560645,2014/7/1,
521935,1273138,2015/3/1,
521935,97931960,2015/3/1,
10695,143902,2014/5/1,
10695,34010957,2014/5/1,
22981,4888,2013/10/1,
22981,61955383,2013/10/1,
52079,34058,2013/10/1,
52079,43087097,2013/10/1,
55821,220290,2014/8/1,
55821,2308419,2015/8/1,
55821,32642213,2014/8/1,
55821,99072433,2015/8/1,
58737,206457,2014/8/1,
58737,217919,2014/7/1,
58737,60618942,2014/8/1,
62561,2213834,2015/8/1,
62561,100499068,2015/8/1,
63080,229637,2014/8/1,
63080,12500896,2014/8/1,
69522,162413,2014/6/1,
69522,1460086,2015/4/1,
97461,1525234,2015/4/1,
97461,96924362,2015/4/1,
101325,892500,2014/12/1,
101347,530100,2014/9/1,
101347,81325094,2014/9/1,
126528,657582,2014/11/1,
126528,85963630,2014/11/1,
129674,1766958,2015/6/1,
129674,91759243,2015/6/1,
136893,1196490,2015/2/1,
136893,1203673,2015/2/1,
222694,1268487,2015/3/1,
222694,1268495,2015/3/1,
222694,66072130,2015/3/1,
222694,66072128,2015/3/1,
225893,492438,2014/11/1,
238408,1036344,2015/1/1,
238408,27303983,2015/1/1,
268043,194492,2014/6/1,
268043,194461,2014/6/1,
268043,700661454,2014/6/1,
268043,700661455,2014/6/1,
268043,9777063,2014/6/1,
268043,9771098,2014/6/1,
275853,799305,2014/12/1,
275853,89081858,2014/12/1,
285309,227775,2014/8/1,
285309,197871,2014/6/1,
285309,41255394,2014/8/1,
285309,81440157,2014/6/1,
298966,1095073,2015/1/1,
298966,33455169,2015/1/1,
308822,193147,2014/6/1,
308822,73365886,2014/6/1,
310509,2325381,2015/8/1,
326755,839476,2014/12/1,
326755,91810214,2014/12/1,
330586,930240,2014/12/1,
330586,66061301,2014/12/1,
334019,1775402,2015/6/1,
334019,32920534,2015/6/1,
336009,1139921,2015/1/1,
336009,1261989,2015/3/1,
336009,1595063,2015/5/1,
336009,92424094,2015/1/1,
336009,97817090,2015/5/1,
336009,97794763,2015/3/1,
342025,174853,2014/6/1,
342025,41163579,2014/6/1,
344480,1687799,2015/5/1,
344480,98626702,2015/5/1,
349580,929031,2014/12/1,
349580,40521751,2014/12/1,
351918,1269206,2015/3/1,
351918,61395703,2015/3/1,
362734,421126,2014/9/1,
362734,79266558,2014/9/1,
374272,592446,2014/10/1,
374272,85271711,2014/10/1,
417452,1646985,2015/5/1,
420765,1222004,2015/3/1,
420765,1185108,2015/3/1,
420765,96511595,2015/3/1,
420765,96498246,2015/3/1,
445967,204052,2014/7/1,
445967,204012,2014/7/1,
445967,191071,2014/6/1,
445967,60001415,2014/7/1,
445967,61879992,2014/7/1,
445967,79934068,2014/6/1,
449114,1421832,2015/4/1,2015/7/1
469211,241314,2014/8/1,2015/7/1
472692,1171896,2015/2/1,
472692,92779742,2015/2/1,
473947,758253,2014/11/1,
473947,81442087,2014/11/1,
478055,333327,2014/11/1,
478055,1640619,2015/5/1,
478055,79623068,2014/11/1,
478055,97940056,2015/5/1,
486211,1583703,2015/5/1,
486211,1583728,2015/5/1,
486211,96621800,2015/5/1,
486211,96621798,2015/5/1,
494024,230463,2014/7/1,
499365,1937624,2015/7/1,
29041,1868957,2015/6/1,
29041,1868963,2015/6/1,
33606,2282027,2015/8/1,
33606,82042364,2015/8/1,
34161,2133465,2015/7/1,
34161,36602347,2015/7/1,
36486,223898,2014/7/1,
36486,9212778,2014/7/1,
37145,1133916,2015/1/1,
37145,19676220,2015/1/1,
42051,173492,2014/6/1,
42051,1139052,2015/1/1,
42051,80624630,2014/6/1,
42051,93537990,2015/1/1,
60605,781229,2014/12/1,
60605,79625663,2014/12/1,
65950,528322,2014/9/1,
65950,79285467,2014/9/1,
66843,932649,2014/12/1,
66843,932657,2014/12/1,
66843,930522,2014/12/1,
66843,66063773,2014/12/1,
72738,1822763,2015/6/1,
72738,98626631,2015/6/1,
73162,1335784,2015/3/1,
73162,91707114,2015/3/1,
80622,1147617,2015/1/1,
80622,91767014,2015/1/1,
88034,1242605,2015/3/1,
88034,96489551,2015/3/1,
106128,2030366,2015/7/1,
129447,885981,2014/12/1,
129447,92715367,2014/12/1,
157843,786988,2014/12/1,
157843,79559656,2014/12/1,
179491,229465,2014/7/1,
179491,44507927,2014/7/1,
182734,183898,2014/6/1,
182734,61395978,2014/6/1,
183850,1679552,2015/5/1,
183850,27323794,2015/5/1,
187630,1196208,2015/2/1,
189920,490718,2014/9/1,
189920,83560740,2014/9/1,
194248,1822823,2015/6/1,
194248,27160899,2015/6/1,
220079,2295268,2015/8/1,
220079,104638698,2015/8/1,
225507,906282,2014/12/1,
225507,2081820,2015/7/1,
225507,97983993,2015/7/1,
286865,611288,2014/10/1,
286865,79523625,2014/10/1,
288496,178092,2014/8/1,
288496,72366043,2014/8/1,
310996,1750861,2015/6/1,
310996,61320876,2015/6/1,
354386,669174,2014/11/1,
354386,75507281,2014/11/1,
376375,1246069,2015/3/1,
376375,97769597,2015/3/1,
395592,205510,2014/7/1,
395592,79643579,2014/7/1,
399486,2033707,2015/7/1,
401053,210586,2014/7/1,
401053,225852,2014/7/1,
401053,36559588,2014/7/1,
401053,81330698,2014/7/1,
413818,1422804,2015/4/1,
413818,93537912,2015/4/1,
430319,1271364,2015/3/1,
430319,2074276,2015/7/1,
430319,700661462,2015/3/1,
430319,96515114,2015/7/1,
430319,30996554,2015/3/1,
491159,1622122,2015/5/1,
507493,219320,2014/8/1,
507493,218260,2014/8/1,
507493,206584,2014/8/1,
507493,16539918,2014/8/1,
507493,23962550,2014/8/1,
521138,1828466,2015/6/1,
523669,1343574,2015/3/1,
523669,1586109,2015/5/1,
523669,86244396,2015/3/1,
43594,1364303,2015/3/1,
43594,80300489,2015/3/1,
55480,5569,2013/10/1,
55480,60833727,2013/10/1,
68121,508828,2014/9/1,
68121,60121790,2015/1/1,
109733,228517,2014/8/1,
114862,445475,2014/9/1,
114862,445358,2014/9/1,
114862,445446,2014/9/1,
114862,445319,2014/9/1,
114862,445408,2014/9/1,
114862,445390,2014/9/1,
114862,445458,2014/9/1,
114862,445426,2014/9/1,
114862,445288,2014/9/1,
114862,81380783,2014/9/1,
114862,81380750,2014/9/1,
114862,81380802,2014/9/1,
114862,81380793,2014/9/1,
114862,81380817,2014/9/1,
114862,81380835,2014/9/1,
114862,81380830,2014/9/1,
114862,81380809,2014/9/1,
114862,81380824,2014/9/1,
135845,1370137,2015/3/1,
135845,1782320,2015/6/1,
135845,96516436,2015/3/1,
135845,100869766,2015/6/1,
158892,710406,2014/11/1,2015/7/1
158892,89124243,2014/11/1,
171251,1686992,2015/5/1,
175325,1907296,2015/6/1,
175325,101656122,2015/6/1,
181877,243704,2014/8/1,
184997,1572844,2015/5/1,
184997,91687894,2015/5/1,
205240,904129,2014/12/1,2015/7/1
218436,1972138,2015/7/1,
218436,96497514,2015/7/1,
238298,161246,2014/6/1,
240295,1768992,2015/6/1,
240295,92402982,2015/6/1,
286184,929833,2014/12/1,
286184,66064771,2014/12/1,
312966,1083296,2015/1/1,
312966,1092182,2015/3/1,
312966,1092146,2015/3/1,
312966,1092123,2015/3/1,
312966,1092196,2015/3/1,
312966,1092015,2015/3/1,
312966,1092035,2015/3/1,
312966,1092162,2015/3/1,
312966,66052592,2015/3/1,
312966,66052132,2015/1/1,
312966,66053034,2015/3/1,
312966,66052202,2015/3/1,
312966,66051691,2015/3/1,
312966,66052579,2015/3/1,
312966,66052626,2015/3/1,
312966,66053053,2015/3/1,
320433,227340,2014/8/1,
331155,1745227,2015/6/1,
331155,101096469,2015/6/1,
344263,1096139,2015/1/1,
344263,24574301,2015/1/1,
355173,1969022,2015/7/1,
355173,98521897,2015/7/1,
356214,1378511,2015/3/1,
356214,1827612,2015/6/1,
356214,1827690,2015/6/1,
356214,28344349,2015/3/1,
356214,24397067,2015/6/1,
356214,24395752,2015/6/1,
384432,1238945,2015/3/1,
384432,1238942,2015/3/1,
384432,1238943,2015/3/1,
384432,93250284,2015/3/1,
384432,93250378,2015/3/1,
386222,2338364,2015/8/1,
386222,104414880,2015/8/1,
394535,1847986,2015/6/1,
394535,97741474,2015/6/1,
398590,2236591,2015/8/1,
398590,97741189,2015/8/1,
405088,529695,2014/9/1,
405088,67782966,2014/9/1,
411702,176452,2014/6/1,
417920,146871,2014/5/1,
417920,60535556,2014/5/1,
432180,612213,2014/10/1,
432180,79559756,2014/10/1,
442752,202929,2014/7/1,
442752,60616010,2014/7/1,
447159,755081,2014/12/1,2015/7/1
456371,198049,2014/6/1,
456371,993253,2015/1/1,
456371,1703761,2015/5/1,
456371,2020952,2015/8/1,
456371,85065576,2015/5/1,
456371,79282888,2014/6/1,
