"EID","WZCODE","RECRNUM","RECDATE"
"210666","ZP03","5","2015-08"
"210674","ZP03","12","2015-04"
"210942","ZP03","15","2015-08"
"211003","ZP01","13","2015-08"
"211090","ZP02","58","2015-08"
"211132","ZP03","20","2015-08"
"211558","ZP02","16","2015-08"
"213805","ZP02","6","2015-08"
"215259","ZP03","10","2015-08"
"217114","ZP02","11","2015-08"
"217114","ZP03","7","2015-08"
"218027","ZP03","2","2015-01"
"218655","ZP02","26","2015-08"
"218655","ZP03","20","2015-08"
"219145","ZP01","2","2015-02"
"219145","ZP03","13","2015-08"
"219618","ZP02","48","2015-08"
"222889","ZP02","12","2015-08"
"223189","ZP02","3","2015-04"
"223576","ZP03","8","2015-08"
"224853","ZP02","36","2015-08"
"224853","ZP03","34","2015-08"
"226440","ZP02","15","2015-08"
"226620","ZP03","5","2015-04"
"227415","ZP03","2","2015-01"
"228048","ZP02","4","2015-01"
"228144","ZP03","2","2015-04"
"229715","ZP02","2","2015-08"
"230124","ZP01","2","2015-05"
"230214","ZP03","2","2015-08"
"231634","ZP02","15","2015-07"
"232072","ZP02","53","2015-08"
"232072","ZP03","40","2015-08"
"233730","ZP02","65","2015-08"
"233888","ZP02","31","2015-08"
"236370","ZP02","38","2015-06"
"236370","ZP03","67","2015-05"
"238182","ZP01","1","2015-01"
"238182","ZP03","3","2015-01"
"239011","ZP03","199","2015-01"
"239877","ZP02","10","2015-08"
"241282","ZP02","21","2015-08"
"241282","ZP03","10","2015-08"
"241564","ZP02","14","2015-08"
"242407","ZP03","3","2015-08"
"242893","ZP01","39","2015-08"
"242893","ZP02","54","2015-08"
"245184","ZP01","2","2015-08"
"245184","ZP02","8","2015-07"
"245934","ZP02","1","2015-06"
"246298","ZP01","4","2015-03"
"246657","ZP02","11","2015-08"
"246657","ZP03","4","2015-05"
"248408","ZP03","6","2015-08"
"249669","ZP01","2","2015-01"
"250131","ZP03","24","2015-08"
"251631","ZP01","12","2015-03"
"251631","ZP02","90","2015-08"
"251631","ZP03","73","2015-08"
"251805","ZP02","6","2015-04"
"252850","ZP02","1","2015-06"
"253383","ZP02","32","2015-08"
"253966","ZP02","12","2015-04"
"253966","ZP03","11","2015-07"
"255416","ZP02","3","2015-01"
"255520","ZP03","11","2015-03"
"256103","ZP03","142","2015-07"
"256881","ZP02","13","2015-07"
"256896","ZP03","1","2015-06"
"257430","ZP02","30","2015-08"
"257430","ZP03","20","2015-08"
"257597","ZP02","15","2015-08"
"257602","ZP02","16","2015-08"
"257602","ZP03","5","2015-08"
"258960","ZP01","3","2015-02"
"259348","ZP02","5","2015-08"
"260430","ZP01","5","2015-06"
"260430","ZP02","22","2015-08"
"260430","ZP03","3","2015-03"
"261193","ZP02","9","2015-01"
"261193","ZP03","18","2015-08"
"262857","ZP01","6","2015-07"
"262857","ZP02","43","2015-08"
"262857","ZP03","12","2015-04"
"263175","ZP01","5","2015-05"
"263625","ZP02","2","2015-06"
"263625","ZP03","7","2015-05"
"264385","ZP03","21","2015-08"
"267242","ZP02","1","2015-07"
"267630","ZP03","8","2015-08"
"269032","ZP01","1","2015-05"
"269464","ZP02","30","2015-07"
"272137","ZP02","10","2015-05"
"272137","ZP03","5","2015-08"
"272288","ZP02","20","2015-08"
"272828","ZP02","1","2015-05"
"273201","ZP02","23","2015-08"
"273201","ZP03","3","2015-08"
"275963","ZP02","16","2015-07"
"279464","ZP02","14","2015-07"
"279945","ZP02","572","2015-08"
"279945","ZP03","235","2015-07"
"281242","ZP02","41","2015-08"
"281704","ZP02","22","2015-08"
"281704","ZP03","9","2015-08"
"284687","ZP02","1","2015-03"
"287202","ZP02","14","2015-07"
"287202","ZP03","10","2015-08"
"288060","ZP03","1","2015-03"
"290451","ZP03","6","2015-01"
"291843","ZP03","12","2015-05"
"292250","ZP02","1","2015-08"
"292387","ZP03","4","2015-08"
"292654","ZP02","3","2015-06"
"293421","ZP01","2","2015-01"
"293421","ZP02","6","2015-08"
"293949","ZP02","14","2015-08"
"293949","ZP03","9","2015-08"
"294670","ZP02","19","2015-08"
"295366","ZP02","3","2015-08"
"296062","ZP02","3","2015-08"
"296062","ZP03","24","2015-08"
"296373","ZP02","5","2015-06"
"296373","ZP03","10","2015-08"
"297105","ZP01","1","2015-07"
"297105","ZP03","12","2015-08"
"297926","ZP02","18","2015-08"
"298817","ZP02","46","2015-08"
"298817","ZP03","19","2015-04"
"300890","ZP02","6","2015-08"
"301291","ZP02","14","2015-08"
"301400","ZP01","3","2015-06"
"301400","ZP02","9","2015-06"
"302239","ZP01","7","2015-03"
"303331","ZP03","4","2015-04"
"304224","ZP03","10","2015-08"
"305208","ZP02","4","2015-04"
"305407","ZP02","7","2015-05"
"308083","ZP02","7","2015-08"
"308847","ZP01","11","2015-08"
"309547","ZP03","8","2015-01"
"311912","ZP02","2","2015-03"
"311912","ZP03","20","2015-08"
"312057","ZP02","3","2015-06"
"312166","ZP02","69","2015-08"
"312353","ZP03","6","2015-07"
"314429","ZP02","6","2015-08"
"314816","ZP02","39","2015-08"
"316634","ZP03","3","2015-04"
"318158","ZP01","10","2015-08"
"318158","ZP02","29","2015-08"
"318158","ZP03","25","2015-08"
"318163","ZP03","4","2015-06"
"318761","ZP03","1","2015-08"
"319358","ZP03","4","2015-08"
"319719","ZP03","4","2015-05"
"319962","ZP02","5","2015-08"
"320489","ZP02","1","2015-02"
"321596","ZP02","3","2015-08"
"321726","ZP02","9","2015-08"
"321726","ZP03","4","2015-08"
"323040","ZP02","12","2015-08"
"323040","ZP03","4","2015-08"
"325034","ZP02","8","2015-03"
"325034","ZP03","19","2015-08"
"328545","ZP02","15","2015-04"
"329482","ZP02","43","2015-08"
"329846","ZP03","26","2015-08"
"331190","ZP02","16","2015-08"
"331190","ZP03","15","2015-08"
"331612","ZP02","30","2015-08"
"332572","ZP02","18","2015-08"
"335114","ZP02","2","2015-03"
"338663","ZP02","3","2015-04"
"338717","ZP01","5","2015-08"
"338717","ZP02","3","2015-05"
"340339","ZP02","13","2015-08"
"340339","ZP03","7","2015-08"
"340863","ZP03","60","2015-08"
"341129","ZP03","6","2015-07"
"341391","ZP03","7","2015-08"
"341836","ZP02","17","2015-08"
"341836","ZP03","17","2015-06"
"341972","ZP03","7","2015-08"
"342577","ZP02","3","2015-05"
"343448","ZP02","4","2015-08"
"346356","ZP02","6","2015-04"
"347436","ZP02","61","2015-08"
"348272","ZP02","43","2015-08"
"349140","ZP03","8","2015-08"
"349284","ZP02","15","2015-08"
"349698","ZP02","12","2015-08"
"350508","ZP01","6","2015-01"
"350508","ZP02","1","2015-03"
"350508","ZP03","16","2015-04"
"351724","ZP02","4","2015-08"
"353253","ZP02","1","2015-01"
"353253","ZP03","8","2015-08"
"353407","ZP02","18","2015-08"
"353407","ZP03","6","2015-08"
"354088","ZP03","47","2015-08"
"355185","ZP01","1","2015-08"
"355185","ZP02","2","2015-05"
"356327","ZP02","32","2015-08"
"356327","ZP03","21","2015-08"
"356663","ZP01","4","2015-06"
"357290","ZP02","5","2015-05"
"357290","ZP03","2","2015-02"
"358254","ZP03","15","2015-05"
"358530","ZP02","10","2015-02"
"358765","ZP02","58","2015-08"
"359428","ZP02","48","2015-06"
"360344","ZP03","4","2015-08"
"360760","ZP02","100","2015-08"
"360760","ZP03","49","2015-08"
"361008","ZP01","6","2015-01"
"361969","ZP02","1","2015-07"
"362496","ZP02","9","2015-08"
"363194","ZP02","3","2015-07"
"364125","ZP02","13","2015-08"
"364697","ZP03","3","2015-08"
"365437","ZP02","6","2015-06"
"365537","ZP02","1","2015-05"
"369080","ZP01","1","2015-01"
"369080","ZP02","7","2015-08"
"369104","ZP02","47","2015-08"
"369350","ZP02","1","2015-07"
"369902","ZP03","38","2015-07"
"369961","ZP02","3","2015-08"
"370886","ZP01","17","2015-08"
"370886","ZP02","10","2015-08"
"371421","ZP02","4","2015-08"
"372418","ZP02","4","2015-08"
"372418","ZP03","1","2015-03"
"373052","ZP02","5","2015-08"
"373052","ZP03","13","2015-08"
"373250","ZP02","20","2015-08"
"374386","ZP02","15","2015-08"
"374386","ZP03","4","2015-06"
"376690","ZP02","12","2015-08"
"376690","ZP03","8","2015-01"
"376935","ZP02","25","2015-07"
"377730","ZP02","170","2015-08"
"377730","ZP03","23","2015-08"
"377973","ZP02","24","2015-05"
"378557","ZP02","101","2015-08"
"378557","ZP03","25","2015-08"
"380065","ZP02","13","2015-08"
"381120","ZP02","1","2015-02"
"381163","ZP01","2","2015-08"
"381342","ZP01","1","2015-01"
"381342","ZP02","71","2015-08"
"381720","ZP01","22","2015-08"
"381720","ZP02","63","2015-08"
"381720","ZP03","28","2015-08"
"381939","ZP01","2","2015-06"
"381939","ZP02","47","2015-08"
"382058","ZP02","14","2015-05"
"382618","ZP02","6","2015-08"
"384586","ZP03","4","2015-04"
"385033","ZP03","4","2015-08"
"386579","ZP03","6","2015-07"
"386847","ZP02","9","2015-07"
"388000","ZP03","48","2015-08"
"388512","ZP02","4","2015-07"
"389647","ZP01","2","2015-08"
"389647","ZP03","11","2015-08"
"391197","ZP02","22","2015-08"
"391197","ZP03","7","2015-08"
"396226","ZP02","40","2015-08"
"396484","ZP02","1","2015-03"
"397577","ZP02","5","2015-08"
"398128","ZP02","89","2015-08"
"398677","ZP01","15","2015-06"
"398677","ZP03","24","2015-08"
"399735","ZP02","2","2015-03"
"400441","ZP03","5","2015-08"
"400484","ZP02","1","2015-08"
"400521","ZP02","13","2015-05"
"400966","ZP02","24","2015-07"
"401221","ZP02","7","2015-08"
"401221","ZP03","3","2015-05"
"401406","ZP02","10","2015-02"
"401621","ZP02","44","2015-08"
"401621","ZP03","31","2015-08"
"401883","ZP02","8","2015-05"
"401883","ZP03","2","2015-03"
"402146","ZP01","5","2015-07"
"402146","ZP02","35","2015-08"
"402146","ZP03","13","2015-08"
"402219","ZP02","22","2015-08"
"402627","ZP03","2","2015-08"
"403635","ZP02","7","2015-08"
"405156","ZP02","8","2015-03"
"405156","ZP03","11","2015-06"
"408622","ZP02","15","2015-08"
"409611","ZP03","5","2015-03"
"410403","ZP02","12","2015-08"
"410433","ZP01","1","2015-05"
"410844","ZP02","18","2015-08"
"413496","ZP01","1","2015-01"
"413496","ZP03","36","2015-08"
"413893","ZP03","28","2015-08"
"414428","ZP03","8","2015-08"
"414526","ZP02","4","2015-06"
"415755","ZP02","20","2015-08"
"415755","ZP03","9","2015-08"
"416412","ZP01","3","2015-01"
"416412","ZP03","21","2015-08"
"417562","ZP02","21","2015-08"
"417562","ZP03","2","2015-08"
"417950","ZP01","14","2015-05"
"417950","ZP02","229","2015-08"
"417950","ZP03","189","2015-08"
"418415","ZP02","17","2015-08"
"419757","ZP03","5","2015-03"
"421475","ZP01","1","2015-06"
"424927","ZP02","7","2015-08"
"426156","ZP01","1","2015-01"
"427815","ZP02","2","2015-07"
"428019","ZP01","3","2015-07"
"428019","ZP02","1","2015-06"
"428019","ZP03","1","2015-06"
"432607","ZP02","1","2015-05"
"433317","ZP03","16","2015-08"
"434540","ZP02","4","2015-08"
"434655","ZP02","7","2015-08"
"434655","ZP03","4","2015-08"
"434735","ZP02","1","2015-07"
"434735","ZP03","12","2015-08"
"435122","ZP02","10","2015-08"
"436945","ZP01","65","2015-08"
"436945","ZP02","178","2015-08"
"436945","ZP03","121","2015-08"
"437647","ZP02","12","2015-06"
"437655","ZP03","2","2015-08"
"437830","ZP02","36","2015-08"
"438801","ZP02","4","2015-03"
"438951","ZP02","27","2015-08"
"439361","ZP02","15","2015-08"
"439560","ZP02","50","2015-08"
"439560","ZP03","1","2015-01"
"439973","ZP02","10","2015-06"
"441028","ZP03","3","2015-05"
"441242","ZP03","11","2015-08"
"441445","ZP03","23","2015-02"
"444062","ZP02","9","2015-06"
"444066","ZP03","15","2015-06"
"444610","ZP02","1","2015-02"
"446655","ZP03","8","2015-04"
"447021","ZP01","1","2015-07"
"447021","ZP03","14","2015-08"
"450398","ZP02","1","2015-01"
"452442","ZP02","3","2015-08"
"452442","ZP03","4","2015-03"
"452861","ZP02","29","2015-08"
"452861","ZP03","4","2015-08"
"455199","ZP02","16","2015-08"
"455199","ZP03","2","2015-03"
"455505","ZP02","22","2015-06"
"455621","ZP02","52","2015-08"
"455621","ZP03","43","2015-08"
"455872","ZP02","12","2015-08"
"455872","ZP03","2","2015-06"
"456379","ZP03","5","2015-08"
"456468","ZP02","5","2015-07"
"456658","ZP02","34","2015-08"
"456658","ZP03","49","2015-07"
"458761","ZP02","1","2015-07"
"459459","ZP02","15","2015-08"
"459730","ZP02","11","2015-08"
"461443","ZP02","204","2015-08"
"461443","ZP03","128","2015-08"
"463429","ZP02","57","2015-08"
"463429","ZP03","25","2015-08"
"463454","ZP01","1","2015-06"
"463454","ZP02","183","2015-08"
"463454","ZP03","31","2015-08"
"464157","ZP02","85","2015-07"
"464236","ZP03","13","2015-03"
"465525","ZP02","32","2015-03"
"465845","ZP02","8","2015-08"
"466662","ZP02","22","2015-08"
"466662","ZP03","11","2015-02"
"467269","ZP02","18","2015-05"
"467269","ZP03","2","2015-03"
"467607","ZP03","21","2015-08"
"468066","ZP02","31","2015-02"
"468066","ZP03","37","2015-01"
"469726","ZP03","1","2015-08"
"470346","ZP02","1","2015-08"
"470346","ZP03","3","2015-08"
"470446","ZP03","25","2015-08"
"470540","ZP02","66","2015-08"
"470540","ZP03","18","2015-08"
"470843","ZP03","5","2015-01"
"471265","ZP02","4","2015-05"
"472521","ZP02","75","2015-08"
"472521","ZP03","66","2015-08"
"472816","ZP02","3","2015-01"
"474517","ZP03","10","2015-08"
"474666","ZP02","23","2015-08"
"474993","ZP02","2","2015-07"
"475702","ZP02","6","2015-07"
"475702","ZP03","11","2015-08"
"475737","ZP03","19","2015-05"
"475795","ZP02","9","2015-05"
"478884","ZP02","4","2015-05"
"479246","ZP02","9","2015-07"
"479347","ZP02","2","2015-05"
"479741","ZP03","3","2015-07"
"482010","ZP02","6","2015-06"
"482010","ZP03","15","2015-08"
"482961","ZP02","1","2015-07"
"483442","ZP02","35","2015-08"
"483479","ZP02","3","2015-08"
"483479","ZP03","3","2015-08"
"483715","ZP02","9","2015-08"
"484057","ZP02","177","2015-08"
"484057","ZP03","36","2015-08"
"484817","ZP01","32","2015-08"
"484817","ZP02","28","2015-08"
"484817","ZP03","9","2015-08"
"485068","ZP02","13","2015-08"
"488258","ZP03","5","2015-04"
"488378","ZP03","28","2015-08"
"489414","ZP02","8","2015-08"
"490261","ZP02","2917","2015-08"
"491413","ZP02","10","2015-08"
"491910","ZP03","4","2015-08"
"492103","ZP02","21","2015-08"
"492908","ZP02","23","2015-08"
"492976","ZP01","17","2015-07"
"492976","ZP02","126","2015-08"
"493023","ZP02","5","2015-01"
"493725","ZP03","6","2015-08"
"494777","ZP02","1","2015-08"
"495201","ZP02","5","2015-08"
"497255","ZP03","6","2015-08"
"497714","ZP02","5","2015-03"
"499869","ZP01","9","2015-06"
"499869","ZP02","180","2015-06"
"499869","ZP03","76","2015-08"
"503738","ZP02","5","2015-04"
"504174","ZP02","1","2015-08"
"505904","ZP03","4","2015-08"
"506238","ZP02","8","2015-08"
"506238","ZP03","11","2015-08"
"506807","ZP02","8","2015-07"
"508313","ZP02","37","2015-08"
"508313","ZP03","39","2015-08"
"509596","ZP03","3","2015-08"
"510765","ZP03","13","2015-08"
"510932","ZP02","27","2015-08"
"511046","ZP03","20","2015-08"
"511474","ZP02","12","2015-08"
"511861","ZP01","3","2015-02"
"511861","ZP03","2","2015-03"
"513466","ZP01","8","2015-08"
"513466","ZP03","15","2015-06"
"514783","ZP02","3","2015-06"
"514783","ZP03","11","2015-07"
"515344","ZP02","29","2015-06"
"515344","ZP03","49","2015-08"
"516748","ZP02","13","2015-01"
"517597","ZP02","3","2015-08"
"518508","ZP02","9","2015-08"
"519411","ZP01","20","2015-08"
"519411","ZP02","4","2015-07"
"520353","ZP03","2","2015-07"
"520603","ZP01","9","2015-08"
"520603","ZP02","14","2015-01"
"520964","ZP01","43","2015-05"
"520964","ZP02","34","2015-08"
"520964","ZP03","10","2015-08"
"521850","ZP02","6","2015-03"
"523899","ZP03","1","2015-07"
"524062","ZP01","2","2015-07"
"524062","ZP03","6","2015-08"
"524237","ZP01","21","2015-08"
"525644","ZP02","3","2015-07"
"526028","ZP02","33","2015-08"
"526028","ZP03","3","2015-08"
"526053","ZP01","1","2015-08"
"526243","ZP02","15","2015-08"
"1178","ZP02","1","2015-01"
"3624","ZP02","108","2015-08"
"4843","ZP03","22","2015-08"
"5092","ZP03","12","2015-08"
"5625","ZP02","9","2015-08"
"5625","ZP03","4","2015-06"
"6036","ZP02","46","2015-08"
"6325","ZP01","35","2015-06"
"7340","ZP02","64","2015-08"
"7340","ZP03","7","2015-03"
"8099","ZP02","15","2015-07"
"10949","ZP02","22","2015-05"
"11002","ZP02","1","2015-01"
"11370","ZP03","10","2015-06"
"13387","ZP01","4","2015-03"
"13387","ZP02","178","2015-08"
"14247","ZP03","5","2015-08"
"15390","ZP03","5","2015-06"
"16232","ZP03","4","2015-06"
"18619","ZP03","1","2015-07"
"18942","ZP02","68","2015-07"
"19342","ZP02","1","2015-04"
"19673","ZP02","14","2015-08"
"19992","ZP02","1","2015-03"
"20464","ZP02","27","2015-08"
"20464","ZP03","18","2015-08"
"21635","ZP02","3","2015-03"
"21635","ZP03","9","2015-07"
"23207","ZP01","3","2015-02"
"24196","ZP02","20","2015-08"
"24906","ZP01","10","2015-08"
"24906","ZP02","49","2015-08"
"24906","ZP03","34","2015-08"
"25332","ZP03","6","2015-04"
"25654","ZP01","17","2015-08"
"25654","ZP02","31","2015-08"
"25654","ZP03","18","2015-08"
"26732","ZP02","9","2015-07"
"28059","ZP02","12","2015-08"
"28846","ZP03","3","2015-05"
"29815","ZP01","18","2015-08"
"30268","ZP02","1323","2015-08"
"31176","ZP01","1","2015-01"
"31176","ZP02","65","2015-08"
"31176","ZP03","55","2015-08"
"32512","ZP01","2","2015-03"
"32512","ZP02","68","2015-08"
"32512","ZP03","170","2015-08"
"33651","ZP02","34","2015-08"
"33651","ZP03","18","2015-04"
"34019","ZP02","9","2015-08"
"34019","ZP03","8","2015-08"
"34091","ZP02","1","2015-04"
"34115","ZP02","2","2015-08"
"34115","ZP03","2","2015-07"
"35250","ZP01","3","2015-08"
"35255","ZP02","4","2015-08"
"35426","ZP02","167","2015-08"
"35426","ZP03","52","2015-08"
"37375","ZP02","14","2015-07"
"38014","ZP01","9","2015-08"
"38014","ZP02","25","2015-07"
"39148","ZP02","43","2015-08"
"39148","ZP03","37","2015-08"
"39234","ZP02","4","2015-08"
"39292","ZP03","24","2015-08"
"40477","ZP02","26","2015-08"
"40477","ZP03","2","2015-08"
"40528","ZP02","6","2015-04"
"40528","ZP03","12","2015-08"
"43668","ZP03","12","2015-05"
"44845","ZP01","1","2015-01"
"44845","ZP03","4","2015-05"
"45678","ZP02","3","2015-05"
"45678","ZP03","3","2015-07"
"46025","ZP01","10","2015-08"
"46025","ZP02","15","2015-08"
"47397","ZP02","31","2015-01"
"47524","ZP02","3","2015-08"
"48484","ZP02","5","2015-05"
"50170","ZP02","17","2015-08"
"50170","ZP03","2","2015-08"
"50543","ZP02","9","2015-03"
"50945","ZP01","2","2015-01"
"53902","ZP01","1","2015-05"
"53902","ZP02","16","2015-07"
"54572","ZP03","8","2015-02"
"58520","ZP02","11","2015-05"
"58520","ZP03","11","2015-03"
"61068","ZP02","9","2015-08"
"61068","ZP03","35","2015-07"
"62779","ZP02","3","2015-08"
"64726","ZP02","2","2015-08"
"65162","ZP01","1","2015-05"
"65162","ZP02","9","2015-08"
"65988","ZP02","4","2015-03"
"66259","ZP03","3","2015-08"
"69407","ZP01","36","2015-08"
"69407","ZP03","9","2015-08"
"69996","ZP03","5","2015-04"
"70385","ZP03","24","2015-08"
"73066","ZP02","3","2015-05"
"73250","ZP02","2","2015-06"
"73932","ZP01","20","2015-06"
"74525","ZP02","27","2015-08"
"74803","ZP01","3","2015-05"
"74803","ZP02","16","2015-08"
"74803","ZP03","13","2015-08"
"75185","ZP02","3","2015-03"
"75708","ZP01","2","2015-06"
"75708","ZP02","2","2015-04"
"76175","ZP02","7","2015-08"
"76196","ZP02","70","2015-08"
"76364","ZP02","3","2015-05"
"76364","ZP03","10","2015-08"
"76675","ZP02","10","2015-07"
"76937","ZP01","5","2015-02"
"76937","ZP02","57","2015-08"
"76937","ZP03","15","2015-08"
"76955","ZP02","11","2015-08"
"76955","ZP03","6","2015-08"
"77089","ZP03","6","2015-03"
"80254","ZP02","27","2015-08"
"80254","ZP03","6","2015-02"
"81012","ZP03","2","2015-03"
"81150","ZP01","1","2015-02"
"81408","ZP03","3","2015-08"
"81989","ZP02","42","2015-08"
"82164","ZP02","63","2015-08"
"82164","ZP03","2","2015-03"
"82859","ZP02","19","2015-08"
"82859","ZP03","8","2015-07"
"84193","ZP03","1","2015-08"
"84560","ZP03","3","2015-07"
"84652","ZP03","7","2015-05"
"85494","ZP03","21","2015-03"
"86354","ZP02","29","2015-08"
"86354","ZP03","41","2015-06"
"87643","ZP02","7","2015-08"
"87643","ZP03","1","2015-04"
"88180","ZP02","21","2015-07"
"88180","ZP03","26","2015-08"
"89424","ZP02","36","2015-08"
"90133","ZP02","19","2015-08"
"91806","ZP02","9","2015-08"
"91806","ZP03","11","2015-06"
"93422","ZP02","18","2015-08"
"93422","ZP03","9","2015-03"
"93801","ZP02","5","2015-08"
"94113","ZP01","1","2015-05"
"94113","ZP02","75","2015-08"
"95568","ZP02","27","2015-08"
"95568","ZP03","13","2015-05"
"95949","ZP01","2","2015-01"
"96767","ZP03","4","2015-03"
"97660","ZP02","6","2015-07"
"98480","ZP03","3","2015-08"
"98836","ZP02","21","2015-08"
"99358","ZP02","9","2015-06"
"100327","ZP02","46","2015-08"
"101376","ZP01","13","2015-08"
"101376","ZP02","41","2015-08"
"101794","ZP01","1","2015-05"
"102162","ZP03","15","2015-08"
"103329","ZP02","17","2015-04"
"103761","ZP02","12","2015-05"
"103761","ZP03","5","2015-06"
"103861","ZP02","8","2015-08"
"105278","ZP01","29","2015-08"
"105278","ZP02","90","2015-08"
"105278","ZP03","22","2015-03"
"107322","ZP02","10","2015-08"
"107322","ZP03","1","2015-05"
"108561","ZP03","3","2015-03"
"109063","ZP02","35","2015-08"
"109407","ZP02","17","2015-07"
"109407","ZP03","3","2015-08"
"110955","ZP03","2","2015-05"
"111811","ZP03","15","2015-08"
"112192","ZP03","1","2015-03"
"112921","ZP03","11","2015-08"
"113093","ZP02","5","2015-08"
"117062","ZP02","73","2015-06"
"117811","ZP02","11","2015-08"
"117811","ZP03","8","2015-01"
"120268","ZP02","42","2015-08"
"120513","ZP02","2","2015-05"
"121267","ZP02","5","2015-07"
"121387","ZP01","6","2015-08"
"121848","ZP03","7","2015-05"
"122830","ZP01","2","2015-07"
"122967","ZP03","2","2015-07"
"123230","ZP02","2","2015-04"
"123230","ZP03","7","2015-08"
"125284","ZP02","1","2015-01"
"125912","ZP03","5","2015-08"
"127036","ZP02","3","2015-05"
"127036","ZP03","4","2015-08"
"128833","ZP03","5","2015-06"
"128867","ZP02","6","2015-08"
"129419","ZP02","1","2015-07"
"129514","ZP03","5","2015-08"
"129815","ZP02","18","2015-08"
"132716","ZP03","7","2015-08"
"132898","ZP02","12","2015-08"
"133102","ZP02","1","2015-08"
"133215","ZP03","19","2015-07"
"133519","ZP02","14","2015-08"
"133693","ZP02","13","2015-08"
"134110","ZP01","2","2015-01"
"134110","ZP02","32","2015-08"
"134110","ZP03","9","2015-06"
"137677","ZP01","6","2015-07"
"137982","ZP02","4","2015-04"
"141216","ZP02","27","2015-08"
"141216","ZP03","23","2015-08"
"142912","ZP02","23","2015-08"
"142981","ZP02","20","2015-08"
"144094","ZP02","11","2015-08"
"144372","ZP03","6","2015-08"
"145433","ZP02","15","2015-08"
"145433","ZP03","31","2015-08"
"145826","ZP02","43","2015-08"
"145826","ZP03","75","2015-08"
"147829","ZP02","26","2015-08"
"147829","ZP03","6","2015-08"
"147918","ZP03","9","2015-08"
"148829","ZP01","15","2015-07"
"148829","ZP02","9","2015-07"
"149425","ZP01","5","2015-03"
"149425","ZP02","20","2015-08"
"151507","ZP03","2","2015-08"
"152108","ZP02","11","2015-08"
"152130","ZP02","16","2015-08"
"153104","ZP03","34","2015-08"
"153558","ZP02","7","2015-04"
"154972","ZP02","29","2015-08"
"159629","ZP02","4","2015-03"
"162360","ZP03","20","2015-08"
"162866","ZP02","36","2015-08"
"163958","ZP03","22","2015-07"
"165124","ZP03","3","2015-06"
"167682","ZP03","4","2015-04"
"168107","ZP03","10","2015-03"
"170075","ZP01","10","2015-08"
"170075","ZP02","77","2015-08"
"170075","ZP03","36","2015-08"
"170676","ZP01","7","2015-05"
"170676","ZP02","9","2015-06"
"170676","ZP03","9","2015-07"
"171374","ZP03","13","2015-04"
"172599","ZP02","3","2015-08"
"172599","ZP03","8","2015-07"
"174313","ZP03","8","2015-08"
"174701","ZP02","7","2015-05"
"174701","ZP03","8","2015-05"
"175498","ZP03","18","2015-08"
"175568","ZP02","5","2015-04"
"176260","ZP03","2","2015-05"
"178809","ZP02","3","2015-04"
"178809","ZP03","6","2015-07"
"179190","ZP03","25","2015-08"
"179213","ZP03","13","2015-07"
"180137","ZP02","4","2015-03"
"180641","ZP02","14","2015-08"
"180962","ZP03","11","2015-06"
"181700","ZP02","1","2015-06"
"181769","ZP01","2","2015-07"
"181769","ZP03","3","2015-05"
"183200","ZP02","5","2015-04"
"183648","ZP01","1","2015-08"
"183648","ZP02","15","2015-08"
"183648","ZP03","4","2015-07"
"184515","ZP02","2","2015-03"
"184731","ZP02","25","2015-08"
"184855","ZP02","30","2015-08"
"184855","ZP03","21","2015-08"
"185768","ZP02","181","2015-07"
"185859","ZP02","1","2015-06"
"188588","ZP02","117","2015-07"
"189788","ZP01","31","2015-08"
"189788","ZP02","188","2015-08"
"189788","ZP03","79","2015-08"
"190457","ZP02","26","2015-08"
"190457","ZP03","3","2015-08"
"191524","ZP03","3","2015-08"
"195523","ZP02","3","2015-03"
"195807","ZP03","1","2015-03"
"197279","ZP02","7","2015-06"
"199148","ZP03","2","2015-05"
"201673","ZP03","4","2015-01"
"202424","ZP02","7","2015-08"
"203892","ZP02","3","2015-08"
"205537","ZP02","6","2015-08"
"205797","ZP02","3","2015-08"
"206159","ZP01","1","2015-01"
"206159","ZP02","221","2015-08"
"206159","ZP03","83","2015-08"
"207289","ZP02","9","2015-07"
"207868","ZP02","24","2015-08"
"207868","ZP03","21","2015-08"
"208184","ZP02","12","2015-08"
"209800","ZP03","6","2015-08"
"211838","ZP02","1","2015-05"
"212159","ZP03","26","2015-08"
"213425","ZP02","2","2015-01"
"214893","ZP02","60","2015-08"
"214893","ZP03","57","2015-08"
"215128","ZP03","10","2015-05"
"215968","ZP02","68","2015-08"
"216129","ZP01","1","2015-01"
"216129","ZP02","40","2015-08"
"216174","ZP02","70","2015-08"
"216174","ZP03","5","2015-07"
"216234","ZP02","9","2015-07"
"216234","ZP03","5","2015-08"
"216290","ZP01","2","2015-06"
"216290","ZP02","59","2015-07"
"216894","ZP02","16","2015-02"
"216894","ZP03","3","2015-03"
"217590","ZP02","19","2015-08"
"219909","ZP02","15","2015-07"
"219909","ZP03","16","2015-07"
"224166","ZP03","1","2015-06"
"224242","ZP01","5","2015-01"
"224242","ZP02","43","2015-08"
"224242","ZP03","40","2015-08"
"224286","ZP03","18","2015-08"
"224842","ZP02","25","2015-08"
"225375","ZP03","2","2015-08"
"225621","ZP02","48","2015-08"
"225621","ZP03","28","2015-08"
"226044","ZP02","3","2015-08"
"226044","ZP03","4","2015-08"
"226517","ZP02","14","2015-07"
"227266","ZP02","5","2015-08"
"229161","ZP02","3","2015-08"
