EID,WZCODE,RECRNUM,RECDATE,RECRUIT_CNT,RECRUIT_WZCODE_CNT,RECRUIT_RECRNUM_AVG,RECRUIT_RECRNUM_SUM,RECRUIT_RECRNUM_MAX,RECRUIT_RECRNUM_MIN,RECRUIT_FIRST_TIME,RECRUIT_END_TIME
379626.0,['ZP03'],[ 12.],['2015-07'],1,1,12.0,12.0,12.0,12.0,2015-07,2015-07
412398.0,['ZP02' 'ZP03'],[  8.  18.],['2015-02' '2015-08'],2,2,13.0,26.0,18.0,8.0,2015-02,2015-08
379631.0,['ZP03'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
117489.0,['ZP02'],[ 15.],['2015-05'],1,1,15.0,15.0,15.0,15.0,2015-05,2015-05
281331.0,['ZP02'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
379637.0,['ZP02'],[ 6.],['2015-06'],1,1,6.0,6.0,6.0,6.0,2015-06,2015-06
84726.0,['ZP02'],[ 8.],['2015-08'],1,1,8.0,8.0,8.0,8.0,2015-08,2015-08
84725.0,['ZP03' 'ZP02' 'ZP01'],[ 12.  66.  94.],['2015-08' '2015-08' '2015-08'],3,3,57.333333333333336,172.0,94.0,12.0,2015-08,2015-08
215800.0,['ZP01' 'ZP02' 'ZP03'],[ 19.  27.   6.],['2015-08' '2015-08' '2015-08'],3,3,17.333333333333332,52.0,27.0,6.0,2015-08,2015-08
248568.0,['ZP02'],[ 104.],['2015-08'],1,1,104.0,104.0,104.0,104.0,2015-08,2015-08
281338.0,['ZP03' 'ZP01' 'ZP02'],[ 25.65832396  10.          19.        ],['2014-11' '2015-07' '2015-08'],3,3,18.21944131983502,54.65832395950506,25.65832395950506,10.0,2014-11,2015-08
248571.0,['ZP01' 'ZP03'],[ 25.65832396   7.        ],['2014-11' '2015-08'],2,2,16.32916197975253,32.65832395950506,25.65832395950506,7.0,2014-11,2015-08
215804.0,['ZP03'],[ 10.],['2015-08'],1,1,10.0,10.0,10.0,10.0,2015-08,2015-08
215805.0,['ZP01' 'ZP02'],[ 25.65832396  14.        ],['2014-12' '2015-01'],2,2,19.82916197975253,39.65832395950506,25.65832395950506,14.0,2014-12,2015-01
346877.0,['ZP03'],[ 4.],['2015-04'],1,1,4.0,4.0,4.0,4.0,2015-04,2015-04
510717.0,['ZP03'],[ 4.],['2015-06'],1,1,4.0,4.0,4.0,4.0,2015-06,2015-06
314110.0,['ZP03'],[ 20.],['2015-08'],1,1,20.0,20.0,20.0,20.0,2015-08,2015-08
388076.0,['ZP03' 'ZP02'],[ 40.  21.],['2015-08' '2015-08'],2,2,30.5,61.0,40.0,21.0,2015-08,2015-08
117507.0,['ZP02'],[ 52.],['2015-07'],1,1,52.0,52.0,52.0,52.0,2015-07,2015-07
379652.0,['ZP01'],[ 21.],['2015-07'],1,1,21.0,21.0,21.0,21.0,2015-07,2015-07
314118.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
379654.0,['ZP02'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
84742.0,['ZP02'],[ 9.],['2015-03'],1,1,9.0,9.0,9.0,9.0,2015-03,2015-03
183048.0,['ZP03' 'ZP02'],[ 350.  778.],['2015-08' '2015-08'],2,2,564.0,1128.0,778.0,350.0,2015-08,2015-08
368540.0,['ZP02'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
84748.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
281357.0,['ZP02' 'ZP03'],[ 31.  27.],['2015-07' '2015-08'],2,2,29.0,58.0,31.0,27.0,2015-07,2015-08
117516.0,['ZP03' 'ZP02'],[ 40.  30.],['2015-07' '2015-08'],2,2,35.0,70.0,40.0,30.0,2015-07,2015-08
117517.0,['ZP02'],[ 16.],['2015-08'],1,1,16.0,16.0,16.0,16.0,2015-08,2015-08
215824.0,['ZP03'],[ 4.],['2015-04'],1,1,4.0,4.0,4.0,4.0,2015-04,2015-04
445203.0,['ZP01' 'ZP03'],[  4.  41.],['2015-06' '2015-08'],2,2,22.5,45.0,41.0,4.0,2015-06,2015-08
445204.0,['ZP02'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
117524.0,['ZP02' 'ZP01'],[ 18.   1.],['2015-05' '2015-07'],2,2,9.5,19.0,18.0,1.0,2015-05,2015-07
150293.0,['ZP03' 'ZP02'],[ 12.  13.],['2015-06' '2015-07'],2,2,12.5,25.0,13.0,12.0,2015-06,2015-07
19223.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
346904.0,['ZP03' 'ZP01' 'ZP02'],[ 25.65832396   4.          28.        ],['2014-12' '2015-07' '2015-08'],3,3,19.21944131983502,57.65832395950506,28.0,4.0,2014-12,2015-08
477977.0,['ZP02' 'ZP01'],[ 1.  3.],['2015-06' '2015-08'],2,2,2.0,4.0,3.0,1.0,2015-06,2015-08
510743.0,['ZP02'],[ 8.],['2015-08'],1,1,8.0,8.0,8.0,8.0,2015-08,2015-08
477976.0,['ZP03'],[ 8.],['2015-08'],1,1,8.0,8.0,8.0,8.0,2015-08,2015-08
314139.0,['ZP02'],[ 18.],['2015-08'],1,1,18.0,18.0,18.0,18.0,2015-08,2015-08
445215.0,['ZP01'],[ 8.],['2015-03'],1,1,8.0,8.0,8.0,8.0,2015-03,2015-03
281378.0,['ZP02'],[ 59.],['2015-08'],1,1,59.0,59.0,59.0,59.0,2015-08,2015-08
52004.0,['ZP02'],[ 53.],['2015-06'],1,1,53.0,53.0,53.0,53.0,2015-06,2015-06
248613.0,['ZP03' 'ZP02'],[ 25.65832396  25.65832396],['2014-09' '2014-09'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-09,2014-09
412454.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
52007.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
150309.0,['ZP01' 'ZP02'],[ 18.  85.],['2015-07' '2015-08'],2,2,51.5,103.0,85.0,18.0,2015-07,2015-08
215849.0,['ZP01' 'ZP02'],[ 25.65832396  10.        ],['2014-12' '2015-07'],2,2,17.82916197975253,35.65832395950506,25.65832395950506,10.0,2014-12,2015-07
150314.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
19243.0,['ZP03' 'ZP01'],[ 25.65832396  25.65832396],['2014-10' '2014-12'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-10,2014-12
117546.0,['ZP01' 'ZP02' 'ZP03'],[ 22.  88.   8.],['2015-08' '2015-08' '2015-08'],3,3,39.333333333333336,118.0,88.0,8.0,2015-08,2015-08
510765.0,['ZP03'],[ 13.],['2015-08'],1,1,13.0,13.0,13.0,13.0,2015-08,2015-08
314158.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
248623.0,['ZP01' 'ZP03'],[ 25.65832396  11.        ],['2014-10' '2015-03'],2,2,18.32916197975253,36.65832395950506,25.65832395950506,11.0,2014-10,2015-03
117551.0,['ZP03' 'ZP02'],[ 4.  4.],['2015-03' '2015-03'],2,2,4.0,8.0,4.0,4.0,2015-03,2015-03
412468.0,['ZP03'],[ 15.],['2015-08'],1,1,15.0,15.0,15.0,15.0,2015-08,2015-08
248629.0,['ZP03'],[ 23.],['2015-08'],1,1,23.0,23.0,23.0,23.0,2015-08,2015-08
117558.0,['ZP02' 'ZP01' 'ZP03'],[ 19.   2.  37.],['2015-03' '2015-06' '2015-08'],3,3,19.333333333333332,58.0,37.0,2.0,2015-03,2015-08
459730.0,['ZP02'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
150330.0,['ZP02'],[ 38.],['2015-04'],1,1,38.0,38.0,38.0,38.0,2015-04,2015-04
346938.0,['ZP03' 'ZP02'],[ 37.  42.],['2015-08' '2015-08'],2,2,39.5,79.0,42.0,37.0,2015-08,2015-08
183100.0,['ZP03'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
510781.0,['ZP02'],[ 14.],['2015-08'],1,1,14.0,14.0,14.0,14.0,2015-08,2015-08
84803.0,['ZP03'],[ 4.],['2015-03'],1,1,4.0,4.0,4.0,4.0,2015-03,2015-03
248644.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
281413.0,['ZP03'],[ 4.],['2015-07'],1,1,4.0,4.0,4.0,4.0,2015-07,2015-07
379718.0,['ZP01' 'ZP03'],[ 25.65832396  16.        ],['2014-10' '2015-02'],2,2,20.82916197975253,41.65832395950506,25.65832395950506,16.0,2014-10,2015-02
478023.0,['ZP03'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
346952.0,['ZP03' 'ZP02'],[ 25.65832396   4.        ],['2014-11' '2015-07'],2,2,14.82916197975253,29.65832395950506,25.65832395950506,4.0,2014-11,2015-07
412491.0,['ZP01'],[ 1.],['2015-07'],1,1,1.0,1.0,1.0,1.0,2015-07,2015-07
314188.0,['ZP02'],[ 17.],['2015-08'],1,1,17.0,17.0,17.0,17.0,2015-08,2015-08
346958.0,['ZP03' 'ZP02'],[ 25.65832396  49.        ],['2014-09' '2015-08'],2,2,37.32916197975253,74.65832395950505,49.0,25.65832395950506,2014-09,2015-08
84815.0,['ZP02'],[ 17.],['2015-08'],1,1,17.0,17.0,17.0,17.0,2015-08,2015-08
215888.0,['ZP03'],[ 6.],['2015-08'],1,1,6.0,6.0,6.0,6.0,2015-08,2015-08
412495.0,['ZP02'],[ 5.],['2015-08'],1,1,5.0,5.0,5.0,5.0,2015-08,2015-08
183122.0,['ZP01' 'ZP03' 'ZP02'],[ 16.  56.  49.],['2015-04' '2015-08' '2015-08'],3,3,40.333333333333336,121.0,56.0,16.0,2015-04,2015-08
346962.0,['ZP03'],[ 21.],['2015-08'],1,1,21.0,21.0,21.0,21.0,2015-08,2015-08
52053.0,['ZP02' 'ZP01'],[ 1.  4.],['2015-08' '2015-08'],2,2,2.5,5.0,4.0,1.0,2015-08,2015-08
150361.0,['ZP02'],[ 6.],['2015-08'],1,1,6.0,6.0,6.0,6.0,2015-08,2015-08
52059.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
52060.0,['ZP02' 'ZP01' 'ZP03'],[ 6.  6.  2.],['2015-02' '2015-06' '2015-08'],3,3,4.666666666666667,14.0,6.0,2.0,2015-02,2015-08
478045.0,['ZP03' 'ZP02' 'ZP01'],[ 25.65832396  25.65832396   4.        ],['2014-11' '2014-11' '2015-05'],3,3,18.43888263967004,55.31664791901012,25.65832395950506,4.0,2014-11,2015-05
379742.0,['ZP01' 'ZP03' 'ZP02'],[  31.  122.  243.],['2015-07' '2015-08' '2015-08'],3,3,132.0,396.0,243.0,31.0,2015-07,2015-08
281438.0,['ZP03'],[ 14.],['2015-08'],1,1,14.0,14.0,14.0,14.0,2015-08,2015-08
19295.0,['ZP03'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
314203.0,['ZP01' 'ZP02' 'ZP03'],[ 25.  70.  44.],['2015-08' '2015-08' '2015-08'],3,3,46.333333333333336,139.0,70.0,25.0,2015-08,2015-08
84830.0,['ZP03' 'ZP02'],[ 5.  3.],['2015-08' '2015-08'],2,2,4.0,8.0,5.0,3.0,2015-08,2015-08
379747.0,['ZP02' 'ZP03'],[ 25.65832396   8.        ],['2014-09' '2015-04'],2,2,16.82916197975253,33.65832395950506,25.65832395950506,8.0,2014-09,2015-04
117603.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
478056.0,['ZP03'],[ 7.],['2015-08'],1,1,7.0,7.0,7.0,7.0,2015-08,2015-08
379753.0,['ZP03' 'ZP02'],[ 25.65832396  25.65832396],['2014-11' '2014-11'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-11,2014-11
52075.0,['ZP03'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
281452.0,['ZP02'],[ 9.],['2015-08'],1,1,9.0,9.0,9.0,9.0,2015-08,2015-08
412526.0,['ZP02'],[ 9.],['2015-06'],1,1,9.0,9.0,9.0,9.0,2015-06,2015-06
84847.0,['ZP03' 'ZP02'],[ 8.  4.],['2015-07' '2015-07'],2,2,6.0,12.0,8.0,4.0,2015-07,2015-07
478065.0,['ZP02'],[ 36.],['2015-08'],1,1,36.0,36.0,36.0,36.0,2015-08,2015-08
84850.0,['ZP01' 'ZP03'],[  1.  17.],['2015-06' '2015-07'],2,2,9.0,18.0,17.0,1.0,2015-06,2015-07
52083.0,['ZP02' 'ZP01'],[ 25.65832396  25.65832396],['2014-09' '2014-11'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-09,2014-11
19315.0,['ZP03' 'ZP01' 'ZP02'],[ 25.65832396   3.           7.        ],['2014-11' '2015-02' '2015-04'],3,3,11.886107986501687,35.65832395950506,25.65832395950506,3.0,2014-11,2015-04
248691.0,['ZP03' 'ZP02'],[ 9.  6.],['2015-04' '2015-08'],2,2,7.5,15.0,9.0,6.0,2015-04,2015-08
478070.0,['ZP03'],[ 2.],['2015-01'],1,1,2.0,2.0,2.0,2.0,2015-01,2015-01
478071.0,['ZP02'],[ 9.],['2015-04'],1,1,9.0,9.0,9.0,9.0,2015-04,2015-04
379764.0,['ZP02'],[ 24.],['2015-06'],1,1,24.0,24.0,24.0,24.0,2015-06,2015-06
248697.0,['ZP02' 'ZP01' 'ZP03'],[ 25.65832396   4.          11.        ],['2014-10' '2015-08' '2015-08'],3,3,13.552774653168354,40.65832395950506,25.65832395950506,4.0,2014-10,2015-08
248695.0,['ZP02'],[ 4.],['2015-06'],1,1,4.0,4.0,4.0,4.0,2015-06,2015-06
281464.0,['ZP02'],[ 21.],['2015-08'],1,1,21.0,21.0,21.0,21.0,2015-08,2015-08
248707.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
117635.0,['ZP03'],[ 12.],['2015-08'],1,1,12.0,12.0,12.0,12.0,2015-08,2015-08
314245.0,['ZP03' 'ZP02'],[  3.  29.],['2015-03' '2015-05'],2,2,16.0,32.0,29.0,3.0,2015-03,2015-05
510855.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
238307.0,['ZP03' 'ZP02'],[ 14.  17.],['2015-08' '2015-08'],2,2,15.5,31.0,17.0,14.0,2015-08,2015-08
117643.0,['ZP02'],[ 27.],['2015-03'],1,1,27.0,27.0,27.0,27.0,2015-03,2015-03
19342.0,['ZP02'],[ 1.],['2015-04'],1,1,1.0,1.0,1.0,1.0,2015-04,2015-04
314255.0,['ZP01'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
314256.0,['ZP01' 'ZP03' 'ZP02'],[  9.  43.   4.],['2015-06' '2015-08' '2015-08'],3,3,18.666666666666668,56.0,43.0,4.0,2015-06,2015-08
84879.0,['ZP03'],[ 15.],['2015-07'],1,1,15.0,15.0,15.0,15.0,2015-07,2015-07
510863.0,['ZP02'],[ 17.],['2015-08'],1,1,17.0,17.0,17.0,17.0,2015-08,2015-08
347027.0,['ZP01'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
52116.0,['ZP03'],[ 7.],['2015-08'],1,1,7.0,7.0,7.0,7.0,2015-08,2015-08
19349.0,['ZP02' 'ZP03'],[ 25.65832396   4.        ],['2014-09' '2015-04'],2,2,14.82916197975253,29.65832395950506,25.65832395950506,4.0,2014-09,2015-04
117653.0,['ZP02'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
183193.0,['ZP02'],[ 5.],['2015-07'],1,1,5.0,5.0,5.0,5.0,2015-07,2015-07
212259.0,['ZP02' 'ZP03'],[ 69.  52.],['2015-08' '2015-08'],2,2,60.5,121.0,69.0,52.0,2015-08,2015-08
445339.0,['ZP01' 'ZP02'],[ 25.65832396   1.        ],['2014-10' '2015-01'],2,2,13.32916197975253,26.65832395950506,25.65832395950506,1.0,2014-10,2015-01
394621.0,['ZP03'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
445343.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
215968.0,['ZP01' 'ZP02'],[ 25.65832396  68.        ],['2014-09' '2015-08'],2,2,46.82916197975253,93.65832395950505,68.0,25.65832395950506,2014-09,2015-08
183200.0,['ZP02'],[ 5.],['2015-04'],1,1,5.0,5.0,5.0,5.0,2015-04,2015-04
117666.0,['ZP03'],[ 1.],['2015-03'],1,1,1.0,1.0,1.0,1.0,2015-03,2015-03
314271.0,['ZP02'],[ 7.],['2015-05'],1,1,7.0,7.0,7.0,7.0,2015-05,2015-05
478113.0,['ZP02'],[ 7.],['2015-07'],1,1,7.0,7.0,7.0,7.0,2015-07,2015-07
84901.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
478118.0,['ZP03' 'ZP02' 'ZP01'],[  2.  13.  22.],['2015-01' '2015-08' '2015-08'],3,3,12.333333333333334,37.0,22.0,2.0,2015-01,2015-08
412583.0,['ZP03'],[ 13.],['2015-08'],1,1,13.0,13.0,13.0,13.0,2015-08,2015-08
347048.0,['ZP02' 'ZP03'],[ 3.  4.],['2015-01' '2015-06'],2,2,3.5,7.0,4.0,3.0,2015-01,2015-06
52137.0,['ZP02'],[ 2.],['2015-07'],1,1,2.0,2.0,2.0,2.0,2015-07,2015-07
248740.0,['ZP02'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
117675.0,['ZP02'],[ 9.],['2015-08'],1,1,9.0,9.0,9.0,9.0,2015-08,2015-08
314284.0,['ZP02' 'ZP03'],[ 25.65832396   4.        ],['2014-10' '2015-08'],2,2,14.82916197975253,29.65832395950506,25.65832395950506,4.0,2014-10,2015-08
248749.0,['ZP02'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
314286.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
510896.0,['ZP03' 'ZP02'],[ 25.65832396  23.        ],['2014-09' '2015-08'],2,2,24.32916197975253,48.65832395950506,25.65832395950506,23.0,2014-09,2015-08
150448.0,['ZP01' 'ZP02'],[ 3.  1.],['2015-05' '2015-06'],2,2,2.0,4.0,3.0,1.0,2015-05,2015-06
379825.0,['ZP02' 'ZP03'],[  5.  22.],['2015-08' '2015-08'],2,2,13.5,27.0,22.0,5.0,2015-08,2015-08
445363.0,['ZP02'],[ 4.],['2015-04'],1,1,4.0,4.0,4.0,4.0,2015-04,2015-04
478132.0,['ZP03'],[ 1.],['2015-04'],1,1,1.0,1.0,1.0,1.0,2015-04,2015-04
314290.0,['ZP02'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
183224.0,['ZP01'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
314297.0,['ZP03' 'ZP02'],[ 25.65832396  30.        ],['2014-09' '2015-08'],2,2,27.82916197975253,55.65832395950506,30.0,25.65832395950506,2014-09,2015-08
84920.0,['ZP03' 'ZP02'],[ 25.65832396  23.        ],['2014-12' '2015-03'],2,2,24.32916197975253,48.65832395950506,25.65832395950506,23.0,2014-12,2015-03
347066.0,['ZP02'],[ 1.],['2015-04'],1,1,1.0,1.0,1.0,1.0,2015-04,2015-04
150459.0,['ZP02' 'ZP03'],[ 10.   6.],['2015-07' '2015-08'],2,2,8.0,16.0,10.0,6.0,2015-07,2015-08
347069.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
117694.0,['ZP02'],[ 7.],['2015-01'],1,1,7.0,7.0,7.0,7.0,2015-01,2015-01
150463.0,['ZP02'],[ 5.],['2015-08'],1,1,5.0,5.0,5.0,5.0,2015-08,2015-08
248768.0,['ZP02'],[ 15.],['2015-06'],1,1,15.0,15.0,15.0,15.0,2015-06,2015-06
216002.0,['ZP01' 'ZP02'],[ 25.65832396   7.        ],['2014-12' '2015-03'],2,2,16.32916197975253,32.65832395950506,25.65832395950506,7.0,2014-12,2015-03
19395.0,['ZP02' 'ZP01'],[ 19.  21.],['2015-07' '2015-08'],2,2,20.0,40.0,21.0,19.0,2015-07,2015-08
248772.0,['ZP02'],[ 60.],['2015-08'],1,1,60.0,60.0,60.0,60.0,2015-08,2015-08
150469.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
248773.0,['ZP02'],[ 13.],['2015-01'],1,1,13.0,13.0,13.0,13.0,2015-01,2015-01
445381.0,['ZP03' 'ZP02'],[ 3.  2.],['2015-07' '2015-08'],2,2,2.5,5.0,3.0,2.0,2015-07,2015-08
314312.0,['ZP03' 'ZP01'],[ 25.65832396  25.65832396],['2014-09' '2014-12'],2,2,25.65832395950506,51.31664791901012,25.65832395950506,25.65832395950506,2014-09,2014-12
84937.0,['ZP01'],[ 13.],['2015-08'],1,1,13.0,13.0,13.0,13.0,2015-08,2015-08
412618.0,['ZP01' 'ZP03'],[ 25.65832396   7.        ],['2014-12' '2015-01'],2,2,16.32916197975253,32.65832395950506,25.65832395950506,7.0,2014-12,2015-01
216009.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
445383.0,['ZP02' 'ZP01'],[ 19.  21.],['2015-08' '2015-08'],2,2,20.0,40.0,21.0,19.0,2015-08,2015-08
478157.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
347079.0,['ZP03'],[ 8.],['2015-08'],1,1,8.0,8.0,8.0,8.0,2015-08,2015-08
248782.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
478156.0,['ZP02'],[ 5.],['2015-08'],1,1,5.0,5.0,5.0,5.0,2015-08,2015-08
117713.0,['ZP01'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
510930.0,['ZP03' 'ZP01'],[ 25.65832396   1.        ],['2014-10' '2015-07'],2,2,13.32916197975253,26.65832395950506,25.65832395950506,1.0,2014-10,2015-07
183251.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
216017.0,['ZP03'],[ 6.],['2015-04'],1,1,6.0,6.0,6.0,6.0,2015-04,2015-04
150482.0,['ZP02'],[ 1.],['2015-04'],1,1,1.0,1.0,1.0,1.0,2015-04,2015-04
510932.0,['ZP02'],[ 27.],['2015-08'],1,1,27.0,27.0,27.0,27.0,2015-08,2015-08
183255.0,['ZP02'],[ 1.],['2015-02'],1,1,1.0,1.0,1.0,1.0,2015-02,2015-02
248792.0,['ZP03'],[ 2.],['2015-01'],1,1,2.0,2.0,2.0,2.0,2015-01,2015-01
379865.0,['ZP01' 'ZP02'],[ 25.65832396   2.        ],['2014-09' '2015-07'],2,2,13.82916197975253,27.65832395950506,25.65832395950506,2.0,2014-09,2015-07
117719.0,['ZP02'],[ 28.],['2015-08'],1,1,28.0,28.0,28.0,28.0,2015-08,2015-08
347100.0,['ZP03' 'ZP02'],[  1.  14.],['2015-08' '2015-08'],2,2,7.5,15.0,14.0,1.0,2015-08,2015-08
379869.0,['ZP02'],[ 1.],['2015-01'],1,1,1.0,1.0,1.0,1.0,2015-01,2015-01
150494.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
150493.0,['ZP03'],[ 26.],['2015-08'],1,1,26.0,26.0,26.0,26.0,2015-08,2015-08
150492.0,['ZP02'],[ 22.],['2015-08'],1,1,22.0,22.0,22.0,22.0,2015-08,2015-08
412641.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
314338.0,['ZP02' 'ZP01'],[ 3.  1.],['2015-06' '2015-08'],2,2,2.0,4.0,3.0,1.0,2015-06,2015-08
248810.0,['ZP02'],[ 9.],['2015-05'],1,1,9.0,9.0,9.0,9.0,2015-05,2015-05
183276.0,['ZP03'],[ 6.],['2015-04'],1,1,6.0,6.0,6.0,6.0,2015-04,2015-04
117740.0,['ZP02'],[ 9.],['2015-05'],1,1,9.0,9.0,9.0,9.0,2015-05,2015-05
379886.0,['ZP02' 'ZP03' 'ZP01'],[ 8.  1.  4.],['2015-04' '2015-05' '2015-08'],3,3,4.333333333333333,13.0,8.0,1.0,2015-04,2015-08
445421.0,['ZP03' 'ZP02'],[ 17.   3.],['2015-07' '2015-08'],2,2,10.0,20.0,17.0,3.0,2015-07,2015-08
478194.0,['ZP02' 'ZP03'],[ 1.  5.],['2015-04' '2015-08'],2,2,3.0,6.0,5.0,1.0,2015-04,2015-08
216051.0,['ZP03' 'ZP02' 'ZP01'],[ 30.  36.  23.],['2015-08' '2015-08' '2015-08'],3,3,29.666666666666668,89.0,36.0,23.0,2015-08,2015-08
52212.0,['ZP02'],[ 24.],['2015-08'],1,1,24.0,24.0,24.0,24.0,2015-08,2015-08
314359.0,['ZP02'],[ 138.],['2015-08'],1,1,138.0,138.0,138.0,138.0,2015-08,2015-08
183289.0,['ZP01' 'ZP02'],[ 25.65832396  14.        ],['2014-10' '2015-06'],2,2,19.82916197975253,39.65832395950506,25.65832395950506,14.0,2014-10,2015-06
510971.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
314364.0,['ZP02'],[ 6.],['2015-07'],1,1,6.0,6.0,6.0,6.0,2015-07,2015-07
216061.0,['ZP03'],[ 15.],['2015-08'],1,1,15.0,15.0,15.0,15.0,2015-08,2015-08
248831.0,['ZP02'],[ 5.],['2015-02'],1,1,5.0,5.0,5.0,5.0,2015-02,2015-02
281600.0,['ZP02'],[ 24.],['2015-08'],1,1,24.0,24.0,24.0,24.0,2015-08,2015-08
84994.0,['ZP03' 'ZP02' 'ZP01'],[ 6.  2.  1.],['2015-03' '2015-05' '2015-05'],3,3,3.0,9.0,6.0,1.0,2015-03,2015-05
216067.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
