"EID","TYPECODE","DJDATE","IFHOME"
"63961","4035081","2014-03","0"
"63961","5500799","2015-07","0"
"63961","3987775","2014-01","0"
"63961","5347166","2015-05","0"
"63961","4862459","2014-12","0"
"63961","5333185","2015-05","0"
"63961","5742614","2015-08","0"
"63961","5203493","2015-04","0"
"63961","4284558","2014-06","0"
"63961","4819034","2014-12","0"
"63961","4092109","2014-04","0"
"63961","5558380","2015-07","0"
"63961","4453616","2014-08","0"
"63961","4479028","2014-08","0"
"63961","5558383","2015-07","0"
"63961","3967119","2014-01","0"
"63961","4924270","2015-01","0"
"63961","5351162","2015-05","0"
"63961","4486482","2014-08","0"
"63961","5671270","2015-08","0"
"63961","5443666","2015-06","0"
"63961","4254216","2014-06","0"
"63961","4813566","2014-12","0"
"63961","4746129","2014-11","0"
"63961","4422788","2014-08","0"
"63961","3966730","2014-01","0"
"63961","5438858","2015-06","0"
"63961","5033910","2015-03","0"
"63961","4465430","2014-08","0"
"63961","4764452","2014-11","0"
"63961","5750425","2015-08","0"
"63961","3978761","2014-01","0"
"63961","5567736","2015-07","0"
"63961","4659680","2014-10","0"
"63961","4664910","2014-10","0"
"63961","4097416","2014-04","0"
"63961","4276886","2014-06","0"
"63961","4716507","2014-11","0"
"63961","5781574","2015-08","0"
"63961","5664305","2015-08","0"
"63961","4710833","2014-11","0"
"63961","5142536","2015-03","0"
"63961","4708369","2014-11","0"
"63961","4897433","2014-12","0"
"63961","4137393","2014-04","0"
"63961","5508587","2015-07","0"
"63961","3987262","2014-01","0"
"63961","5508636","2015-07","0"
"63961","4923393","2015-01","0"
"63961","4245564","2014-06","0"
"63961","3141154","2013-11","0"
"63961","4227782","2014-06","0"
"63961","4612726","2014-10","0"
"63961","4171925","2014-05","0"
"64305","4381003","2014-07","0"
"69722","3229842","2013-12","1"
"69722","4396649","2014-07","1"
"69722","4869903","2014-12","1"
"69722","3979956","2014-01","1"
"69722","3979963","2014-01","1"
"69722","4895002","2014-12","1"
"83020","3168935","2013-12","1"
"83020","3026702","2013-09","1"
"83020","3004401","2013-09","1"
"83020","5403018","2015-06","1"
"83020","4879799","2014-12","1"
"83020","4586628","2014-09","1"
"83020","5337582","2015-05","1"
"83020","4879708","2014-12","1"
"83020","4403397","2014-07","1"
"83020","4403394","2014-07","1"
"83020","4749835","2014-11","1"
"83020","4879825","2014-12","1"
"83020","4663188","2014-10","1"
"83020","4879803","2014-12","1"
"83020","4879699","2014-12","1"
"83020","5353719","2015-05","1"
"83020","4447674","2014-08","1"
"83020","4071279","2014-03","1"
"83020","4737225","2014-11","1"
"83020","4586623","2014-09","1"
"83020","4463606","2014-08","1"
"83020","5169401","2015-04","1"
"83020","4879506","2014-12","1"
"83020","4883957","2014-12","1"
"83020","4883954","2014-12","1"
"83020","4883860","2014-12","1"
"84506","4135340","2014-04","0"
"85105","4475187","2014-08","0"
"85105","5493455","2015-07","0"
"85105","5225098","2015-04","1"
"85105","5237304","2015-04","0"
"85105","4192122","2014-05","0"
"85105","4443158","2014-08","0"
"85105","4517887","2014-09","0"
"85105","4443006","2014-08","0"
"85105","4440097","2014-08","0"
"85105","4413017","2014-08","0"
"85105","4371519","2014-07","1"
"85105","5607731","2015-07","0"
"85105","4463958","2014-08","1"
"85105","5725072","2015-08","0"
"85105","4340109","2014-07","1"
"85105","5473752","2015-06","1"
"85105","4194572","2014-05","0"
"85105","5384790","2015-06","1"
"99461","3184609","2013-12","1"
"99957","3030194","2013-09","0"
"104267","4466013","2014-08","1"
"105072","4532505","2014-09","1"
"105072","4028802","2014-02","1"
"105072","5294686","2015-05","1"
"105072","4412360","2014-08","1"
"105072","4249926","2014-06","1"
"105072","4105504","2014-04","1"
"105252","5644223","2015-07","0"
"106436","3212738","2013-12","1"
"106436","4737948","2014-11","1"
"106436","4018404","2014-02","1"
"112986","3162984","2013-11","1"
"112986","5492855","2015-07","1"
"113482","3980005","2014-01","0"
"113592","5494253","2015-07","1"
"114797","3074363","2013-10","0"
"114797","2987328","2013-09","0"
"114797","3233431","2013-12","1"
"114797","3231671","2013-12","0"
"114797","5303698","2015-05","0"
"114797","4107109","2014-04","0"
"114797","4671829","2014-10","0"
"114797","4032936","2014-02","0"
"114797","4205464","2014-04","0"
"114797","5100646","2015-03","0"
"114797","4791221","2014-12","0"
"114797","5130790","2015-03","0"
"114797","4327498","2014-07","0"
"114797","4104027","2014-04","0"
"114797","4259594","2014-06","0"
"114797","3994736","2014-01","0"
"122532","3112432","2013-11","0"
"122532","4218361","2014-06","0"
"126034","3164068","2013-11","1"
"126034","3112916","2013-11","1"
"126034","3040752","2013-10","1"
"126034","3164078","2013-11","1"
"126034","3209870","2013-12","1"
"126034","3239693","2013-12","1"
"126034","3026462","2013-09","1"
"126034","3241725","2013-12","1"
"126034","3061445","2013-10","1"
"126034","3210508","2013-12","1"
"126034","3173755","2013-12","1"
"126034","3174455","2013-12","1"
"126034","3173203","2013-12","1"
"126034","3125775","2013-11","1"
"126034","3105180","2013-11","1"
"126034","3101192","2013-11","1"
"126034","3116841","2013-11","1"
"126034","3164379","2013-11","1"
"126034","3183189","2013-12","1"
"126034","3021455","2013-09","1"
"126034","3188077","2013-12","1"
"126034","3187439","2013-12","1"
"126034","3172095","2013-11","1"
"126034","3168341","2013-11","1"
"126034","3088535","2013-10","1"
"126034","3137013","2013-11","1"
"126034","3187440","2013-12","1"
"126034","3188839","2013-12","1"
"126034","3187578","2013-12","1"
"126034","2999949","2013-09","1"
"126034","3210403","2013-12","1"
"126034","3182755","2013-12","1"
"126034","3060598","2013-10","1"
"126034","3091219","2013-10","1"
"126034","3171869","2013-11","1"
"126034","3182739","2013-12","1"
"126034","3057318","2013-10","1"
"126034","3233203","2013-12","1"
"126034","3163521","2013-11","1"
"126034","3064048","2013-10","1"
"126034","3176955","2013-12","1"
"126034","3184103","2013-12","1"
"126034","3106609","2013-11","1"
"126034","3132902","2013-11","1"
"126034","3085970","2013-10","1"
"126034","3075955","2013-10","1"
"126034","3104947","2013-11","1"
"126034","3137025","2013-11","1"
"126034","3173341","2013-12","1"
"126034","3121916","2013-11","1"
"126034","3168203","2013-11","1"
"126034","3064437","2013-10","1"
"126034","4407719","2014-07","1"
"126034","3994119","2014-01","1"
"126034","4151201","2014-05","1"
"126034","4103654","2014-04","1"
"126034","4125820","2014-04","1"
"126034","4205081","2014-05","1"
"126034","4535937","2014-09","1"
"126034","4239489","2014-06","1"
"126034","3993993","2014-01","1"
"126034","4205395","2014-04","1"
"126034","4198025","2014-05","1"
"126034","4535267","2014-09","1"
"126034","4279830","2014-06","1"
"126034","4351263","2014-07","1"
"126034","4527543","2014-09","1"
"126034","4208946","2014-04","1"
"126034","4443039","2014-08","1"
"126034","4125822","2014-04","1"
"126034","4107271","2014-04","1"
"126034","3136192","2013-11","1"
"126034","4132579","2014-04","1"
"127523","3210055","2013-12","0"
"127523","3142699","2013-11","0"
"127523","4401435","2014-07","0"
"127523","5515570","2015-07","0"
"129311","5035263","2015-03","0"
"129311","5037969","2015-03","0"
"129311","3229842","2013-12","1"
"130616","4313067","2014-07","0"
"130616","4807078","2014-12","1"
"130616","5275499","2015-05","0"
"132157","3160818","2013-11","1"
"132157","4771672","2014-11","1"
"132157","4505523","2014-09","1"
"132157","3060426","2013-10","0"
"132157","4923895","2015-01","1"
"133906","4791423","2014-12","1"
"141220","3242672","2013-12","1"
"141220","3171090","2013-11","1"
"141220","4615042","2014-10","1"
"141220","5224410","2015-04","1"
"141220","4584961","2014-09","1"
"141220","5494678","2015-07","1"
"141220","5595350","2015-07","1"
"141220","4489974","2014-08","1"
"141779","5614921","2015-07","0"
"141779","5615361","2015-07","0"
"141779","4873018","2014-12","0"
"141779","5430087","2015-06","0"
"141779","4834414","2014-12","0"
"141779","4821186","2014-12","0"
"143386","4181972","2014-05","1"
"146195","4229691","2014-06","1"
"148923","5339896","2015-05","0"
"149103","4026019","2014-02","1"
"153938","3135872","2013-11","0"
"153938","3233199","2013-12","0"
"153938","4960966","2015-01","0"
"153938","5134739","2015-03","1"
"153938","3135872","2013-11","0"
"153938","3233199","2013-12","0"
"153938","4960966","2015-01","0"
"153938","5134739","2015-03","1"
"155068","5257293","2015-05","0"
"155068","5601098","2015-07","0"
"155068","3140829","2013-11","0"
"155068","5208323","2015-04","0"
"155068","4766171","2014-11","1"
"155068","4395132","2014-07","0"
"155068","4010383","2014-02","0"
"155068","4870325","2014-12","0"
"155068","5479584","2015-06","0"
"155068","5603877","2015-07","0"
"155068","4587024","2014-09","1"
"155068","4758644","2014-11","0"
"155068","4766180","2014-11","1"
"155634","5782751","2015-08","0"
"159445","3190785","2013-12","0"
"159445","5188830","2015-04","0"
"159445","3114150","2013-11","0"
"159445","4987677","2015-02","0"
"159445","5039638","2015-03","0"
"159445","4322860","2014-07","0"
"159445","4737362","2014-11","1"
"159445","5066710","2015-03","0"
"159445","4928498","2015-01","0"
"159445","4837126","2014-12","0"
"159445","5424149","2015-06","1"
"159445","5424257","2015-06","1"
"159445","4243808","2014-06","0"
"159445","5476996","2015-06","0"
"159445","4840280","2014-12","0"
"159445","5424145","2015-06","1"
"159445","4923260","2015-01","0"
"159445","4536868","2014-09","1"
"159445","5473108","2015-06","0"
"159445","5466189","2015-06","1"
"159445","4238511","2014-06","0"
"159445","5217111","2015-04","1"
"159445","4308326","2014-07","0"
"159445","4468708","2014-08","0"
"159445","5725173","2015-08","1"
"159445","5779038","2015-08","1"
"159445","5377228","2015-06","0"
"159445","5536816","2015-07","0"
"159445","4186884","2014-05","0"
"159445","4892119","2014-12","0"
"162856","5785971","2015-08","0"
"163173","3002895","2013-09","0"
"163173","5620350","2015-07","0"
"163475","3977559","2014-01","1"
"163475","3977546","2014-01","1"
"163475","4257276","2014-06","1"
"163475","5534081","2015-07","1"
"163475","5534078","2015-07","1"
"163475","4300532","2014-06","0"
"174040","3228258","2013-12","1"
"174372","5534080","2015-07","1"
"176207","2976410","2013-09","1"
"176207","3227898","2013-12","1"
"176207","3111634","2013-11","1"
"176207","3193644","2013-12","1"
"176207","3140172","2013-11","1"
"176207","3171133","2013-11","1"
"176207","2989408","2013-09","1"
"176207","3216584","2013-12","1"
"176207","3116851","2013-11","1"
"176207","3166973","2013-11","1"
"176207","2975078","2013-09","1"
"176207","3164141","2013-11","1"
"176207","3167975","2013-11","1"
"176207","3107113","2013-11","1"
"176207","3110253","2013-11","1"
"176207","4521844","2014-09","1"
"176207","4106636","2014-04","1"
"176207","5132240","2015-03","1"
"176207","4541657","2014-09","1"
"176207","4866890","2014-12","1"
"176207","4126285","2014-04","1"
"176207","4790833","2014-12","1"
"176207","4020322","2014-02","1"
"176207","4102724","2014-04","1"
"176207","4239495","2014-06","1"
"176207","4002811","2014-01","1"
"176207","5009108","2015-02","1"
"176207","5158328","2015-04","1"
"176207","4585823","2014-09","1"
"176207","4773030","2014-11","1"
"176207","4205186","2014-05","1"
"176207","4693478","2014-11","1"
"176207","4552522","2014-09","1"
"176207","4107294","2014-04","1"
"176207","4239496","2014-06","1"
"176207","4872685","2014-12","1"
"176207","4761430","2014-11","1"
"176207","4210991","2014-05","1"
"176207","4206099","2014-04","1"
"176207","5089527","2015-03","1"
"176207","5361026","2015-06","1"
"176207","5190149","2015-04","1"
"176207","4279460","2014-06","1"
"176207","4240123","2014-06","1"
"176207","4693482","2014-11","1"
"176207","4561142","2014-09","1"
"176207","4968015","2015-01","1"
"176207","4968016","2015-01","1"
"176207","4443370","2014-08","1"
"176207","5459586","2015-06","0"
"176207","5511148","2015-07","1"
"176207","5499359","2015-07","1"
"176207","4768990","2014-11","1"
"176207","4126301","2014-04","1"
"176207","4023517","2014-02","1"
"176207","4199311","2014-05","1"
"176207","4684672","2014-10","1"
"176207","5305917","2015-05","1"
"176207","4866202","2014-12","1"
"176207","5177822","2015-04","1"
"176207","4825584","2014-12","1"
"176207","4101175","2014-04","1"
"176207","5194112","2015-04","1"
"176207","4725434","2014-11","1"
"176207","4104120","2014-04","1"
"176207","4703587","2014-11","1"
"176207","4592723","2014-09","1"
"176207","3162561","2013-11","1"
"176207","4198113","2014-05","1"
"176207","4856900","2014-12","1"
"181913","5675132","2015-08","0"
"181913","5735936","2015-08","0"
"185097","3197348","2013-12","0"
"185097","3107432","2013-11","0"
"185097","3045582","2013-10","0"
"185097","3988983","2014-01","0"
"186116","4495424","2014-08","1"
"187026","5608639","2015-07","1"
"189017","4302029","2014-07","0"
"195613","5636288","2015-07","1"
"195613","5230751","2015-04","0"
"212975","4731338","2014-11","1"
"214314","5229689","2015-04","1"
"219291","4851593","2014-12","0"
"219291","4731074","2014-11","0"
"222228","5640929","2015-07","0"
"222228","3139374","2013-11","1"
"222228","3035081","2013-09","0"
"222228","2992993","2013-09","1"
"222228","3038004","2013-09","0"
"222228","3018333","2013-09","1"
"222228","3168513","2013-12","0"
"222228","3229842","2013-12","1"
"222228","3126008","2013-11","0"
"222228","5136203","2015-03","1"
"222228","4384884","2014-07","0"
"222228","4961568","2015-01","0"
"222228","4396649","2014-07","1"
"222228","4896325","2014-12","0"
"222228","4073768","2014-03","0"
"222228","4175646","2014-05","1"
"222228","5180635","2015-04","1"
"222228","4087151","2014-04","0"
"222228","4163626","2014-05","0"
"222228","4523679","2014-09","0"
"222228","3979963","2014-01","1"
"222228","4873607","2014-12","0"
"222228","4641008","2014-10","1"
"222228","4188317","2014-05","1"
"222228","4488277","2014-08","0"
"222228","4392985","2014-07","1"
"222228","4119626","2014-04","1"
"222228","5198581","2015-04","1"
"222228","4396874","2014-07","1"
"222228","3982160","2014-01","0"
"222228","5487130","2015-06","1"
"222228","4097721","2014-04","1"
"222228","4641424","2014-10","1"
"222228","4367251","2014-07","0"
"222228","4159958","2014-05","1"
"222228","5120755","2015-03","0"
"222228","4895002","2014-12","1"
"222228","4972232","2015-01","0"
"222228","4543797","2014-09","0"
"222228","4747989","2014-11","1"
"222228","4188678","2014-05","0"
"222228","3979956","2014-01","1"
"225594","4895002","2014-12","1"
"226081","4270696","2014-06","0"
"226081","4270785","2014-06","0"
"226081","5135152","2015-03","0"
"226081","5694962","2015-08","0"
"226081","5200986","2015-04","0"
"226505","4098472","2014-04","1"
"229410","4597052","2014-09","1"
"231693","3086655","2013-10","1"
"231693","3182329","2013-12","1"
"231693","3010779","2013-09","1"
"231693","3104832","2013-11","1"
"231693","3016804","2013-09","1"
"231693","2980560","2013-09","1"
"231693","3015065","2013-09","1"
"231693","3082205","2013-10","1"
"231693","3014847","2013-09","1"
"231693","3233261","2013-12","1"
"231693","3210474","2013-12","1"
"231693","3087935","2013-10","1"
"231693","3200016","2013-12","1"
"231693","3217634","2013-12","1"
"231693","3182327","2013-12","1"
"231693","3104457","2013-11","1"
"231693","3079231","2013-10","1"
"231693","3196009","2013-12","1"
"231693","3209280","2013-12","1"
"231693","3163814","2013-11","1"
"231693","3200018","2013-12","1"
"231693","3016827","2013-09","1"
"231693","3090650","2013-10","1"
"231693","2977218","2013-09","1"
"231693","3200033","2013-12","1"
"231693","3026315","2013-09","1"
"231693","3065069","2013-10","1"
"231693","3027990","2013-09","1"
"231693","3209114","2013-12","1"
"231693","3239650","2013-12","1"
"231693","3188878","2013-12","1"
"231693","2985181","2013-09","1"
"231693","3026317","2013-09","1"
"231693","2983343","2013-09","1"
"231693","3200215","2013-12","1"
"231693","3163860","2013-11","1"
"231693","3184171","2013-12","1"
"231693","3216886","2013-12","1"
"231693","3171349","2013-11","1"
"231693","3171400","2013-11","1"
"231693","3241943","2013-12","1"
"231693","3012471","2013-09","1"
"231693","3113199","2013-11","1"
"231693","3182907","2013-12","1"
"231693","3170862","2013-11","1"
"231693","3015588","2013-09","1"
"231693","3104576","2013-11","1"
"231693","3187021","2013-12","1"
"231693","3011864","2013-09","1"
"231693","3183867","2013-12","1"
"231693","3210401","2013-12","1"
"231693","2978013","2013-09","1"
"231693","3016835","2013-09","1"
"231693","3010769","2013-09","1"
"231693","3044140","2013-10","1"
"231693","3032910","2013-09","1"
"231693","3140203","2013-11","1"
"231693","3013323","2013-09","1"
"231693","3018645","2013-09","1"
"231693","3217135","2013-12","1"
"231693","3066066","2013-10","1"
"231693","4984471","2015-02","1"
"231693","4804230","2014-12","1"
"231693","4197841","2014-05","1"
"231693","4210954","2014-05","1"
"231693","4810095","2014-12","1"
"231693","5104498","2015-03","1"
"231693","5324549","2015-05","1"
"231693","4107456","2014-04","1"
"231693","4306923","2014-07","1"
"231693","4860878","2014-12","1"
"231693","4750641","2014-11","1"
"231693","4766968","2014-11","1"
"231693","4106950","2014-04","1"
"231693","4644896","2014-10","1"
"231693","4107205","2014-04","1"
"231693","4821211","2014-12","1"
"231693","4131502","2014-04","1"
"231693","4312166","2014-07","1"
"231693","4307444","2014-07","1"
"231693","4804244","2014-12","1"
"231693","4837113","2014-12","1"
"231693","4840338","2014-12","1"
"231693","3998553","2014-01","1"
"231693","4261761","2014-06","1"
"231693","4506029","2014-09","1"
"231693","4683791","2014-10","1"
"231693","4874184","2014-12","1"
"231693","4106813","2014-04","1"
"231693","4125863","2014-04","1"
"231693","4375788","2014-07","1"
"231693","4466610","2014-08","1"
"231693","4795641","2014-12","1"
"231693","4103220","2014-04","1"
"231693","4461853","2014-08","1"
"231693","4607201","2014-10","1"
"231693","4982943","2015-02","1"
"231693","4553883","2014-09","1"
"231693","3994090","2014-01","1"
"231693","4789044","2014-11","1"
"231693","4303959","2014-07","1"
"231693","4792775","2014-12","1"
"231693","4981362","2015-02","1"
"231693","4326760","2014-07","1"
"231693","4779609","2014-11","1"
"231693","4849749","2014-12","1"
"231693","4197849","2014-05","0"
"231693","4309354","2014-07","1"
"231693","4125995","2014-04","1"
"231693","4865239","2014-12","1"
"231693","4742544","2014-11","1"
"231693","4375043","2014-07","1"
"231693","4142826","2014-05","1"
"231693","4205311","2014-05","1"
"231693","5511037","2015-07","1"
"231693","4804246","2014-12","1"
"231693","4822101","2014-12","1"
"231693","3994552","2014-01","1"
"231693","4018218","2014-02","1"
"231693","4126163","2014-04","1"
"231693","4396283","2014-07","1"
"231693","5080760","2015-03","1"
"231693","4542589","2014-09","1"
"231693","5337825","2015-05","1"
"231693","4106235","2014-04","1"
"231693","4761632","2014-11","1"
"231693","4240248","2014-06","1"
"231693","4810104","2014-12","1"
"231693","4375607","2014-07","1"
"231693","4153596","2014-05","1"
"231693","4534954","2014-09","1"
"231693","4017159","2014-02","1"
"231693","4804256","2014-12","1"
"231693","5632579","2015-07","1"
"231693","4197484","2014-05","1"
"231693","4103402","2014-04","1"
"231693","4801028","2014-12","1"
"231693","4847059","2014-12","1"
"231693","4210988","2014-05","1"
"231693","4864051","2014-12","1"
"231693","5104031","2015-03","1"
"231693","4553892","2014-09","0"
"231693","4932539","2015-01","1"
"231693","4304095","2014-07","1"
"231693","4670128","2014-10","1"
"231693","4104284","2014-04","1"
"231693","4198497","2014-05","1"
"231693","4837114","2014-12","1"
"231693","5499008","2015-07","1"
"231693","4804251","2014-12","1"
"231693","4330306","2014-07","1"
"231693","4864989","2014-12","1"
"231693","5214108","2015-04","1"
"231693","4477031","2014-08","1"
"231693","4677298","2014-10","1"
"231693","4542596","2014-09","1"
"231693","4576412","2014-09","1"
"231693","4429012","2014-08","1"
"231693","4278988","2014-06","1"
"231693","4735097","2014-11","1"
"231693","4107044","2014-04","1"
"231693","4791371","2014-12","1"
"231693","4345608","2014-07","1"
"231693","4197886","2014-05","1"
"231693","4576062","2014-09","1"
"231693","4562935","2014-09","1"
"231693","4006105","2014-01","1"
"231693","4125999","2014-04","1"
"231693","4434324","2014-08","1"
"231693","3975095","2014-01","1"
"231693","4279382","2014-06","1"
"231693","4032969","2014-02","1"
"231693","4210686","2014-05","1"
"231693","5226051","2015-04","1"
"231693","4865858","2014-12","1"
"231693","4742160","2014-11","1"
"231693","5185597","2015-04","1"
"231693","4840341","2014-12","1"
"231693","4198054","2014-05","1"
"231693","4312178","2014-07","1"
"231693","5131647","2015-03","1"
"231693","4357095","2014-07","1"
"231693","4820277","2014-12","1"
"231693","4827336","2014-12","1"
"231693","4240154","2014-06","1"
"231693","4552516","2014-09","1"
"231693","4818551","2014-12","1"
"231693","4670112","2014-10","1"
"231693","5362511","2015-06","1"
"231693","4747936","2014-11","0"
"231693","4261759","2014-06","1"
"231693","4306931","2014-07","1"
"231693","4309350","2014-07","1"
"231693","4729573","2014-11","1"
"231693","5245788","2015-04","1"
"231693","5194652","2015-04","1"
"231693","5508793","2015-07","1"
"231693","4279834","2014-06","1"
"231693","4412012","2014-08","1"
"231693","4018219","2014-02","1"
"231693","5307356","2015-05","1"
"231693","3996793","2014-01","1"
"231693","4768752","2014-11","1"
"231693","4791368","2014-12","1"
"231693","4106938","2014-04","1"
"231693","4840369","2014-12","1"
"231693","4602646","2014-10","1"
"231693","5261518","2015-05","1"
"231693","4740163","2014-11","1"
"231693","4210971","2014-05","1"
"231693","4210799","2014-05","1"
"231693","3026320","2013-09","1"
"231693","3078744","2013-10","1"
"231693","3209166","2013-12","1"
"231693","3168789","2013-11","1"
"231693","4548230","2014-09","1"
"231693","3971493","2014-01","1"
"232911","3054191","2013-10","1"
"232911","4035638","2014-03","1"
"232911","3022970","2013-09","1"
"232911","4443235","2014-08","0"
"232911","4594028","2014-09","1"
"232911","4527709","2014-09","1"
"232911","4817879","2014-12","1"
"232911","5269354","2015-05","1"
"232911","4395025","2014-07","1"
"232911","5120437","2015-03","1"
"232911","4884050","2014-12","1"
"232911","5652652","2015-08","1"
"232911","4890258","2014-12","1"
"232911","5695420","2015-08","1"
"232911","4492845","2014-08","1"
"232911","4024257","2014-02","1"
"232911","4411427","2014-08","1"
"232911","4780384","2014-11","1"
"232911","4775718","2014-11","1"
"232911","5691571","2015-08","1"
"232911","5325713","2015-05","1"
"232911","4391706","2014-07","0"
"232911","4894480","2014-12","1"
"232911","4648851","2014-10","1"
"232911","4146795","2014-05","1"
"232911","3970841","2014-01","1"
"232911","5431331","2015-06","1"
"232911","4194403","2014-05","1"
"232911","4447182","2014-08","1"
"232911","5070952","2015-03","1"
"232911","5616024","2015-07","1"
"232911","4447183","2014-08","1"
"232911","4427496","2014-08","0"
"232911","4962367","2015-01","1"
"232911","3965652","2014-01","1"
"232911","4701964","2014-11","1"
"232911","4282131","2014-06","1"
"232911","4292603","2014-06","1"
"232911","4135458","2014-04","1"
"232911","5008119","2015-02","1"
"232911","4135460","2014-04","1"
"232911","4135463","2014-04","1"
"232911","4820337","2014-12","1"
"232911","5585062","2015-07","1"
"232911","4553360","2014-09","1"
"232911","4866447","2014-12","1"
"232911","4064363","2014-03","1"
"232911","5231028","2015-04","1"
"232911","4068062","2014-03","0"
"232911","5634608","2015-07","1"
"232911","3983315","2014-01","0"
"232911","4374721","2014-07","1"
"232911","5224410","2015-04","1"
"232911","4773210","2014-11","1"
"241419","3236795","2013-12","1"
"241419","5184459","2015-04","1"
"241419","4563004","2014-09","1"
"241419","4724283","2014-11","1"
"241419","4113167","2014-04","1"
"241419","5423154","2015-06","1"
"241419","5246459","2015-04","1"
"242681","4553754","2014-09","1"
"246102","5361827","2015-06","0"
"251393","5644658","2015-07","1"
"251393","4384011","2014-07","1"
"255090","3030750","2013-09","0"
"257219","4388630","2014-07","1"
"257219","4388675","2014-07","1"
"257219","5480437","2015-06","1"
"257219","4414099","2014-08","1"
"263507","4823493","2014-12","0"
"272030","4485484","2014-08","0"
"272084","4214378","2014-05","0"
"272084","5281713","2015-05","0"
"277105","5514846","2015-07","1"
"277105","4076655","2014-03","1"
"277105","5607605","2015-07","1"
"277105","4779997","2014-11","1"
"277105","5773075","2015-08","1"
"277105","4509536","2014-09","1"
"279058","4864955","2014-12","1"
"280474","3239152","2013-12","1"
"283174","4743587","2014-11","0"
"284817","4160070","2014-05","1"
"285341","3020789","2013-09","1"
"285341","3014662","2013-09","1"
"285341","3131203","2013-11","1"
"285341","3014658","2013-09","1"
"285341","3167738","2013-11","1"
"285341","3110504","2013-11","1"
"285341","3044190","2013-10","1"
"286850","4440705","2014-08","1"
"289615","4654674","2014-10","0"
"290154","5274625","2015-05","1"
"293957","5077685","2015-03","1"
"293957","4785094","2014-11","1"
"295590","5202959","2015-04","1"
"296446","3027702","2013-09","0"
"296446","4392005","2014-07","1"
"296509","3244370","2013-12","0"
"301269","4630652","2014-10","1"
"301269","4823900","2014-12","1"
"301948","4895002","2014-12","1"
"307824","4913164","2015-01","1"
"307824","4145339","2014-05","1"
"307824","4225870","2014-06","1"
"308131","4795567","2014-12","0"
"308131","5666793","2015-08","0"
"308131","5770899","2015-08","0"
"308131","5543013","2015-07","0"
"308908","3149452","2013-11","0"
"308908","4396649","2014-07","1"
"308908","4970151","2015-01","0"
"308908","3979956","2014-01","1"
"308908","4875163","2014-12","1"
"310392","5542410","2015-07","1"
"311793","4051665","2014-03","0"
"311793","4051665","2014-03","0"
"312724","4878598","2014-12","1"
"317231","3072155","2013-10","1"
"317231","4293087","2014-06","1"
"317231","4590925","2014-09","0"
"317231","4974826","2015-01","1"
"317231","4596791","2014-09","0"
"317244","5239498","2015-04","1"
"318181","3092009","2013-10","0"
"318181","4480084","2014-08","0"
"318181","4326374","2014-07","0"
"318181","4115120","2014-04","0"
"318181","4585482","2014-09","0"
"318709","2993953","2013-09","1"
"318709","3099044","2013-11","1"
"318709","4517423","2014-09","1"
"318709","4763893","2014-11","1"
"318709","5136750","2015-03","1"
"318709","4502814","2014-09","0"
"319768","5776661","2015-08","0"
"319768","4254067","2014-06","1"
"319768","5773646","2015-08","0"
"319768","5287038","2015-05","0"
"326134","3055402","2013-10","1"
"326134","4371510","2014-07","1"
"327255","4509306","2014-09","0"
"327255","4141560","2014-05","0"
"328318","4576672","2014-09","1"
"328318","4203375","2014-05","1"
"328318","4643990","2014-10","1"
"332342","4030986","2014-02","1"
"333164","3012030","2013-09","0"
"333164","5278785","2015-05","0"
"333164","5121512","2015-03","0"
"344054","3074202","2013-10","1"
"344054","3068279","2013-10","1"
"344054","3007713","2013-09","1"
"344054","2984005","2013-09","1"
"344054","3106064","2013-11","1"
"344054","3226366","2013-12","1"
"344054","4082789","2014-04","1"
"344054","3046909","2013-10","1"
"344054","3214946","2013-12","1"
"344054","3010873","2013-09","1"
"344054","5050385","2015-03","1"
"344054","4396543","2014-07","1"
"344054","4389621","2014-07","1"
"344054","5326537","2015-05","1"
"344054","4441133","2014-08","1"
"344054","4743257","2014-11","1"
"344054","4379440","2014-07","1"
"344054","4225560","2014-06","1"
"344054","4775722","2014-11","1"
"347573","3111887","2013-11","1"
"347573","2982893","2013-09","1"
"347573","4267546","2014-06","1"
"347573","4385000","2014-07","0"
"347573","5644071","2015-07","1"
"347573","4253036","2014-06","1"
"347573","4558357","2014-09","1"
"347573","5469685","2015-06","1"
"347573","4807417","2014-12","1"
"347573","4807535","2014-12","1"
"347573","4594085","2014-09","1"
"347573","4286634","2014-06","1"
"347573","5008418","2015-02","1"
"347573","5488517","2015-06","1"
"347573","4280926","2014-06","1"
"347573","5369623","2015-06","1"
"347573","4738915","2014-11","1"
"347573","4878900","2014-12","1"
"347573","5626381","2015-07","1"
"350977","3229078","2013-12","1"
"350977","3127629","2013-11","1"
"350977","4010322","2014-02","1"
"350977","4497385","2014-08","1"
"350977","5194560","2015-04","1"
"350977","4923843","2015-01","0"
"350977","5492855","2015-07","1"
"350977","4095073","2014-04","1"
"350977","4924646","2015-01","0"
"350977","4022053","2014-02","1"
"350977","5408522","2015-06","1"
"350977","5584026","2015-07","1"
"350977","4242340","2014-06","1"
"353716","4846858","2014-12","1"
"353716","4968882","2015-01","1"
"353716","4467347","2014-08","1"
"356454","4819300","2014-12","0"
"356454","2983115","2013-09","0"
"356454","3132018","2013-11","0"
"356454","4792526","2014-12","0"
"356454","3181710","2013-12","0"
