"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"326516","76433901","2013-12-01","7000"
"326516","75000065","2014-01-01","14900"
"326516","80325356","2014-01-01","14900"
"329949","42183296","2012-09-01","8000"
"335176","61232578","2013-04-01","75000"
"335275","103625037","2015-06-01","190200"
"338702","94871950","2014-12-01","801600"
"341385","99032610","2015-01-01","34000"
"344649","76448911","2014-01-01","93800"
"349380","85835049","2014-04-01","59400"
"349380","78442305","2014-04-01","59400"
"354474","88347266","2014-10-01","8800"
"356521","89909630","2014-11-01","552600"
"356521","14063536","2014-11-01","552600"
"357452","91684581","2014-09-01","80000"
"366925","42549607","2012-09-01","26000"
"367190","61686023","2013-04-01","14600"
"367687","62120373","2013-06-01","0"
"369960","92705149","2014-05-01","290300"
"369960","81324765","2014-05-01","905700"
"369960","92705153","2014-05-01","905700"
"369960","81324764","2014-05-01","290300"
"373389","108771266","2015-03-01","1006900"
"373389","99078706","2015-03-01","1006900"
"373389","100576246","2015-04-01","3635600"
"373953","85049040","2014-07-01","38000"
"373953","91760197","2014-07-01","38000"
"373953","85049042","2014-07-01","9700"
"373953","91760202","2014-07-01","9700"
"377425","85066249","2014-08-01","60500"
"377425","97789065","2014-08-01","60500"
"377425","91895400","2014-08-01","60500"
"377571","70717509","2013-12-01","1100000"
"378085","97809577","2014-10-01","60000"
"378085","96519355","2014-12-01","60000"
"378085","91835156","2014-10-01","60000"
"381914","103043659","2015-06-01","0"
"381914","103043696","2015-06-01","0"
"386042","99913282","2015-04-01","4750000"
"388710","80294518","2013-10-01","13900"
"391166","93699148","2014-12-01","108800"
"393321","107680635","2015-06-01","44800"
"395167","83505940","2014-01-01","24900"
"397259","91697655","2014-06-01","94000"
"397259","87375196","2014-06-01","94000"
"399334","106890245","2015-05-01","27900"
"399334","106890241","2015-05-01","13900"
"399334","102071088","2015-05-01","27900"
"399334","102071086","2015-05-01","135300"
"399334","102071084","2015-05-01","13900"
"399334","60005030","2013-01-01","19000"
"399334","108829323","2015-07-01","48900"
"399334","102071983","2015-05-01","32600"
"399334","104599859","2015-07-01","48900"
"399803","81339320","2013-12-01","6500"
"399803","75010256","2013-12-01","6500"
"400057","105738710","2015-08-01","1000"
"400057","108757060","2015-08-01","1000"
"404632","91787227","2014-09-01","21600"
"411062","98056896","2015-01-01","300000"
"411062","109048964","2015-01-01","300000"
"411778","92416196","2014-11-01","5500"
"420745","60229463","2012-12-01","15113100"
"420745","42755350","2012-10-01","0"
"420745","97785965","2014-11-01","33700"
"420745","93542375","2014-12-01","1277000"
"420745","101688814","2015-02-01","407500"
"420745","100721414","2015-04-01","2493900"
"420745","107682980","2015-02-01","407500"
"420745","112003354","2015-06-01","2394400"
"420745","98103698","2015-02-01","407500"
"420745","93700988","2014-12-01","586300"
"420745","85335649","2014-08-01","38100"
"420745","103064327","2014-12-01","1277000"
"420745","42755115","2012-10-01","0"
"420745","103064602","2015-03-01","1197000"
"420745","97927236","2015-03-01","1197000"
"420745","88366205","2014-10-01","44200"
"420745","67914128","2013-06-01","0"
"420745","98075508","2015-01-01","4213700"
"420745","92596085","2014-10-01","44200"
"420745","100385311","2015-04-01","1695800"
"422825","91912909","2014-10-01","38000"
"430527","73381462","2013-07-01","0"
"430527","62128197","2013-04-01","3500"
"434909","91713122","2014-09-01","3500000"
"434909","87369499","2014-09-01","3500000"
"445773","60663925","2013-03-01","100000"
"445923","110342926","2015-03-01","85700"
"445923","99069338","2015-03-01","85700"
"450375","85067477","2014-08-01","13100"
"451295","108864921","2015-06-01","75200"
"451295","102527455","2015-06-01","149600"
"451975","60000162","2013-01-01","1800"
"451975","60000128","2013-01-01","2900"
"454767","43239112","2012-10-01","5303900"
"454767","43296400","2012-10-01","10554000"
"454767","43294988","2012-10-01","7424700"
"455639","76448798","2014-01-01","181400"
"455639","93760798","2014-05-01","295400"
"455639","102623741","2015-06-01","169200"
"455639","81380947","2014-05-01","295400"
"455639","112203593","2015-06-01","169200"
"455961","60156278","2013-01-01","259000"
"458313","99078648","2015-03-01","56800"
"460304","61092115","2013-03-01","6000"
"460634","74999789","2014-01-01","10100"
"460634","81334995","2014-01-01","10100"
"462562","86797388","2014-09-01","45900"
"467586","103623857","2015-06-01","0"
"467586","103623854","2015-06-01","0"
"467586","103023075","2014-12-01","29897000"
"478045","91751560","2014-09-01","3800"
"478045","75068761","2014-02-01","4400"
"478045","91910882","2014-06-01","27500"
"482594","112485826","2015-01-01","1421300"
"482594","101487895","2015-05-01","24400"
"482594","101487893","2015-05-01","20400"
"482594","111916576","2015-01-01","1421300"
"484445","104759110","2015-06-01","7300"
"484445","110597389","2015-06-01","7300"
"484445","105217199","2015-06-01","7300"
"484445","97255288","2015-01-01","12300"
"484445","102518904","2015-06-01","7300"
"484445","112207564","2015-06-01","7300"
"484445","104378871","2015-06-01","7300"
"484445","96435564","2015-01-01","406800"
"484445","104833614","2015-06-01","7300"
"484752","101090821","2015-05-01","5900"
"484752","101090823","2015-05-01","8100"
"489528","108949404","2014-10-01","17800"
"490497","99080814","2015-03-01","800"
"491409","101482767","2015-05-01","300000"
"491409","67672140","2013-07-01","60700"
"491409","98074454","2015-02-01","172300"
"491409","41918944","2012-09-01","42000"
"491409","67672142","2013-07-01","44000"
"491409","67672168","2013-07-01","40800"
"492804","105251320","2015-08-01","0"
"496623","65818168","2013-05-01","502400"
"496727","62273575","2013-01-01","506300"
"497001","42653635","2012-10-01","6900"
"497001","42653561","2012-10-01","17000"
"497001","42653540","2012-10-01","10800"
"497001","42653509","2012-10-01","19700"
"497001","65619503","2012-10-01","7500"
"497001","65621113","2012-12-01","0"
"497001","65620753","2012-11-01","0"
"497001","65620515","2012-12-01","0"
"497001","65619883","2012-11-01","0"
"497001","65620357","2012-11-01","0"
"497001","65621871","2012-11-01","0"
"497001","65619359","2012-10-01","7400"
"497001","65618645","2012-10-01","28300"
"497001","65618842","2012-10-01","3700"
"498733","76454352","2014-02-01","210000"
"507801","108983835","2014-07-01","64300"
"507801","67676036","2013-08-01","97800"
"507801","67930078","2013-06-01","98900"
"507801","61978279","2013-05-01","0"
"507801","61122548","2013-03-01","30000"
"507801","103038815","2013-05-01","0"
"509731","42633157","2012-10-01","3300"
"511711","91703800","2014-08-01","47800"
"511711","87433406","2014-08-01","47800"
"514379","60992733","2013-03-01","1400"
"514379","69388721","2013-06-01","5200"
"514379","69388728","2013-06-01","5200"
"514379","69388740","2013-06-01","5200"
"514379","67902492","2013-07-01","7000"
"514379","74998830","2014-01-01","39900"
"515036","98057620","2015-01-01","13600"
"515476","106121868","2015-08-01","15590600"
"518470","80154301","2014-05-01","3150000"
"518922","72984717","2014-01-01","89900"
"518922","80319856","2014-01-01","7000"
"518922","79519268","2014-01-01","89900"
"518922","105242342","2015-06-01","0"
"518988","81339522","2013-12-01","12900"
"518988","60574304","2013-02-01","143300"
"518988","42740069","2012-09-01","24400"
"518988","42234427","2012-09-01","19700"
"518988","108993306","2015-06-01","17500"
"518988","60349230","2013-01-01","28700"
"518988","75010861","2013-12-01","12900"
"519516","92542436","2014-12-01","2909600"
"519596","113212946","2015-01-01","5200"
"519596","113212950","2015-01-01","5200"
"522059","75059003","2014-01-01","42400"
"522059","81306459","2014-01-01","42400"
"1402","110585300","2015-07-01","40000"
"2430","109143501","2015-07-01","184900"
"2430","104524574","2015-07-01","184900"
"7544","98081359","2015-02-01","182000"
"7544","84099094","2014-07-01","1030000"
"7544","107059998","2015-06-01","442300"
"10961","104415143","2015-07-01","51100"
"10961","104525137","2015-07-01","51100"
"10961","105263727","2015-07-01","51100"
"11399","100527273","2015-04-01","7700"
"11399","98326618","2015-01-01","4600"
"11399","98326615","2015-01-01","10700"
"11399","105946691","2015-04-01","7700"
"14804","80136974","2014-05-01","288400"
"14804","91767257","2014-05-01","288400"
"15057","99026675","2014-09-01","9800"
"15057","91675007","2014-09-01","9800"
"15057","85551772","2014-09-01","9800"
"19096","80074351","2014-02-01","0"
"19096","98906427","2015-03-01","17400"
"19096","97522328","2015-03-01","6800"
"19096","75063139","2014-02-01","0"
"19284","60042471","2013-01-01","4500"
"24274","60477888","2013-02-01","308300"
"24274","60477895","2013-02-01","161600"
"24812","100868901","2015-05-01","40400"
"24812","100176044","2015-04-01","5000"
"24812","76429709","2014-02-01","5700"
"24812","97786688","2014-02-01","5700"
"24812","79619368","2014-02-01","5700"
"25515","62290070","2013-05-01","39700"
"26844","75020599","2013-12-01","107100"
"26844","81304837","2013-12-01","107100"
"30792","73324078","2013-10-01","283300"
"31888","76444401","2014-03-01","17800"
"31888","76444396","2014-03-01","19900"
"33640","60564485","2013-01-01","0"
"33640","70735990","2012-12-01","215800"
"34333","61774681","2013-05-01","0"
"34333","61331131","2013-04-01","0"
"34333","61378534","2013-04-01","0"
"34554","85045454","2014-06-01","24600"
"39647","83558069","2013-12-01","109100"
"39647","75021700","2013-12-01","109100"
"40094","83134618","2014-07-01","1100000"
"40094","81859413","2014-06-01","1100000"
"40094","67128623","2013-10-01","565700"
"44964","64263217","2013-03-01","36000"
"44964","67686035","2013-07-01","40700"
"44964","107677656","2015-01-01","30300"
"44964","91835514","2014-10-01","20400"
"44964","73328893","2013-10-01","222300"
"44964","62228905","2013-06-01","75900"
"45774","105031363","2015-07-01","0"
"48719","73325362","2013-10-01","442400"
"48805","93697475","2014-12-01","2070700"
"48805","105246363","2014-12-01","2070700"
"51684","75016206","2014-01-01","168612200"
"51684","79514205","2014-01-01","168612200"
"51684","82512597","2014-06-01","2400000"
"53092","61302715","2013-04-01","4800"
"53092","61302324","2013-04-01","78600"
"53832","105604340","2015-08-01","7500"
"53832","105738655","2015-08-01","24200"
"53832","112179718","2015-08-01","7500"
"53832","106060110","2015-08-01","11000"
"53832","108896132","2015-08-01","11000"
"64132","97932219","2014-10-01","42400"
"65681","80052877","2014-01-01","1100"
"65681","75014285","2014-01-01","1100"
"68066","62218425","2013-06-01","25000"
"68066","41773082","2012-09-01","5000"
"68066","41773056","2012-09-01","5000"
"68852","87811324","2014-09-01","69800"
"68852","91741815","2014-09-01","69800"
"73160","98521136","2015-03-01","70500"
"73160","75076458","2014-01-01","1578200"
"73160","85058888","2014-01-01","1578200"
"73160","98521140","2015-03-01","275500"
"73160","72849675","2013-12-01","1578200"
"73722","67903838","2013-06-01","3600"
"75603","72844094","2013-12-01","17800"
"75603","67786386","2013-09-01","8900"
"75603","60490584","2013-02-01","51200"
"75603","72844100","2013-12-01","13700"
"75603","72844097","2013-12-01","19200"
"75603","72844103","2013-12-01","17400"
"75603","72844098","2013-12-01","15600"
"77845","62213524","2013-02-01","41500"
"80573","60997165","2013-01-01","471500"
"81022","62176760","2013-05-01","0"
"81975","91688301","2014-04-01","45000"
"81975","87369722","2014-04-01","45000"
"84647","61052398","2012-12-01","36000"
"84647","61842859","2013-03-01","12100"
"84647","75024272","2013-08-01","169200"
"84647","66086391","2013-05-01","7000"
"84843","101734235","2015-04-01","4074900"
"84843","100115390","2015-04-01","4074900"
"84843","108994250","2015-01-01","4775000"
"84843","104470640","2015-07-01","21864900"
"84973","75065724","2014-01-01","0"
"84973","80320417","2014-01-01","0"
"99252","102501616","2015-06-01","44300"
"99252","110590164","2015-06-01","44300"
"108506","42951190","2012-10-01","13679300"
"110069","72985612","2013-12-01","98000"
"110069","44280223","2012-10-01","67500"
"111416","99269659","2015-03-01","100900"
"111416","102071440","2015-05-01","100900"
"115893","87650497","2014-01-01","1420900"
"115893","78006645","2014-01-01","1420900"
"115893","94812648","2014-01-01","1420900"
"118922","101598104","2015-04-01","138000"
"118922","99907947","2015-04-01","138000"
"118922","102346574","2015-04-01","138000"
"122376","85075197","2014-08-01","200000"
"122376","97821410","2014-08-01","200000"
"124952","113538258","2015-02-01","8200"
"124952","113494276","2015-02-01","473500"
"125148","106065456","2015-08-01","50500"
"125148","108813415","2015-08-01","50500"
"125148","108813408","2015-08-01","50500"
"125148","106065458","2015-08-01","50500"
"125148","106065450","2015-08-01","50500"
"129778","108839645","2015-08-01","217900"
"129778","106711469","2015-08-01","217900"
"134089","61181989","2013-04-01","400000"
"134089","97788058","2014-07-01","364900"
"134154","72818588","2013-12-01","136300"
"134154","80297145","2013-12-01","14000"
"134154","97803192","2013-12-01","136300"
"134154","80297195","2013-12-01","5700"
"134154","75020389","2013-12-01","14000"
"134154","91778442","2013-12-01","136300"
"134154","76426857","2013-12-01","76900"
"134154","75020457","2013-12-01","5700"
"142269","81306855","2014-01-01","3000"
"142269","35930416","2012-12-01","12300"
"142269","75059286","2014-01-01","3000"
"153257","91783790","2014-06-01","0"
"153257","108756639","2015-08-01","36000"
"153257","73353186","2013-10-01","11400"
"153257","105251147","2015-08-01","36000"
"153257","61047904","2012-12-01","800"
"157419","101656769","2015-05-01","31000"
"158064","96530880","2015-01-01","141000"
"158064","91684216","2014-05-01","123600"
"163727","101091287","2015-05-01","21200"
"166503","72673085","2013-01-01","260200"
"178461","97772830","2014-12-01","6700"
"178461","62079550","2013-03-01","8400"
"178461","62080114","2013-03-01","8200"
"178461","62079847","2013-03-01","6700"
"178461","62080408","2013-03-01","8400"
"178844","60614943","2013-01-01","22874200"
"178844","91747971","2014-06-01","0"
"179888","85272452","2014-08-01","67500"
"179888","91858551","2014-08-01","67500"
"180223","103622303","2015-06-01","300000"
"183277","92774089","2014-10-01","1001900"
"183277","68732310","2013-07-01","7800"
"183277","85049396","2014-01-01","53700"
"183277","85049311","2013-07-01","7800"
"187090","98524116","2015-03-01","42000"
"187090","88412850","2014-08-01","43500"
"187090","85068704","2014-08-01","42000"
"187090","97805468","2014-08-01","43500"
"187090","85068905","2014-08-01","43500"
"187090","97805385","2014-08-01","42000"
"187192","104600251","2015-07-01","10327200"
"187192","99083139","2015-03-01","78500"
"187192","105252002","2015-08-01","42000"
"187192","103007542","2015-06-01","0"
"187192","99083143","2015-03-01","45000"
"187192","102623517","2015-06-01","0"
"187192","108816073","2014-12-01","7800"
"187192","108767179","2015-08-01","42000"
"188821","75005931","2013-07-01","441700"
"194790","108893132","2015-06-01","3000"
"195581","60543899","2013-01-01","8000"
"195581","61021542","2013-03-01","11300"
"199786","75064167","2014-01-01","5200"
"199786","97522952","2015-03-01","500"
"199786","76438902","2014-03-01","3000000"
"199786","91793596","2014-10-01","334000"
"199786","91793605","2014-10-01","561900"
"199786","91793610","2014-10-01","314500"
"199786","91793602","2014-10-01","373400"
"199786","91793615","2014-10-01","562000"
"199786","91793620","2014-10-01","373300"
"199786","91793634","2014-10-01","543900"
"199786","91793628","2014-10-01","562000"
"199786","93696013","2014-12-01","528600"
"200133","99046725","2015-01-01","200"
"203712","99028796","2015-01-01","50000"
"205400","104791828","2015-07-01","80900"
"207604","60147905","2013-01-01","4000"
"209589","85274492","2014-08-01","258900"
"209589","112411126","2015-06-01","120000"
"209589","96999922","2015-02-01","76000"
"209589","43128734","2012-10-01","11400"
"209589","43128506","2012-10-01","7700"
"209589","91665132","2014-08-01","258900"
"209589","112178222","2015-06-01","120000"
"209954","121525129","2015-07-01","2000000"
"210515","88715017","2014-11-01","18000"
"213275","93502136","2014-11-01","238000"
"215164","73354048","2013-10-01","67400"
"215164","73354046","2013-10-01","16300"
"218855","81338900","2014-04-01","28900"
"218855","75073060","2014-02-01","137700"
"218855","100469988","2015-04-01","67900"
"218855","101736263","2015-04-01","67900"
"218855","61773827","2013-05-01","5100"
"218855","108902292","2015-04-01","67900"
"224941","103892446","2015-06-01","2700700"
"225629","99588007","2015-04-01","783000"
"226281","108889255","2015-06-01","57800"
"228733","101687322","2015-01-01","20000"
"231866","70296875","2013-12-01","317600"
"231866","64331937","2013-06-01","172100"
"231866","61691630","2013-01-01","549600"
"231866","60642010","2013-01-01","8777300"
"231866","87816239","2014-09-01","303300"
"231866","87816237","2014-09-01","504800"
"231866","60674671","2013-03-01","504800"
"231866","70300541","2013-12-01","494000"
"231866","87816241","2014-09-01","2177100"
"231866","60674688","2013-03-01","172100"
"231866","60674644","2013-03-01","27100"
"235447","99047399","2014-12-01","685300"
"236281","91850952","2014-11-01","13500"
"236281","91917109","2014-11-01","13200"
"236281","91917105","2014-11-01","6100"
"236281","92420411","2014-11-01","13300"
"236281","97771599","2014-11-01","13200"
"236281","78312157","2014-05-01","161200"
"236281","92420343","2014-11-01","13200"
"236339","98222521","2015-01-01","195000"
"236339","101481635","2015-01-01","195000"
"238803","61611953","2013-04-01","1000"
"239854","42299174","2012-09-01","24900"
"240489","67902698","2013-07-01","407800"
"246901","101355802","2015-05-01","5900"
"248875","85272039","2014-08-01","2700"
"248875","91662844","2014-08-01","2700"
"250150","97787381","2014-06-01","12000"
"254814","79625669","2014-02-01","5000"
"254814","61903005","2013-05-01","4566700"
"254814","42635762","2012-09-01","408000"
"254814","79644391","2014-03-01","1258000"
"254814","76455161","2014-03-01","1258000"
"254814","75013402","2013-10-01","1900000"
"254814","62220754","2013-06-01","0"
"254814","67908108","2013-06-01","0"
"254814","67908100","2013-06-01","0"
"254814","67908059","2013-06-01","0"
"254814","67908052","2013-06-01","0"
"254814","67908043","2013-06-01","0"
"254814","67908055","2013-06-01","0"
"254814","67908048","2013-06-01","0"
"254814","67908045","2013-06-01","0"
"254814","67908041","2013-06-01","0"
"254814","62139244","2013-04-01","2960400"
"254814","60681667","2013-03-01","508800"
"254814","101092156","2015-05-01","22000"
"254814","99272328","2015-03-01","85200"
"254814","60463892","2013-01-01","216800"
"254814","60320166","2013-01-01","33300"
"254814","97819258","2014-04-01","686100"
"254814","108957523","2015-03-01","133300"
"254814","60354218","2013-01-01","10900"
"254814","43147011","2012-10-01","135000"
"254814","76458319","2014-02-01","32500"
"254814","79311707","2014-03-01","3600"
"254814","43147163","2012-10-01","688900"
"254814","60256834","2012-12-01","24000"
"254814","92776219","2014-07-01","61500"
"254814","79936995","2013-10-01","1900000"
"254814","73343299","2013-10-01","911400"
"254814","79625673","2014-02-01","1100"
"254814","79311705","2014-03-01","5500"
"254814","44388935","2012-09-01","3266400"
"254814","42302585","2012-09-01","34600"
"254814","97819238","2014-03-01","3600"
"254814","76458405","2014-02-01","1100"
"254814","76458321","2014-02-01","5000"
"254814","97819784","2014-07-01","88900"
"254814","61598697","2013-04-01","30200"
"254814","97819617","2014-07-01","698600"
"254814","62129757","2013-05-01","13900"
"254814","42301939","2012-09-01","956700"
"254814","97819227","2014-03-01","3600"
"254814","42669519","2012-10-01","1518700"
"254814","73394188","2013-07-01","1417400"
"254814","85059883","2014-07-01","66200"
"254814","60570863","2013-01-01","12500"
"254814","101092154","2015-05-01","50900"
"254814","44388952","2012-10-01","755700"
"254814","101092159","2015-05-01","60000"
"254814","101092158","2015-05-01","232900"
"254814","99272726","2015-03-01","133300"
"254814","97819760","2014-07-01","66200"
"254814","60416748","2013-01-01","28400"
"254814","60933160","2013-03-01","418000"
"254814","79625665","2014-02-01","32500"
"254814","62202956","2013-06-01","167600"
"254814","85064529","2014-07-01","61500"
"254814","42397493","2012-09-01","20500"
"254814","42128068","2012-09-01","124200"
"254814","79625667","2014-02-01","5000"
"254814","85064528","2014-07-01","88900"
"254814","73394199","2013-07-01","3505800"
"254814","76458316","2014-02-01","5000"
"254814","42302760","2012-09-01","35400"
"254814","44031133","2012-10-01","82300"
"254814","62284827","2013-01-01","28400"
"254814","73342635","2013-09-01","102400"
"254814","44031151","2012-10-01","88900"
"254814","79324932","2014-04-01","686100"
"254814","79311714","2014-03-01","3600"
"254814","60317695","2013-01-01","306100"
"260961","67901770","2013-07-01","93500"
"260961","91743507","2014-09-01","0"
"261674","43130025","2012-10-01","92000"
"263222","61702943","2013-05-01","102600"
"263629","85056032","2014-07-01","8900"
"266259","106295407","2015-08-01","41500"
"267825","104980257","2015-07-01","41890000"
"267825","109416571","2015-07-01","500000"
"267825","103423174","2015-06-01","1500000"
"267825","105316653","2015-07-01","41890000"
"267825","102500638","2015-06-01","9400000"
"267825","101889996","2015-05-01","10000000"
"267825","105252415","2015-08-01","18260000"
"267825","101305453","2015-05-01","2550700"
"267825","103018813","2015-06-01","9400000"
"267825","103423156","2015-06-01","2000000"
"267825","108362820","2015-05-01","10000000"
"267825","106062721","2015-08-01","13049900"
"267825","105252411","2015-08-01","4990800"
"268611","61126325","2013-02-01","35600"
"268905","93700870","2014-12-01","315400"
"268905","104469981","2014-12-01","315400"
"268905","110584656","2015-05-01","2715400"
"268905","101822113","2015-05-01","2715400"
"270017","43013737","2012-10-01","1200"
"270592","110337659","2015-08-01","53900"
"270592","62122679","2013-06-01","6500"
"270592","62058421","2013-06-01","8500"
"270592","62124675","2013-06-01","17200"
"270592","62051515","2013-06-01","9300"
"270592","106925354","2015-08-01","53900"
"275067","60118058","2013-01-01","8600"
"275690","67906205","2013-07-01","2300"
"276163","85054918","2014-04-01","5000"
"277782","85358397","2014-08-01","13900"
"277782","104195956","2015-07-01","2906400"
"281119","76433616","2013-11-01","2200000"
"281119","80303573","2013-11-01","2200000"
"281394","68732667","2013-08-01","228100"
"281394","80316206","2013-08-01","228100"
"287600","101305994","2015-05-01","179900"
"287600","102058367","2015-05-01","0"
"287600","97714188","2015-02-01","860000"
"287600","97713920","2015-02-01","175000"
"287600","76966705","2014-01-01","3912200"
"287600","62541848","2013-07-01","201800"
"287600","67907637","2013-06-01","19200"
"287600","67907702","2013-06-01","3500"
"287600","67907683","2013-06-01","19200"
"287600","66087914","2013-06-01","2500200"
"287600","66083859","2013-04-01","78300"
"287600","67691632","2013-08-01","31000"
"287600","42943436","2012-09-01","31300"
"287600","61150154","2013-03-01","93000"
"287600","61976936","2012-10-01","136000"
"287600","62206690","2013-05-01","102500"
"287600","61912035","2013-05-01","66800"
"287600","61051537","2012-12-01","528200"
"287600","61260306","2013-04-01","10800"
"287600","61144712","2013-03-01","71100"
"287600","81345653","2014-01-01","3912200"
"287600","99915495","2015-04-01","122400"
"287600","93818987","2014-12-01","106300"
"287600","101094215","2015-05-01","179900"
"287600","99286568","2015-03-01","535000"
"287600","97940272","2014-12-01","30400"
"287600","87744920","2013-09-01","28500"
"287600","101171932","2015-05-01","92700"
"287600","93818989","2014-12-01","116100"
"287600","98525344","2015-03-01","23700"
"287600","87299826","2014-08-01","231600"
"289590","101686093","2014-12-01","56300"
"289590","99047805","2014-12-01","56300"
"291358","67766735","2013-08-01","57700"
"291882","100870695","2015-05-01","29300"
"291882","108753254","2015-05-01","29300"
"294934","106569021","2015-08-01","0"
"294934","107058529","2015-08-01","0"
"302142","110506330","2015-06-01","63400"
"302142","93876635","2014-12-01","63400"
"303893","87376809","2014-09-01","15000"
"303893","75072623","2014-01-01","15000"
"303893","85057252","2014-01-01","15000"
"303893","91729832","2014-09-01","15000"
"310788","97464110","2014-12-01","30905400"
"310788","102795545","2014-12-01","30905400"
"312132","103205523","2015-07-01","54589700"
"320948","42844700","2012-10-01","20540200"
"324749","81304510","2013-10-01","20000"
"324749","81322548","2014-05-01","30500"
"325431","61913197","2013-05-01","189000"
"326420","61055319","2013-02-01","30000"
"326420","61055327","2013-02-01","30000"
"326420","61055054","2012-12-01","2400"
"326420","67669509","2013-08-01","4100"
"326420","67912786","2013-07-01","3500"
"326420","83502889","2013-12-01","6400"
"326420","75022259","2013-12-01","6400"
"328587","67764567","2013-09-01","31600"
"328587","42499105","2012-09-01","3984900"
"336848","105316787","2015-07-01","4000"
"336848","104923893","2015-07-01","4000"
"337555","91893181","2014-04-01","51100"
"337555","81301753","2014-04-01","33400"
"337555","92422612","2014-11-01","128100"
"337555","92422630","2014-11-01","121300"
"337555","92422619","2014-11-01","85800"
"337555","92422624","2014-11-01","122600"
"337555","79316440","2014-04-01","51100"
"337555","92422615","2014-11-01","228700"
"337555","92422636","2014-11-01","173100"
"337555","92422640","2014-11-01","98200"
"337555","97784836","2014-04-01","51100"
"337555","92422608","2014-11-01","188000"
"338029","109142989","2015-06-01","55200"
"338029","102621149","2015-06-01","55200"
"341339","102977449","2014-10-01","4800"
"341339","97792987","2014-10-01","4800"
"348018","108895241","2015-07-01","128100"
"350839","91731284","2014-07-01","191200"
"350839","87377594","2014-07-01","191200"
"352859","105382612","2015-08-01","1100000"
"352859","104916344","2015-07-01","10000000"
"352859","105338360","2015-08-01","27140000"
"352859","108877456","2015-07-01","91946000"
"352859","107684330","2015-07-01","10000000"
"352859","105380861","2015-08-01","4375100"
"352859","104526445","2015-07-01","10000000"
"352859","100241455","2015-04-01","2100000"
"353685","60483431","2013-01-01","103500"
"353685","91710657","2014-07-01","6000"
"353685","87435952","2014-07-01","6000"
"353685","66080948","2012-10-01","28900"
"356268","75072832","2014-02-01","5000"
"356268","75075921","2014-02-01","3000"
"359067","102425092","2015-06-01","502900"
"365426","91841074","2014-11-01","43500"
"367836","99039341","2015-01-01","59300"
"367836","101684528","2015-01-01","59300"
"373129","44445023","2012-11-01","3400"
"373129","92714441","2014-03-01","54100"
"373129","79283284","2014-03-01","54100"
"373129","110607902","2015-05-01","9300"
"373129","101090814","2015-05-01","9300"
"377213","110601208","2015-05-01","55900"
"377213","102071914","2015-05-01","55900"
"378104","75013065","2013-08-01","12700"
"378104","43147196","2012-10-01","9400"
"379570","109101780","2015-08-01","269500"
"379570","106927534","2015-08-01","269500"
"381068","105608141","2015-08-01","137900"
"382303","96499559","2015-01-01","4271500"
"382303","101888768","2015-05-01","5678800"
"382303","102685084","2015-05-01","5678800"
"382303","111872360","2015-06-01","4421400"
"385529","61119623","2013-01-01","257500"
"386324","75019702","2013-11-01","136600"
"386324","101822029","2015-05-01","2300"
"388156","62141591","2013-02-01","2500"
"393794","70186483","2013-11-01","2200"
"393794","60920396","2013-03-01","6400"
"394890","67677299","2013-08-01","15700"
"394890","67921589","2013-07-01","7300"
"394890","60189019","2013-01-01","20700"
"394890","96504876","2015-01-01","11000"
"394890","98055079","2015-01-01","19000"
"394890","66081150","2012-10-01","1200"
"396244","75060669","2014-02-01","501000"
"396244","81308261","2014-02-01","501000"
"399092","99416774","2015-03-01","15500"
"407440","85428449","2014-07-01","30000"
"408067","73330562","2013-08-01","20000"
"408067","73330567","2013-08-01","20000"
"408067","73346900","2013-08-01","20000"
"412232","62050769","2013-06-01","2600"
"421833","67786239","2013-09-01","24000"
"424204","60093261","2013-01-01","18000"
"424708","105732059","2015-08-01","156500"
"424708","108902907","2015-08-01","156500"
"426661","67904841","2013-07-01","26200"
"426661","67904837","2013-07-01","25700"
"427909","101657176","2015-05-01","190000"
"427909","108829118","2015-05-01","190000"
"429109","109888205","2015-03-01","572400"
"429910","85055808","2014-07-01","43800"
"429910","85055810","2014-07-01","14900"
"429910","91921561","2014-07-01","9300"
"431110","109015529","2015-03-01","40000"
"431110","98059554","2015-03-01","40000"
"431110","112382562","2015-08-01","11800"
"431110","106925305","2015-08-01","11800"
"439959","99547204","2015-04-01","495900"
"447813","97808512","2014-04-01","63900"
"447813","79307570","2014-04-01","63900"
"447813","91779834","2014-04-01","63900"
"450757","76433436","2013-09-01","3465100"
"450757","80303118","2013-09-01","3465100"
"453783","103624031","2015-06-01","85000"
"453783","99057359","2015-02-01","9800"
"453783","98521843","2015-03-01","35500"
"453783","98626646","2015-03-01","7100"
"453783","108752256","2015-03-01","10400"
"453783","108752304","2015-03-01","7100"
"453783","98521849","2015-03-01","13800"
"453783","107511082","2015-03-01","8100"
"453783","107510950","2015-02-01","6400"
"453783","98521839","2015-03-01","8500"
"453783","98521847","2015-03-01","11200"
"453783","101088543","2015-04-01","250000"
"453783","107510665","2015-02-01","9800"
"453783","108752264","2015-03-01","13800"
"453783","107511089","2015-03-01","9200"
"453783","107511077","2015-03-01","11200"
"453783","108752248","2015-03-01","8500"
"453783","98521854","2015-03-01","9200"
"453783","98521852","2015-03-01","8100"
"453783","98521841","2015-03-01","10600"
"453783","98521845","2015-03-01","10400"
"454201","80055314","2013-12-01","35400"
