EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TZ_CNT,TZ_INHOME_CNT,TZ_OUTHOME_CNT,TZ_INHOME_RATE,TZ_OUTHOME_RATE,TZ_CLOSE_CNT,TZ_OPEN_CNT,TZ_CLOSE_RATE,TZ_OPEN_RATE,TZ_BTBL_AVG,TZ_QY_FIRST_TIME,TZ_QY_END_TIME,TZ_FIRST_CLOSE_TIME
376731.0,[699142 627794  75247],[1 0 1],[ 1.    1.    0.67],[2011 1993 2004],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.89,2011-01,2004-01,2018-01
409499.0,"[735030 734088 718514 715859 708600 707187 681277 680393 658850 648751
 626550  45976]",[1 1 1 1 0 1 1 1 1 1 1 1],"[ 0.769  1.     1.     1.     0.4    0.502  0.4    1.     1.     0.682  0.7
  0.326]",[1994 1993 1994 1994 1998 2003 1996 1992 1992 1997 2000 2001],"[ 2006.  2018.  2009.  2009.  2009.  2013.  2008.  2011.  2007.  2009.
  2008.  2018.]",12,11,1,0.9166666666666666,0.08333333333333333,10,2,0.8333333333333334,0.16666666666666666,0.7315833333333334,1994-01,2001-01,2006-01
212894.0,[699561],[0],[ 0.25],[2010],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.25,2010-01,2010-01,2018-01
212895.0,[317953],[1],[ 1.],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2002-01,2002-01,2018-01
409504.0,[691023 642838],[0 0],[ 0.016  0.007],[1999 2008],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.0115,1999-01,2008-01,2018-01
376736.0,[521233 519731 420509],[1 1 1],[ 1.    1.    0.15],[2014 2007 1995],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.7166666666666667,2014-01,1995-01,2018-01
114593.0,[706193 704916 696353 689327 664760 632884 477050 466535  50230],[1 1 0 1 0 0 1 1 1],[ 0.027  0.8    1.     0.4    1.     0.35   0.593  0.7    0.05 ],[2012 2015 2011 2011 2010 2010 2013 2011 2014],[ 2018.  2018.  2018.  2018.  2015.  2018.  2018.  2018.  2018.],9,6,3,0.6666666666666666,0.3333333333333333,1,8,0.1111111111111111,0.8888888888888888,0.5466666666666665,2012-01,2014-01,2018-01
475043.0,[739928 684372 653336 395113 132729],[1 1 1 1 1],[ 0.99  0.8   0.6   0.8   0.99],[2014 2014 2013 2014 2014],[ 2018.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,0,5,0.0,1.0,0.8360000000000001,2014-01,2014-01,2018-01
376740.0,[699534 659308],[0 1],[ 1.    0.75],[1996 2002],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.875,1996-01,2002-01,2018-01
147365.0,[729790 727312 713746 684781],[1 0 1 0],[ 1.    0.01  0.8   0.1 ],[1998 1991 1999 1992],[ 2006.  2018.  2006.  2009.],4,2,2,0.5,0.5,3,1,0.75,0.25,0.47750000000000004,1998-01,1992-01,2006-01
376741.0,[726021 724941 691503],[0 1 1],[ 0.004  0.5    0.03 ],[2015 2015 2011],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.17800000000000002,2015-01,2011-01,2018-01
311206.0,[626789],[1],[ 1.],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2003-01,2003-01,2018-01
114598.0,[675793 669335 633863],[1 1 1],[ 0.8   0.65  0.32],[2005 2004 2004],[ 2008.  2008.  2012.],3,3,0,1.0,0.0,3,0,1.0,0.0,0.5900000000000001,2005-01,2004-01,2008-01
343972.0,[679487 653690],[0 0],[ 0.6  0.5],[2014 2014],[ 2014.  2018.],2,0,2,0.0,1.0,1,1,0.5,0.5,0.55,2014-01,2014-01,2014-01
16299.0,[709755],[1],[ 1.],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
212908.0,[690235],[1],[ 0.248],[1993],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.248,1993-01,1993-01,2018-01
180141.0,[699695],[0],[ 0.5],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.5,2009-01,2009-01,2018-01
278445.0,[700156],[0],[ 0.05],[2008],[ 2011.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.05,2008-01,2008-01,2011-01
212911.0,[685670],[0],[ 0.333],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.33299999999999996,2014-01,2014-01,2018-01
212912.0,[295152],[1],[ 0.5],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2009-01,2009-01,2018-01
114607.0,[677852 116999],[1 1],[ 1.  1.],[2002 2013],[ 2012.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,1.0,2002-01,2013-01,2012-01
507826.0,[722217],[1],[ 0.25],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,2010-01,2010-01,2018-01
343987.0,[2189],[1],[ 0.8],[1998],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,1998-01,1998-01,2018-01
475061.0,[710736],[1],[ 0.5],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2007-01,2007-01,2018-01
409526.0,[701260],[1],[ 0.99],[2006],[ 2010.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.99,2006-01,2006-01,2010-01
114615.0,[733120],[1],[ 0.025],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.025,2012-01,2012-01,2018-01
16309.0,[644177],[1],[ 0.64],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.64,2015-01,2015-01,2018-01
81847.0,[739252],[0],[ 1.],[2006],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2006-01,2006-01,2018-01
49082.0,[687396],[1],[ 1.],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2012-01,2012-01,2018-01
376764.0,[652090],[0],[ 1.],[2003],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2003-01,2003-01,2018-01
114621.0,[737615 729247 711036],[0 0 0],[ 1.  1.  1.],[2015 2015 2014],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,1.0,2015-01,2014-01,2018-01
245695.0,[737437 724688 685237],[0 0 0],[ 0.6   0.36  0.5 ],[2011 2007 2010],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.48666666666666664,2011-01,2010-01,2018-01
147392.0,[487472],[1],[ 0.3],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,2014-01,2014-01,2018-01
442308.0,[2688],[1],[ 0.5],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2014-01,2014-01,2018-01
376773.0,[715740],[0],[ 0.061],[2006],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.061,2006-01,2006-01,2018-01
245704.0,[735201 327646  12727],[1 1 1],[ 0.04  0.49  0.49],[1999 1990 2002],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.34,1999-01,2002-01,2018-01
212937.0,[651113],[1],[ 0.51],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.51,2007-01,2007-01,2018-01
245706.0,[734248 697026 695750],[0 1 1],[ 1.   0.8  0.8],[1993 2000 2002],[ 1998.  2007.  2007.],3,2,1,0.6666666666666666,0.3333333333333333,3,0,1.0,0.0,0.8666666666666667,1993-01,2002-01,1998-01
16334.0,[395275],[1],[ 1.],[1996],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1996-01,1996-01,2018-01
16337.0,[691890],[1],[ 0.063],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.063,2013-01,2013-01,2018-01
278482.0,[322533],[1],[ 0.25],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,2009-01,2009-01,2018-01
245716.0,[653618],[1],[ 0.4],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.4,2012-01,2012-01,2018-01
114645.0,[16911],[1],[ 0.07],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.07,2008-01,2008-01,2018-01
49110.0,[735093 682205 655889 625145 374738],[1 1 1 1 1],[ 0.021  0.485  0.75   0.4    0.5  ],[2001 2008 1996 2003 2011],[ 2018.  2018.  2018.  2013.  2018.],5,5,0,1.0,0.0,1,4,0.2,0.8,0.4312,2001-01,2011-01,2018-01
344024.0,[91317],[1],[ 0.6],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.6,2012-01,2012-01,2018-01
49112.0,[730762],[1],[ 1.],[2008],[ 2011.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,2008-01,2008-01,2011-01
245720.0,"[739041 728146 721810 710636 684246 682117 677706 675526 653770 522220
 465382 234575 136251]",[1 0 0 1 0 1 0 1 0 1 1 1 1],"[ 0.113  0.099  0.1    0.089  0.02   0.09   0.159  0.5    0.077  0.071  0.1
  0.7    0.134]",[2014 2012 2012 2014 2014 2013 2014 2012 2014 2012 2014 2013 2011],"[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2014.  2018.  2018.
  2018.  2018.  2018.]",13,8,5,0.6153846153846154,0.38461538461538464,1,12,0.07692307692307693,0.9230769230769231,0.17323076923076922,2014-01,2011-01,2018-01
16348.0,[148936],[1],[ 0.25],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,2014-01,2014-01,2018-01
49118.0,[698403 629221],[1 0],[ 0.5    0.002],[2009 1993],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.251,2009-01,1993-01,2018-01
507871.0,[159022],[1],[ 0.5],[2005],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2005-01,2005-01,2018-01
180192.0,[728635 678438],[1 0],[ 0.9    0.278],[2015 2013],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.589,2015-01,2013-01,2018-01
49119.0,[670848],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
311267.0,[717795 635867],[0 0],[ 0.2    0.114],[2014 1998],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.157,2014-01,1998-01,2018-01
180196.0,[494384],[1],[ 0.333],[2006],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2006-01,2006-01,2018-01
442344.0,[652833 640339],[1 1],[ 0.7   0.49],[2010 2006],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.595,2010-01,2006-01,2018-01
81897.0,[646580],[0],[ 1.],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2013-01,2013-01,2018-01
114665.0,[727080 727080 671651 645677],[1 1 0 0],[ 0.296  0.296  0.034  0.034],[2003 2003 2001 1995],[ 2018.  2018.  2018.  2011.],4,2,2,0.5,0.5,1,3,0.25,0.75,0.16500000000000004,2003-01,1995-01,2018-01
344046.0,[439882],[1],[ 0.2],[1994],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,1994-01,1994-01,2018-01
376815.0,[668831 119067],[0 1],[ 0.51   0.435],[2013 2013],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.47250000000000003,2013-01,2013-01,2018-01
81906.0,[354013 109213],[1 1],[ 0.013  0.091],[2014 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.052,2014-01,2015-01,2018-01
311286.0,[734592],[0],[ 0.495],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.495,2011-01,2011-01,2018-01
344054.0,[452662],[1],[ 0.68],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.68,2008-01,2008-01,2018-01
245752.0,[632488],[0],[ 0.6],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.6,2011-01,2011-01,2018-01
278521.0,"[716010 714509 698477 688898 669407 660290 653592 649565 646909 644429
 643758 480819]",[0 1 0 0 0 1 1 0 0 0 0 1],"[ 0.167  0.75   0.2    0.001  0.2    1.     0.333  0.001  1.     0.07
  0.005  0.008]",[2003 1997 2006 2001 2007 1993 2003 2003 2011 2003 1997 1993],"[ 2012.  2014.  2018.  2018.  2012.  2008.  2018.  2018.  2011.  2018.
  2018.  2018.]",12,4,8,0.3333333333333333,0.6666666666666666,5,7,0.4166666666666667,0.5833333333333334,0.31124999999999997,2003-01,1993-01,2012-01
212986.0,[24020],[1],[ 1.],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2007-01,2007-01,2018-01
311292.0,[173469],[1],[ 0.7],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.7,2010-01,2010-01,2018-01
442364.0,[677849 623978],[1 1],[ 0.72  1.  ],[2002 1993],[ 2007.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.86,2002-01,1993-01,2007-01
507900.0,[684638],[1],[ 0.99],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.99,2009-01,2009-01,2018-01
245759.0,[651919],[1],[ 0.046],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.046,2014-01,2014-01,2018-01
344062.0,[737613],[0],[ 0.42],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.42,2014-01,2014-01,2018-01
278531.0,[643240],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
81928.0,[725044],[1],[ 0.1],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2015-01,2015-01,2018-01
114696.0,[729529 703702 703518 655496  41362],[0 1 1 0 1],[ 0.1    0.052  0.95   0.3    0.95 ],[2011 2011 2012 2012 2012],[ 2018.  2013.  2018.  2018.  2018.],5,3,2,0.6,0.4,1,4,0.2,0.8,0.4704,2011-01,2012-01,2018-01
475146.0,[733631],[0],[ 0.011],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.011000000000000001,2015-01,2015-01,2018-01
180236.0,[710704],[0],[ 0.51],[2006],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.51,2006-01,2006-01,2018-01
147469.0,[644177 386956],[1 1],[ 0.21  0.45],[2015 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.33,2015-01,2014-01,2018-01
344078.0,[682328],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
213005.0,[329232],[1],[ 0.476],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.47600000000000003,2012-01,2012-01,2018-01
16399.0,[640171],[1],[ 1.],[2001],[ 2012.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,2001-01,2001-01,2012-01
442385.0,[715149],[0],[ 1.],[2013],[ 2015.],1,0,1,0.0,1.0,1,0,1.0,0.0,1.0,2013-01,2013-01,2015-01
114705.0,[723889],[0],[ 0.1],[2008],[ 2015.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.1,2008-01,2008-01,2015-01
147476.0,[702495],[0],[ 0.935],[1995],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.935,1995-01,1995-01,2018-01
49173.0,[694829 693580 659525],[0 0 0],[ 1.  1.  1.],[2014 2013 2012],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,1.0,2014-01,2012-01,2018-01
245781.0,[692616 667727],[0 1],[ 0.5   0.01],[2007 2007],[ 2012.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.255,2007-01,2007-01,2012-01
147479.0,[710414 690487],[1 1],[ 0.633  0.236],[2004 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.4345,2004-01,2014-01,2018-01
278552.0,[679458],[1],[ 0.2],[2001],[ 2006.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.2,2001-01,2001-01,2006-01
180249.0,[724293 691239],[0 0],[ 1.  1.],[2013 2010],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,1.0,2013-01,2010-01,2018-01
507930.0,[701107],[1],[ 0.071],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.071,2014-01,2014-01,2018-01
114712.0,[726556 660223 422527 283496  46822],[1 1 1 1 1],[ 1.  1.  1.  1.  1.],[1998 2002 1998 1998 2000],[ 2018.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,0,5,0.0,1.0,1.0,1998-01,2000-01,2018-01
213020.0,[734544 719956 693119 672442 456186],[1 1 0 1 1],[ 0.5   0.5   0.99  0.5   0.5 ],[2012 2013 2015 2015 2015],[ 2018.  2018.  2018.  2018.  2018.],5,4,1,0.8,0.2,0,5,0.0,1.0,0.5980000000000001,2012-01,2015-01,2018-01
376857.0,[724743],[0],[ 0.997],[2010],[ 2013.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.997,2010-01,2010-01,2013-01
245786.0,[437142],[1],[ 1.],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2010-01,2010-01,2018-01
409631.0,[154391],[1],[ 0.49],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.49,2015-01,2015-01,2018-01
16416.0,[734337],[0],[ 0.55],[2004],[ 2007.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.55,2004-01,2004-01,2007-01
442400.0,[321474],[1],[ 0.1],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2012-01,2012-01,2018-01
442397.0,[711422 681082 678287 645274 521337],[1 0 0 1 1],[ 0.5   0.02  0.7   0.45  0.5 ],[2014 2012 2001 2002 2014],[ 2018.  2012.  2018.  2018.  2018.],5,3,2,0.6,0.4,1,4,0.2,0.8,0.434,2014-01,2014-01,2018-01
213027.0,[672025 623744],[1 1],[ 1.   0.2],[2011 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.6,2011-01,2013-01,2018-01
114723.0,[721378],[1],[ 0.08],[2004],[ 2006.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.08,2004-01,2004-01,2006-01
344093.0,[651731],[1],[ 0.75],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.75,2009-01,2009-01,2018-01
475174.0,[675835],[0],[ 0.9],[2006],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.9,2006-01,2006-01,2018-01
278566.0,[733531],[0],[ 0.185],[2003],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.185,2003-01,2003-01,2018-01
344102.0,[737014 704069],[1 1],[ 0.7    0.833],[2005 2007],[ 2009.  2012.],2,2,0,1.0,0.0,2,0,1.0,0.0,0.7665,2005-01,2007-01,2009-01
114731.0,[407677],[1],[ 1.],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2002-01,2002-01,2018-01
344108.0,[277887],[1],[ 0.046],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.046,2015-01,2015-01,2018-01
114733.0,[663700],[1],[ 0.51],[1994],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.51,1994-01,1994-01,2018-01
442412.0,[699899],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
507952.0,"[729173 727707 718693 718253 715673 702265 698648 696939 695622 684656
 680715 679410 670866 659979 658439 651385 645984 639988 633318 510310]",[0 0 0 1 1 1 1 0 1 1 0 0 1 0 0 1 1 0 0 1],"[ 0.104  0.1    0.225  0.216  0.485  0.141  0.125  0.18   0.2    0.167
  0.143  0.086  0.111  0.093  0.05   0.7    0.25   0.111  0.025  0.167]","[2012 2015 2014 2015 2014 2015 2013 2013 2014 2015 2014 2013 2013 2013 2015
 2013 2011 2012 2013 2011]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.]",20,10,10,0.5,0.5,0,20,0.0,1.0,0.18395,2012-01,2011-01,2018-01
81976.0,[118554],[1],[ 0.015],[2005],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.015,2005-01,2005-01,2018-01
311352.0,[659347],[1],[ 0.01],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.01,2012-01,2012-01,2018-01
475194.0,[704247 701708],[1 0],[ 0.5  0.8],[2008 2009],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.65,2008-01,2009-01,2018-01
114747.0,[694869],[1],[ 0.2],[1997],[ 2009.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.2,1997-01,1997-01,2009-01
16444.0,[739220 737130 726709 722535 650811 641269 492094 243060 225982  62050],[1 1 1 1 1 1 1 1 1 1],[ 0.5   0.5   0.5   0.25  0.5   0.5   0.5   0.5   0.5   0.5 ],[2014 2012 2011 2013 2008 2014 2013 2011 2011 2013],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],10,10,0,1.0,0.0,0,10,0.0,1.0,0.475,2014-01,2013-01,2018-01
442426.0,[637167],[0],[ 0.3],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.3,2014-01,2014-01,2018-01
114751.0,[683146],[0],[ 0.012],[2005],[ 2015.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.012,2005-01,2005-01,2015-01
147523.0,[686946],[0],[ 1.],[1999],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1999-01,1999-01,2018-01
409668.0,[738568 731713 727451 726758 698013 675896 656793 640916],[0 0 0 0 0 0 0 0],[ 0.25  0.68  0.8   0.8   0.8   0.49  0.7   0.8 ],[2013 2000 2013 2014 2013 2014 2015 2013],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],8,0,8,0.0,1.0,0,8,0.0,1.0,0.665,2013-01,2013-01,2018-01
16452.0,[636639],[1],[ 0.3],[2006],[ 2012.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.3,2006-01,2006-01,2012-01
180294.0,[712324 626559],[1 1],[ 0.33  0.33],[2012 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.33,2012-01,2014-01,2018-01
507976.0,[656140 648405],[0 0],[ 1.  1.],[2013 2011],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,1.0,2013-01,2011-01,2018-01
311368.0,[627974],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
16458.0,[667883],[1],[ 0.51],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.51,2010-01,2010-01,2018-01
376906.0,"[731280 716673 715458 702366 697932 676044 675840 675730 671629 671137
 670965 670875 651719 636934 630959]",[1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],"[ 1.     0.85   0.7    1.     1.     1.     1.     0.7    0.001  0.7    0.7
  1.     0.7    0.6    1.   ]",[2015 2015 2014 2010 2015 2012 2015 2013 2000 2014 2014 2012 2013 2014 2012],"[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.]",15,2,13,0.13333333333333333,0.8666666666666667,0,15,0.0,1.0,0.7967333333333333,2015-01,2012-01,2018-01
213067.0,[711483 659063 632058 468032 354754],[1 1 1 1 1],[ 1.  1.  1.  1.  1.],[1995 2002 2008 2010 1987],[ 2006.  2012.  2018.  2018.  2018.],5,5,0,1.0,0.0,2,3,0.4,0.6,1.0,1995-01,1987-01,2006-01
344141.0,[665735],[0],[ 0.234],[2010],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.23399999999999999,2010-01,2010-01,2018-01
180302.0,[737856],[1],[ 1.],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2008-01,2008-01,2018-01
475214.0,[726408 661166 652097 645152],[1 0 0 0],[ 1.     0.083  0.333  0.04 ],[2004 1992 1988 1993],[ 2018.  2001.  1999.  2013.],4,1,3,0.25,0.75,3,1,0.75,0.25,0.364,2004-01,1993-01,2018-01
49228.0,[624839],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
442449.0,[662160],[0],[ 0.51],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.51,2015-01,2015-01,2018-01
82004.0,[270177],[1],[ 0.027],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.027000000000000003,2014-01,2014-01,2018-01
245845.0,[706733],[1],[ 0.35],[2001],[ 2008.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.35,2001-01,2001-01,2008-01
278614.0,[715928],[1],[ 0.65],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.65,2012-01,2012-01,2018-01
49243.0,[706185 667864 666343],[1 1 1],[ 0.05  0.1   0.4 ],[2015 2015 2015],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.18333333333333335,2015-01,2015-01,2018-01
376924.0,[523420],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
245853.0,[739519 713399 624534 433344 176388 170015],[1 1 1 1 1 1],[ 0.1    0.99   0.02   0.002  0.058  0.95 ],[2006 2001 2002 2004 1998 2008],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,6,0,1.0,0.0,0,6,0.0,1.0,0.35333333333333333,2006-01,2008-01,2018-01
180315.0,[438080 393800 193467],[1 1 1],[ 1.     0.25   0.517],[1992 2004 2003],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.589,1992-01,2003-01,2018-01
344163.0,[720312],[0],[ 0.022],[1999],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.022000000000000002,1999-01,1999-01,2018-01
409701.0,[681172],[0],[ 0.21],[2003],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.21,2003-01,2003-01,2018-01
213094.0,[649360 364524],[1 1],[ 0.5  0.5],[2004 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.5,2004-01,2015-01,2018-01
213093.0,[738193 701065 695099 691828 634209],[0 0 0 1 1],[ 1.     1.     0.15   0.175  0.325],[2013 2012 2015 2008 2003],[ 2018.  2018.  2018.  2018.  2018.],5,2,3,0.4,0.6,0,5,0.0,1.0,0.53,2013-01,2003-01,2018-01
344172.0,[736894 650295],[0 0],[ 0.65  0.6 ],[2011 2012],[ 2012.  2018.],2,0,2,0.0,1.0,1,1,0.5,0.5,0.625,2011-01,2012-01,2012-01
508013.0,[721780 684052 670334],[0 0 0],[ 1.    1.    0.33],[2012 2002 2003],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.7766666666666667,2012-01,2003-01,2018-01
