"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"279513","630082","0","1","2012",""
"279513","629974","0","0.5","2010",""
"279513","629925","0","1","1995",""
"279513","629895","0","0.5","2014",""
"279513","629857","0","0.55","2013",""
"279513","629741","0","0.46","2006",""
"279513","629620","0","1","1995",""
"279513","629473","0","0.4","2003",""
"279513","629323","0","0.51","2007",""
"279513","628908","0","1","1998",""
"279513","628872","0","0.15","2003",""
"279513","628806","0","1","1999",""
"279513","628665","0","1","2004",""
"279513","628496","0","0.51","2010",""
"279513","628489","0","0.5","2008",""
"279513","628007","0","0.5","2011",""
"279513","627747","0","0.51","2012",""
"279513","627663","0","0.49","2012",""
"279513","627614","0","0.6","2000",""
"279513","627500","0","1","2004",""
"279513","627375","0","1","2001",""
"279513","627288","0","1","2001",""
"279513","627188","0","1","1993",""
"279513","627160","0","0.51","2004",""
"279513","626923","0","1","1998",""
"279513","626758","0","0.5","2011",""
"279513","626592","0","0.5","1994",""
"279513","626248","0","1","2000",""
"279513","626145","0","0.5","2013",""
"279513","626120","0","0.6","2010",""
"279513","625955","0","0.1","2001",""
"279513","625904","0","1","1997",""
"279513","625817","0","0.35","1998",""
"279513","625775","0","1","1997",""
"279513","625740","0","0.5","2013",""
"279513","625560","0","0.9","2012",""
"279513","625317","0","0.6","2000",""
"279513","625095","0","1","1996",""
"279513","624877","0","0.65","1997",""
"279513","624022","0","0.33","2005",""
"279513","623859","0","1","2003",""
"279513","623628","0","0.49","2009",""
"279513","623580","0","0.7","2005",""
"279513","623550","0","0.5","1993",""
"279513","623458","0","0.5","2013",""
"279513","623254","0","0.07","2003",""
"279513","446722","1","1","2013",""
"279513","294178","1","1","1999",""
"279513","286810","1","0.5","2006",""
"279513","1300","1","1","2010",""
"279719","693728","0","0.333","2010",""
"280051","683412","0","0.19","2001",""
"280051","674613","1","0.063","2014",""
"280051","661136","0","0.9","2000","2013"
"280051","646330","0","0.182","2000",""
"281581","719174","0","0.8","2012","2014"
"281581","703723","0","0.51","2011",""
"281581","646107","0","0.8","2012","2015"
"282157","738591","1","1","1996","2006"
"282157","731486","1","0.792","1999","2008"
"282157","726493","1","1","1992","2015"
"282157","709459","0","0.056","1992",""
"282157","703529","1","0.1","1994","2011"
"282157","663764","1","0.309","1999","2011"
"282157","651904","0","1","1993","2003"
"282157","651721","0","0.5","1992","1996"
"282157","646494","1","0.47","1993",""
"282157","637494","0","1","1993","1999"
"282157","517471","1","0.333","1987",""
"283590","708342","1","0.164","2001","2009"
"284201","258247","1","0.8","2011",""
"285341","714667","1","1","1993","2006"
"285341","707189","1","0.714","2000","2010"
"285341","696636","1","1","1995","2006"
"285341","687940","1","0.8","2000","2010"
"285341","673477","1","0.2","2005",""
"285382","685914","1","0.5","2010",""
"285382","671841","1","0.5","2010",""
"285382","671761","0","1","2009",""
"285382","643940","1","0.333","2014",""
"285382","643477","0","0.7","2014",""
"285382","636499","1","0.84","2010",""
"286368","636053","0","1","2012",""
"286544","724094","0","0.09","2013",""
"287024","730878","0","1","2013",""
"287024","728418","0","1","2013",""
"287024","717934","0","1","2014",""
"287024","715626","0","1","2014",""
"287024","713811","0","1","2014",""
"287024","711049","0","1","2015",""
"287024","711024","0","1","2014",""
"287024","705103","0","1","2013",""
"287024","703160","1","1","2014",""
"287024","690591","0","1","2013",""
"287024","684939","0","1","2012",""
"287024","679828","0","1","2014",""
"287024","673035","0","1","2013",""
"287024","672189","0","1","2014",""
"287024","661863","0","1","2014",""
"287024","655154","0","1","2014",""
"287024","648283","0","1","2013",""
"287024","635017","0","0.333","2015",""
"287024","477606","1","1","2014",""
"287024","67594","1","1","2008",""
"289285","722969","0","0.03","2014",""
"291832","637967","0","0.29","2013",""
"293355","717941","1","0.49","2008",""
"293355","692501","1","0.5","2006",""
"293355","209612","1","0.49","2008",""
"293608","230183","1","0.8","2013",""
"293957","630119","1","1","2007",""
"294526","645904","0","0.002","2012",""
"294844","726398","0","0.7","2006",""
"294844","717324","0","0.98","1998","2006"
"294844","677985","0","0.074","1993","2014"
"294844","477192","1","0.046","2005",""
"294844","331083","1","0.354","2000",""
"295465","706184","0","0.036","1994",""
"295465","732","1","0.47","2001",""
"295590","250437","1","0.1","2005",""
"295889","691866","1","0.51","2005","2007"
"295947","720743","0","0.49","1993",""
"295947","714697","0","0.9","2012",""
"295947","706909","0","0.49","2011",""
"295947","677735","0","0.25","2009",""
"295947","644198","0","0.51","2013","2014"
"295947","631075","0","0.841","2011",""
"295947","628501","0","0.95","2013","2014"
"295947","623591","0","0.42","2001",""
"295947","128003","1","0.5","2004",""
"295947","13140","1","1","2011",""
"296203","662436","1","0.267","2010",""
"296446","648559","0","1","2009","2013"
"296446","634013","0","0.51","2010",""
"297859","672313","0","0.333","2015",""
"298201","513532","1","0.2","2013",""
"298250","730999","0","1","1998","2005"
"298250","722606","1","0.45","2015",""
"298250","706732","0","1","1990",""
"298250","706357","1","1","1987","2007"
"298250","699787","1","0.143","2000","2007"
"298250","648960","1","0.4","1995",""
"298250","641507","0","1","2000",""
"298250","634007","1","1","2006","2012"
"298250","628807","1","0.202","1958",""
"298250","510870","1","1","1991",""
"298250","487300","1","0.5","2003",""
"298250","482966","1","1","1999",""
"298250","440733","1","1","2002",""
"298250","416698","1","0.5","2006",""
"298250","332471","1","0.31","2004",""
"298250","242196","1","0.5","2014",""
"298250","95284","1","0.4","1998",""
"298250","70728","1","0.34","2006",""
"298495","224403","1","1","2001",""
"300803","692392","1","0.294","1999",""
"301345","734073","1","0.51","2013",""
"302175","707381","1","0.25","2010","2012"
"302997","363948","1","0.51","2015",""
"303055","706499","0","1","2011",""
"304253","640140","0","0.03","1997",""
"304702","647191","1","1","2002",""
"307387","704592","1","0.129","2004",""
"307387","27460","1","0","1999",""
"308940","651936","0","0.123","2006",""
"309762","737878","0","0.1","2011",""
"309762","659792","0","0.1","2012",""
"311793","738299","0","0.51","2013",""
"311793","724141","0","0.51","2007",""
"311793","717425","0","0.3","2014",""
"311793","715617","1","0.92","2000",""
"311793","706856","1","0.67","2006","2008"
"311793","701695","0","0.525","2015",""
"311793","694914","0","0.9","2005",""
"311793","694736","0","0.4","2004",""
"311793","694423","0","0.55","2013",""
"311793","679944","0","0.264","2000",""
"311793","672517","0","0.4","2012",""
"311793","671681","0","0.255","2012",""
"311793","671472","0","0.333","2008","2011"
"311793","664900","1","0.7","2003",""
"311793","656759","1","0.025","2002",""
"311793","654994","0","0.536","2007",""
"311793","651080","1","0.7","2011",""
"311793","640437","0","0.5","2015",""
"311793","639521","0","0.46","1999","2009"
"311793","632216","0","0.5","1993","1999"
"311793","486240","1","0.4","2012",""
"311793","326528","1","0.9","2003",""
"311793","284971","1","0.21","2010",""
"311793","188751","1","0.6","1992",""
"311793","155187","1","0.22","1999",""
"311793","131447","1","0.143","2001",""
"311793","88174","1","0.688","2005",""
"313662","627850","1","0.1","2015",""
"314340","733224","0","0.333","2004",""
"314710","707985","0","0.125","2004","2006"
"314710","668025","1","1","2010",""
"314710","232192","1","1","2006",""
"314710","153585","1","0.938","2011",""
"314710","82085","1","1","2006",""
"314723","163502","1","0.7","2007",""
"314762","722394","1","0.95","2007",""
"314762","692812","1","0.8","2002","2007"
"314762","686013","0","0.1","2004",""
"314762","645450","0","1","2008","2011"
"314762","624793","1","0.739","1996",""
"314762","25113","1","0.5","1992",""
"314848","630239","1","0.273","2015",""
"314997","630584","1","0.02","1994",""
"315185","725197","1","0.8","2013","2014"
"315185","695321","1","1","2001",""
"315185","45166","1","0.9","2015",""
"316688","675206","1","0.75","1993",""
"317205","713326","1","1","2007","2010"
"317205","669673","1","1","2012",""
"317205","431243","1","1","2007",""
"317244","703879","0","0.7","2015",""
"317319","716941","0","0.5","2015",""
"317494","298411","1","1","2009",""
"317494","115594","1","0.143","2012",""
"317894","698255","1","1","2007",""
"317903","736073","1","0.1","2012",""
"317903","696072","0","0.01","2011",""
"317903","695935","0","0.04","2008",""
"317903","681974","0","0.04","2008","2014"
"317903","673007","0","0.333","2008",""
"317903","641389","1","0.449","2012",""
"317903","629658","1","0.4","2011",""
"317903","325140","1","0.01","2012",""
"317903","135657","1","0.99","2012",""
"317903","2780","1","0.143","2014",""
"318558","734196","1","0.49","2011",""
"318558","731380","0","0.17","2010",""
"318558","675779","0","1","2011",""
"318558","315643","1","0.25","2011",""
"320025","672077","0","0.85","2008",""
"320025","657215","0","0.995","2008",""
"320025","623648","1","0.5","2011",""
"320788","700008","1","0.75","2000","2007"
"320788","445967","1","1","2000",""
"320835","659713","0","0.6","2009",""
"321622","626187","1","1","2009",""
"321698","726306","1","0.8","2011",""
"321698","716653","1","0.6","2015",""
"321698","665392","1","0.5","2012",""
"321698","643184","1","0.99","2001",""
"321698","450871","1","0.6","2015",""
"323936","670473","1","0.5","2013",""
"325052","203383","1","0.25","1980",""
"327362","707320","0","1","2012","2015"
"327362","687760","0","1","2013",""
"327378","635181","1","0.51","2012",""
"327813","644029","1","0.333","2006",""
"327813","641254","1","0.2","2013",""
"329191","136544","1","0.403","2005",""
"329191","126415","1","0.95","1998",""
"330311","699131","0","1","2009",""
"330922","736594","0","0.072","2014",""
"330922","654009","0","0.077","2014",""
"330922","392173","1","0.072","2010",""
"334954","737100","0","0.8","2013",""
"334954","736712","0","0.1","2014",""
"334954","724838","1","0.01","2014",""
"334954","724399","0","1","2012",""
"334954","718767","0","0.01","2012",""
"334954","714247","0","0.9","2014",""
"334954","706408","0","0.01","2014",""
"334954","698819","0","0.5","2014",""
"334954","698527","1","0.01","2013",""
"334954","686773","0","0.167","2015",""
"334954","682450","1","0.01","2015",""
"334954","666530","0","0.51","2012",""
"334954","656373","0","0.51","2014",""
"334954","654005","0","0.01","2015",""
"334954","625908","0","0.9","2013",""
"334954","471433","1","0.01","2013",""
"334954","219324","1","0.01","2011",""
"335465","673197","0","0.49","2014",""
"335820","717378","0","0.41","2014",""
"336737","715743","1","1","1994","2010"
"336737","160711","1","1","1995",""
"338958","627170","0","0.3","2014",""
"340412","94487","1","0.333","2013",""
"340925","668245","0","0.001","2014",""
"340925","650580","1","0.5","2014",""
"340925","646845","0","0.098","2014",""
"340925","629459","1","0.5","2015",""
"340925","327778","1","0.5","2008",""
"340925","14051","1","0.25","2015",""
"341625","738709","0","1","1992","1999"
"341625","719231","0","0.15","1998",""
"341625","717213","1","0.5","1995","2007"
"341625","707340","0","1","1992",""
"341625","692273","1","1","1992","2011"
"341625","690356","0","0.288","1994","2008"
"341625","682827","0","0.5","1996","2002"
"341625","674401","0","0.333","1991","1998"
"341625","659893","1","1","1993","2010"
"341625","654798","1","1","1996","2008"
"341625","641187","0","0.34","1996","2001"
"341625","640854","1","1","1993","2008"
"341625","97290","1","0.8","1997",""
"341625","3926","1","0.2","1985",""
"343017","347901","1","0.6","2014",""
"344054","452662","1","0.68","2008",""
"344231","648456","0","1","2010",""
"345767","249544","1","0.5","2015",""
"346584","698134","0","0.5","2015",""
"347486","738919","0","0.46","2014",""
"347486","713289","0","0.1","2012",""
"347486","706631","0","0.51","2015",""
"347486","677561","0","0.7","2014",""
"347486","674637","1","0.65","2012",""
"347486","671426","0","0.8","2014",""
"347486","670454","1","0.892","2013",""
"347486","661406","0","1","2010",""
"347486","657824","1","0.29","2014",""
"347486","657646","0","0.7","2014",""
"347486","655691","1","0.5","2015",""
"347486","644444","0","0.9","2014",""
"347486","639370","0","0.6","2013",""
"347486","624300","1","0.75","2015",""
"347486","96611","1","0.9","2014",""
"347679","719030","0","0.6","2003","2011"
"347823","628518","0","0.128","2009","2012"
"347823","179876","1","0.8","2015",""
"347823","117800","1","1","2003",""
"347823","8301","1","0.25","2011",""
"348459","738826","0","0.7","1993",""
"348459","733544","0","1","2014",""
"348459","729735","0","0.045","1997",""
"348459","728603","0","1","1991",""
"348459","717200","0","1","1994",""
"348459","711873","0","0.4","2010",""
"348459","711618","0","0.5","1992",""
"348459","704919","1","0.021","2015",""
"348459","694275","0","0.012","1996",""
"348459","680506","0","1","2005",""
"348459","680443","0","0.12","2000",""
"348459","672365","1","1","2011",""
"348459","667632","0","1","1993",""
"348459","663696","0","1","1993",""
"348459","660878","0","1","1994",""
"348459","660651","0","0.017","2000",""
"348459","658429","0","1","1987",""
"348459","654053","1","0.45","2004",""
"348459","653277","1","1","2000",""
"348459","649228","0","1","1993",""
"348459","642555","0","0.05","1992",""
"348459","638600","0","0.006","1994",""
"348459","637733","1","1","2006",""
"348459","633539","0","1","1988",""
"348459","631776","0","0.67","2008",""
"348459","623349","1","1","1993","2010"
"348459","502253","1","1","1995",""
"348459","276240","1","1","1993",""
"348459","247824","1","1","2002",""
"348459","109984","1","1","1999",""
"348771","679630","0","0.4","2013",""
"348771","361259","1","1","2014",""
"348771","196298","1","0.967","2007",""
"349039","710541","1","0.51","2014",""
"349039","678228","0","0.5","2014","2014"
"349775","669452","1","0.061","2011",""
"350147","739809","1","1","2008",""
"350147","658365","1","1","2006",""
"350147","630983","1","1","2003",""
"350147","242273","1","1","2002",""
"350977","524640","1","0.5","2007",""
"351246","167955","1","0.5","2015",""
"354018","356169","1","0.4","2013",""
"354041","671708","0","0.39","2013",""
"354518","233370","1","0.1","2015",""
"354843","738509","1","0.02","2005","2008"
"355298","247464","1","0.23","2013",""
"356128","690383","0","0.45","2010",""
"356454","649295","1","1","2006",""
"356454","466593","1","1","2002",""
"356966","632855","1","0.55","2015",""
"356967","738701","1","1","1992",""
"356967","730053","1","0.8","2000",""
"356967","721403","1","0.042","2010",""
"356967","702591","1","0.16","2011",""
"356967","680944","1","0.372","2000","2011"
"356967","673773","1","0.6","2001",""
"356967","664858","1","1","1992","2008"
"356967","655409","1","1","1985","2007"
"356967","422333","1","1","1992",""
"356967","346329","1","0.4","1999",""
"356967","312197","1","1","1997",""
"356967","274093","1","0.42","2000",""
"356967","253304","1","1","2012",""
"356967","134353","1","1","1993",""
"356967","69673","1","0.8","2000",""
"358042","674833","0","0","1996",""
"360922","447486","1","1","2014",""
"361062","739167","0","0.036","2006","2012"
"361062","239105","1","0.6","2005",""
"361534","280921","1","1","2000",""
"361984","630184","0","0.67","2004",""
"362156","724481","0","0.5","2015",""
"362156","721131","1","0.5","2014",""
"362156","684775","0","0.5","2015",""
"362156","659336","1","0.125","2013",""
"365108","739533","1","1","1985",""
"365108","737370","1","1","1992",""
"365108","737170","0","0.39","2005",""
"365108","728574","0","1","2009",""
"365108","722994","1","0.5","2007",""
"365108","720443","0","1","1996",""
"365108","719285","1","1","1995",""
"365108","719217","1","1","1981",""
"365108","715671","1","0.5","2013",""
"365108","715372","0","1","1987",""
"365108","700589","1","0.3","2012",""
"365108","700407","1","0.317","1982","2012"
"365108","696835","1","1","1980",""
"365108","694265","1","1","2001",""
"365108","682548","1","1","1994",""
"365108","670362","1","1","1954",""
"365108","670160","1","0.25","2000","2010"
"365108","663189","1","0.41","2000",""
"365108","658852","1","1","1984",""
"365108","652955","0","0.833","1997","2011"
"365108","647945","0","1","1989","2010"
"365108","636583","1","1","2003",""
"365108","631805","1","1","1981",""
"365108","522254","1","1","1986",""
"365108","472724","1","1","1985",""
"365108","463632","1","1","1986",""
"365108","453826","1","1","1986",""
"365108","450431","1","0.113","2000",""
"365108","436295","1","0.45","1980",""
"365108","423895","1","1","1978",""
"365108","398738","1","1","1985",""
"365108","266290","1","1","1952",""
"365108","244726","1","0.5","2009",""
"365108","195723","1","1","1952",""
"365108","185261","1","0.5","2004",""
"365108","159055","1","1","1987",""
"365108","96167","1","1","1954",""
"365108","89612","1","1","2010",""
"365108","75871","1","0.2","2006",""
"365108","35322","1","1","1983",""
"367067","664070","1","0.3","2003","2011"
"368070","624486","0","1","2011","2014"
"368236","652249","0","0.45","2008",""
"368337","708981","1","0.8","2010",""
"368339","676933","1","0.1","2015",""
"368339","670264","1","0.05","2014",""
"368339","346250","1","1","2014",""
"368339","232054","1","1","2014",""
"368339","17081","1","0.091","2014",""
"368929","698608","1","0.3","2006",""
"369096","487919","1","0.05","2000",""
"370289","684150","1","1","2004",""
"371347","734471","1","0.7","1995",""
"371347","713578","1","0.2","2014",""
"371347","327972","1","0.51","1993",""
"371347","307664","1","0.8","1996",""
"371347","268913","1","0.667","1999",""
"371347","51949","1","0.8","2001",""
"371573","634403","0","1","2010",""
"372275","724392","0","0.05","2012","2012"
"372275","709417","0","0.167","2000",""
"372377","698945","1","0.8","2014",""
"375147","337538","1","0.741","2012",""
"375147","32351","1","0.772","2008",""
"375691","643909","1","1","2010",""
"375691","307710","1","1","2013",""
"376736","521233","1","1","2014",""
"376736","519731","1","1","2007",""
"376736","420509","1","0.15","1995",""
"377262","713731","1","1","1997","2007"
"377262","683502","0","1","1993","2001"
"377262","110686","1","0.333","1993",""
"378660","737627","1","1","2013",""
"378660","732544","0","1","2014",""
"378660","699125","0","1","2013",""
"378660","692347","0","1","2014",""
"378660","676857","1","1","2012",""
"378660","674151","0","1","2013",""
"378701","667462","0","0.028","2003",""
"378701","644042","0","0.012","1997",""
"378701","400141","1","0.025","2002",""
"378939","520880","1","0.5","2015",""
"378939","397759","1","0.5","2015",""
"378939","361229","1","0.5","2015",""
"379137","697587","0","0.2","2012",""
"379137","629182","0","0.248","2013",""
"379243","670450","0","1","2015",""
"379672","671199","1","0.34","2008",""
"379983","669343","1","0.1","2009",""
"380000","226268","1","0.51","2012",""
"380666","384717","1","0.5","2015",""
"381755","739668","1","0.51","2014",""
"381823","668081","1","0.7","2010",""
"381993","740249","0","0.675","2008",""
"381993","737181","0","0.675","2008",""
"381993","722626","0","0.51","2003","2013"
"381993","711601","0","1","2006",""
"381993","644539","0","0.276","2003",""
"381993","641380","0","1","2013",""
"383678","505499","1","0.66","2015",""
"384005","715877","1","0.49","2013","2015"
"384357","718402","1","0.003","2015",""
"384357","652646","1","0","2015",""
"384419","656450","1","0.3","2014",""
"384559","230783","1","0.2","2014",""
"386158","291361","1","1","2015",""
"386169","694887","0","0.95","2012",""
"386169","645055","0","0.49","2006",""
"387311","704877","1","1","2014",""
"387311","699032","0","0.51","2001",""
"387311","694416","1","1","2010",""
"387311","683279","0","1","2014",""
"387311","680467","0","0.25","2015",""
"387311","678115","0","0.067","1996","2000"
"387311","672467","0","0.9","2012",""
"387311","665076","0","0.693","2013",""
"387311","655791","0","0.85","2015",""
"387745","684031","0","0.55","2015",""
"387842","712013","0","0.833","2005",""
"388293","736952","1","0.49","2008","2013"
"389661","667750","1","1","2009",""
"391002","629162","1","0.15","2001",""
"392019","657593","1","0.03","2003","2009"
"392019","634451","1","0.05","1999","2011"
"392019","278009","1","1","1997",""
"392019","268304","1","0.333","1996",""
"392019","137264","1","0.06","2003",""
"392196","666760","1","0.25","1996",""
"392649","664314","1","0.5","2010","2015"
"392649","273471","1","0.4","1996",""
"392649","50206","1","0.016","2011",""
"392913","658593","1","1","2014",""
"393078","738868","0","0.21","2012",""
"393078","730973","0","0.6","2014",""
"393078","725687","0","0.45","2012",""
"393078","687360","0","0.45","2014",""
"393078","680896","1","1","2013",""
"393078","680742","0","0.515","2008",""
"393078","668503","1","0.36","2008",""
"393078","645510","0","0.44","2011",""
"393078","302758","1","0.333","2009",""
"395267","715452","1","0.167","2009",""
"395549","721995","0","0.25","2013",""
"395549","673350","0","0.51","2013",""
"395549","672019","0","0.51","2014",""
"395549","660338","0","0.51","2014",""
"395968","669906","1","1","2014",""
"397320","427559","1","0.45","2011",""
"397353","303745","1","0.5","2013",""
"397804","703852","1","0.004","2015",""
"397804","659039","0","1","2014",""
"397804","625351","1","0.125","2014",""
"397804","446336","1","0.25","2014",""
"397804","244678","1","0.167","2015",""
"397804","18482","1","0.25","2015",""
"398234","731283","0","0.5","2011",""
"398234","725881","0","0.8","2010",""
"398234","690791","0","0","2014",""
"398234","676947","0","0.37","2002",""
"398234","668884","1","0.24","2012",""
"398234","657012","0","0.01","2011",""
"398234","655184","1","0.348","2011",""
"398234","636850","0","0","2010",""
"398234","630579","1","0.637","2014",""
"398234","520247","1","0.25","2014",""
"398234","65826","1","1","2009",""
"398234","39932","1","0.99","2006",""
"398298","701678","1","0.4","2015",""
"401217","681828","0","0.422","2013",""
"402045","701486","1","0.8","2001","2010"
"402045","685617","0","0.01","2006",""
"402399","728143","0","1","2004","2008"
"402399","725093","1","0.05","1998",""
"402399","712867","0","0.2","2009",""
"402683","711779","0","1","2014",""
"402683","698978","0","0.9","2013",""
"402893","689924","0","0.8","2012",""
"402893","648294","0","0.8","2011","2014"
"403145","142273","1","0.15","2011",""
"408333","361100","1","0.01","2013",""
"408994","378728","1","0.018","2012",""
"410646","429361","1","0.25","2015",""
"412299","654045","0","0.7","2012",""
"413761","358357","1","0.1","2005",""
"413761","21286","1","0.5","2007",""
"414288","633501","0","1","2006",""
"416212","720719","0","0.5","2013",""
"416212","167331","1","0.5","2009",""
"418942","717122","1","0.51","2013",""
"418942","684940","0","1","2014",""
"418942","668310","1","1","2012",""
"418942","662212","0","1","2012",""
"419337","685848","1","0.333","2008",""
"420744","703479","0","1","2014",""
"422299","671912","1","0.5","2013",""
"422299","652909","0","0.98","2012",""
"422460","697550","1","1","2005","2013"
"422460","672337","0","1","2013",""
"422460","222044","1","1","2001",""
"423405","702735","0","0.151","1992","1995"
"423405","664338","0","0.36","1997","1998"
"423405","661568","0","0.167","1998",""
"423405","649073","0","0.243","1995","2007"
"423405","628156","0","1","1995","2003"
"424867","646106","1","0.5","2013",""
"424867","209859","1","0.5","2014",""
"426338","475593","1","0.05","2014",""
"426715","672521","0","0.1","2012",""
"426715","640995","0","0.51","2015",""
"428109","627933","0","1","2013",""
"429126","671076","1","1","2009",""
"429584","726278","0","0.9","2014",""
"429584","683260","0","1","2014",""
"432775","697745","0","0.2","2008",""
"432775","656956","0","0.39","2007",""
"434674","637814","1","1","2006","2008"
"437800","626028","1","0.028","2015",""
"438601","684842","0","0.2","2008","2009"
"441435","277363","1","0.027","2012",""
"441474","660200","1","1","2012",""
"441474","235305","1","1","2012",""
"444570","733703","0","0.25","2011",""
"444570","314178","1","0.5","2011",""
"444868","664037","0","0.3","2005",""
"445668","719909","1","0.2","2015",""
"445668","409527","1","0.4","2001",""
"445668","401245","1","0.5","2011",""
"446050","324327","1","0.04","2006",""
"446460","715946","0","0","2010",""
"446460","629682","0","0.6","2011",""
"446531","678223","0","0.05","2012",""
"446793","689620","1","0.88","2015",""
"446801","664417","0","0.2","1998","2001"
"447009","736700","0","1","2013","2015"
"447009","727153","0","1","2012",""
"447009","700147","0","1","1995",""
"447009","689982","0","1","2012",""
"447009","682147","0","0.5","2000",""
"447009","670458","1","1","2013",""
"447009","623497","1","1","2012",""
"447987","697416","0","0.946","2013",""
"449170","730179","1","1","2015",""
"449510","724025","1","1","2001","2006"
"449510","650884","1","0.2","1988",""
"449657","709902","1","0.346","2015",""
"450068","344946","1","0.45","2014",""
"450211","431075","1","0.6","2015",""
"451902","736204","0","0.55","2007",""
"451902","692097","0","0.7","1992",""
"451902","672419","1","0.75","2000",""
"452764","735229","0","0.7","2013",""
"452764","694813","1","0.482","2015",""
"452764","661443","1","0.591","2013",""
"452764","293680","1","1","2014",""
"452764","285002","1","0.507","2014",""
"454011","728503","0","0.018","1999",""
"454011","707520","0","0.24","1993","2012"
"454011","703477","0","0.5","1999","2003"
"454011","628467","0","1","1993","1998"
"454133","701841","0","0.6","2014",""
"454563","651682","1","0.045","2008",""
"455213","639325","0","0.2","2014",""
"456440","86035","1","0.9","2013",""
"456795","710262","1","1","2009","2012"
"456950","400666","1","1","1999",""
"459619","693149","1","0.9","2004",""
"459924","712081","0","0.017","2011",""
"459924","675733","0","0.02","2011",""
"459924","643004","0","0.06","2012",""
"460344","650292","1","1","2009",""
"460344","366291","1","0.3","2010",""
"461381","723705","1","1","2014",""
"461563","705409","0","0.4","2013",""
"461563","434098","1","0.6","2015",""
"461563","72708","1","0.6","2010",""
"462186","724250","1","0.111","1996","2007"
"462186","709796","0","0.193","1996","2000"
"462186","705601","1","0.114","1995","2011"
"462186","701705","1","1","1984","2011"
"462186","701406","1","1","1993","2011"
"462186","675516","1","1","1993","2011"
"462186","670203","1","0.1","2000","2007"
"462186","661044","1","0.21","1999",""
"462186","658241","1","1","1994","2006"
"462186","294272","1","1","1993",""
"462858","639228","1","0.5","2004",""
"462858","484700","1","0.24","2015",""
"462858","438019","1","0.36","2000",""
"463011","732764","0","0.222","2015",""
"463597","660758","1","0.6","2010","2012"
"464248","723856","0","0.51","2001",""
"464248","661006","1","0.6","2002","2010"
"464248","655366","1","0.4","2002","2010"
"465756","718191","1","0.51","2012",""
"465756","696357","1","0.51","2012",""
"465902","693156","1","0.1","2006",""
"469235","709109","1","0.5","2014",""
"472033","669836","1","0.7","2009",""
"472782","735966","1","0.56","2009",""
"472782","707536","0","0.4","2014",""
"474857","735684","0","0.6","2011",""
"474857","732581","0","0.344","2009",""
"474857","726569","0","0.25","2008","2013"
"474857","726338","1","1","2014",""
"474857","722507","0","0.15","2010",""
"474857","718842","0","0.1","2010",""
"474857","718058","0","0.4","2007",""
"474857","713127","0","0.49","2012",""
"474857","709839","0","0.4","2012",""
"474857","709773","0","0.5","2013",""
"474857","690698","0","1","2009",""
"474857","680027","0","0.5","2008","2011"
"474857","679693","1","0.833","2004",""
"474857","657426","0","0.1","2013",""
"474857","654868","0","0.2","2014",""
"474857","647902","0","0.51","2012","2012"
"474857","647153","0","0.49","2013",""
"474857","646386","1","1","2009",""
"474857","642839","0","0.51","2012",""
"474857","640588","0","0.8","2008",""
"474857","403250","1","1","2010",""
"474857","227791","1","0.5","2014",""
"474857","98492","1","0.333","2014",""
"474857","26933","1","1","2005",""
"475306","718322","0","0.6","2009",""
"475397","739801","0","1","2013",""
"475838","684350","0","0.12","2015",""
"477066","169490","1","1","2015",""
"477129","440477","1","0.25","2011",""
"477129","46524","1","1","2012",""
"477996","727501","1","0.044","2008",""
"480546","685960","0","0.107","2011",""
"480636","720585","0","0.9","2011",""
"480636","640660","1","1","2007",""
"480636","306763","1","0.3","2013",""
"480775","681062","1","0.3","2003",""
"481240","677151","1","0.8","2002",""
"482240","323759","1","0.51","2014",""
"483081","625227","1","0.5","2015",""
"483105","689091","1","0.19","2014",""
"483799","730755","1","0.1","2004","2013"
"483799","700782","1","0.8","2004","2011"
"483799","627569","0","0.25","2005",""
"483799","416306","1","0.429","1997",""
"483799","136468","1","0.8","2010",""
"486682","678887","0","0.51","2015",""
"486682","630496","0","0.61","2015",""
"488608","458844","1","0.136","1997",""
"490963","734548","0","0.04","1996",""
"492657","171973","1","0.03","2005",""
"493219","728547","0","0.65","2011","2015"
"493219","717279","0","0.26","2014",""
"493219","717150","0","0.6","2011",""
"493219","629804","0","0.65","2011",""
"493219","629251","0","0.8","2012","2014"
"494359","671582","0","0.5","2009",""
"494726","722037","1","0.52","1998","2007"
"494726","712318","1","1","1995","2007"
"494726","225601","1","0","2000",""
"497674","412198","1","0.163","1984",""
"497682","690764","1","1","2006",""
"498483","698778","1","0.5","2014",""
"498913","665901","1","1","2009","2012"
"499509","734339","1","0.75","2004","2007"
"499752","668392","0","0.035","2011",""
"499816","718222","0","0.029","2015",""
"499816","675928","0","0.01","2014",""
"499816","663600","1","0.1","2014",""
"500494","659366","0","1","2015",""
"500736","724464","1","1","2006","2014"
"500736","715791","1","1","2005",""
"501141","723885","0","0.333","2000",""
"501141","721242","0","0.6","2011",""
"501141","687098","0","0.49","2002","2003"
"501141","687016","0","0.25","2006",""
"501141","684407","0","1","2015",""
"501141","678920","0","0.05","2002",""
"501141","670988","0","0.49","2004",""
"501141","659904","0","1","2007","2012"
"501141","635207","0","0.75","2013",""
"501141","226144","1","0.3","2006",""
"501443","675814","0","0.2","2012",""
"501443","658426","0","0.13","2014",""
"501974","169676","1","0.35","2008",""
