"EID","TYPECODE","IFHOME","B_REYEAR","B_ENDYEAR"
"135734","br70693","0","2013",""
"191546","br70694","0","2014",""
"279513","br160862","0","1990",""
"279513","br100799","0","2012",""
"405460","br130891","0","2009",""
"279513","br130892","0","2001",""
"405460","br221035","0","2003","2007"
"226241","br130893","1","2008",""
"106644","br160866","1","2005","2011"
"405460","br70695","0","2004",""
"405460","br160868","0","2002",""
"405460","br100803","0","1998",""
"279513","br100804","0","2015",""
"357384","br10606","0","2013",""
"133619","br100806","0","2014",""
"279513","br221039","0","2001",""
"405460","br221041","0","2002",""
"296440","br221042","1","2009",""
"279513","br40837","0","2000",""
"279513","br130896","0","2002",""
"425698","br130898","1","2012","2014"
"157966","br40838","1","2011",""
"279513","br10611","0","2000",""
"405460","br221044","0","2002",""
"100185","br160872","1","2013","2015"
"405460","br221046","0","2001",""
"329569","br100808","0","2014",""
"405460","br100809","0","2003",""
"385140","br130900","0","2006","2010"
"51521","br70699","1","1981","2006"
"297043","br130901","0","2014",""
"279513","br221047","0","1999",""
"405460","br130902","0","2003",""
"342820","br160874","1","2009",""
"405460","br70700","0","2002","2013"
"192281","br10615","0","2008","2012"
"36473","br70701","1","2006",""
"404128","br190944","0","2011",""
"405460","br130904","0","2009",""
"279513","br100810","0","2006",""
"279513","br221049","0","2001",""
"279513","br190945","0","2013",""
"298147","br130905","0","2012",""
"163110","br40841","1","2014",""
"71306","br160876","0","2013",""
"190447","br70703","0","2008",""
"268615","br100811","1","2005","2012"
"279513","br130909","0","2007",""
"289744","br40844","1","2003","2010"
"317887","br40845","1","2003","2008"
"387186","br10616","1","2014",""
"137055","br190950","0","2011",""
"233206","br10617","1","2005","2006"
"153989","br40848","0","2015",""
"279513","br10618","0","2003",""
"108335","br130912","0","2015",""
"181649","br130913","1","2001",""
"405460","br221052","0","1994",""
"160022","br10620","1","2013",""
"279513","br10621","0","2006",""
"329569","br100814","0","2003",""
"279513","br100816","0","2008",""
"279513","br10624","0","2000",""
"405460","br70706","0","1999",""
"405460","br10625","0","2003",""
"405460","br70707","0","2003",""
"440474","br130918","1","2005",""
"329569","br190953","1","2014",""
"450807","br70708","1","2005","2011"
"129415","br160880","1","2014",""
"279513","br221058","0","2009",""
"227514","br40851","0","2011","2014"
"310509","br190955","0","2013",""
"157966","br221059","1","2011",""
"405460","br100820","0","1998",""
"279513","br130921","0","2000",""
"405460","br130922","0","2003",""
"362323","br100822","0","2014",""
"225601","br10629","1","1997",""
"405460","br100823","0","2011",""
"102628","br221062","1","2012",""
"382228","br160883","0","2015",""
"451817","br10630","0","2014",""
"167050","br130924","0","2008",""
"74582","br130925","0","2008",""
"279513","br70709","0","2000",""
"279513","br10632","0","2013",""
"371081","br221063","1","2004","2007"
"295690","br130926","0","2011",""
"379732","br130927","1","2001","2007"
"405460","br190958","0","2000",""
"308878","br160884","1","2002",""
"405460","br10634","0","2008",""
"76843","br100825","1","2010","2013"
"361766","br190959","1","2015",""
"321394","br130928","0","2013",""
"391525","br70711","0","2011",""
"87172","br130929","0","2013",""
"408740","br10635","0","2014",""
"399480","br10636","0","2013",""
"279513","br221065","0","2001",""
"279513","br100827","0","2000",""
"279513","br70713","0","2001",""
"279513","br130930","0","2010",""
"179203","br70714","1","2012",""
"309043","br221067","0","2003","2012"
"496623","br10637","0","2005",""
"50566","br190963","0","2015",""
"63824","br130932","0","2010",""
"401482","br40856","1","2006","2007"
"191546","br160890","0","2011",""
"410931","br10638","1","2009","2011"
"279513","br70718","0","2001",""
"162419","br190964","1","2005",""
"38291","br10639","0","2015",""
"230022","br40859","1","2014",""
"49976","br130934","0","2011",""
"156900","br190966","0","2013",""
"407069","br190967","1","1999","2008"
"279513","br190968","0","2001",""
"405460","br100829","0","2006",""
"462878","br100830","1","2004","2010"
"415515","br100831","1","2008","2014"
"405460","br100832","0","2007","2011"
"177688","br100833","1","2003","2011"
"279513","br10641","0","2005",""
"279513","br10642","0","2000",""
"102879","br221070","1","2006","2013"
"398592","br40863","0","2008",""
"329569","br100834","0","2015",""
"405460","br40864","0","2007",""
"279513","br100835","0","1999",""
"124163","br130935","0","2003","2007"
"278448","br70723","1","2013",""
"405460","br160897","0","2003",""
"279513","br100837","0","2008",""
"279513","br221071","0","2005",""
"405460","br10644","0","1996",""
"279513","br100838","0","2001",""
"405460","br40867","0","1991",""
"365826","br40868","1","2004","2007"
"387112","br190969","0","2005","2006"
"279513","br40869","0","2001",""
"279513","br190970","0","2008",""
"279513","br70726","0","2011",""
"98236","br40870","1","2004","2008"
"249926","br130939","1","2004","2012"
"290509","br190971","0","2010","2013"
"219367","br190972","1","2007","2011"
"408086","br160901","1","2005","2008"
"501275","br130941","1","2008","2013"
"266232","br160902","1","1998",""
"73231","br40873","1","2004",""
"186485","br221076","0","2013",""
"416191","br221077","1","2012","2014"
"2232","br40874","0","2009",""
"274650","br40875","1","2010",""
"446951","br70729","1","2014",""
"279513","br70731","0","2010",""
"274273","br10650","1","2011",""
"247956","br10651","0","2014",""
"405460","br70732","0","2003",""
"279513","br160904","0","2001",""
"351928","br221079","1","2005",""
"191684","br10652","1","2008",""
"405460","br40878","0","1996",""
"279513","br221080","0","2002",""
"57688","br190976","0","2007",""
"203537","br160906","0","2006",""
"279513","br100843","0","2001",""
"405460","br10653","0","2003",""
"420908","br100844","1","2013",""
"368070","br160907","0","2015",""
"405460","br10654","0","2012",""
"441494","br70738","0","2001",""
"78069","br160908","1","2008",""
"415671","br130945","0","2005","2007"
"405460","br190982","0","2003",""
"405460","br221081","0","2003",""
"287853","br160910","1","2003",""
"405460","br100845","0","2010",""
"62491","br130946","1","2009",""
"279513","br160913","0","2000",""
"234339","br100848","1","2008",""
"465843","br130947","0","2014",""
"405460","br130948","0","1999",""
"481340","br10655","1","2015",""
"405460","br130949","0","2005",""
"405460","br130950","0","2008",""
"405460","br10656","0","2003",""
"355006","br40884","1","2005","2008"
"224883","br221083","0","1999","2011"
"74582","br70745","0","2010",""
"488414","br70746","1","2005",""
"246595","br40886","0","2014",""
"303163","br40887","1","2011",""
"279513","br40888","0","2003",""
"134103","br160918","1","2010",""
"279513","br10658","0","2001",""
"435641","br190985","1","1999",""
"405460","br221084","0","2003",""
"74900","br70749","0","2004","2015"
"279513","br221085","0","2002",""
"279513","br100850","0","2002",""
"279513","br160921","0","2005",""
"405460","br221087","1","2007","2013"
"183848","br40893","1","2005","2010"
"405460","br10661","0","2003",""
"279513","br100851","0","2006",""
"408740","br160922","0","2014",""
"351465","br221088","1","2005",""
"230398","br221089","1","2010","2013"
"279513","br221091","0","2011",""
"410941","br130955","1","2005","2014"
"334989","br100853","1","2004","2006"
"16314","br70750","0","2010","2013"
"405460","br40896","0","2002",""
"225601","br130957","1","2007",""
"203537","br160923","0","2003","2007"
"405460","br10667","0","1999",""
"335449","br100855","1","2006","2011"
"135232","br70753","1","1999","2008"
"50566","br100856","1","2010",""
"377079","br100857","1","2005",""
"372950","br130958","0","2012",""
"279513","br160924","0","2000",""
"117842","br160925","1","2008",""
"277209","br70754","1","2003","2006"
"50566","br40899","0","2013",""
"117842","br70755","0","2008",""
"296440","br100858","1","2007",""
"279513","br160926","0","2011",""
"277210","br10671","0","2007",""
"279513","br40900","0","2004",""
"405460","br40901","0","2003",""
"279513","br160927","0","2013",""
"279513","br130960","0","2004",""
"405460","br100860","0","2003","2006"
"279513","br40904","0","2002",""
"279513","br160929","0","2003",""
"6758","br70758","0","2004","2015"
"279513","br130962","0","2000",""
"236921","br70760","1","2002","2008"
"225601","br130963","1","2003",""
"260662","br100863","1","2000","2006"
"205527","br70762","0","2003",""
"204897","br190996","0","2015",""
"520431","br40905","1","2004","2007"
"208192","br130964","1","2008",""
"207206","br70763","1","2003","2007"
"6102","br100865","0","2007",""
"50566","br40906","1","2010",""
"461615","br10678","1","2008","2009"
"405460","br191000","0","2004",""
"375836","br160931","1","2005","2011"
"88337","br191001","0","2011",""
"464408","br40907","1","2011",""
"405460","br191002","0","1991",""
"279513","br40908","0","1990",""
"405460","br40910","0","2005",""
"279513","br100866","0","2002",""
"279513","br100867","0","2008",""
"159038","br70766","1","2005","2006"
"405460","br191005","0","2006",""
"408938","br10681","0","2010","2013"
"279513","br160935","0","2002",""
"279513","br160936","0","2011",""
"279513","br221102","0","2009",""
"279513","br70768","0","2010",""
"405460","br100869","0","2005",""
"405460","br10684","0","2006",""
"249926","br221104","1","2009","2012"
"452218","br70769","1","2007","2012"
"121301","br70770","1","2002",""
"279513","br221106","0","2000",""
"279513","br191008","0","2005",""
"139650","br70771","1","2012",""
"413423","br40912","1","2004",""
"408200","br130969","1","2007",""
"226809","br100871","0","2014",""
"506165","br221107","0","2000","2002"
"29399","br10686","0","2015",""
"57106","br10687","0","2008","2011"
"279513","br191010","0","2014",""
"279513","br70772","0","2000",""
"329569","br100872","0","2009",""
"405460","br221108","0","2007",""
"279513","br100873","0","2008",""
"225601","br10689","1","1996",""
"405460","br100874","0","1997",""
"191546","br40916","0","2008",""
"304880","br160940","1","2011",""
"357211","br191011","1","2014",""
"76174","br10690","1","2005","2009"
"405460","br70773","0","2003",""
"369386","br70774","0","2014","2014"
"350503","br10691","1","2004",""
"405460","br70775","0","2009",""
"118622","br100875","1","2006","2008"
"329569","br130973","0","1996",""
"8768","br70778","1","2015",""
"277210","br130974","0","2008",""
"225782","br100876","1","2005","2014"
"329569","br160943","0","2009",""
"405460","br160944","0","2003",""
"279513","br70779","0","2008",""
"279513","br160945","0","2002",""
"385668","br70780","1","1981","2007"
"279513","br221111","0","2007",""
"491130","br100877","1","2009","2011"
"419810","br160946","0","2006",""
"441494","br100878","0","2001","2012"
"405460","br130976","0","2006","2014"
"279513","br40919","0","2002",""
"278448","br40920","0","2015",""
"405460","br40921","0","2003",""
"314433","br100880","1","2013",""
"43134","br130977","0","2000",""
"405460","br100882","0","2002",""
"405460","br70781","0","2007",""
"279513","br221113","0","1980",""
"279513","br130978","1","2000",""
"78069","br10697","1","2010",""
"22946","br10698","0","2005","2015"
"279513","br130980","0","2000",""
"134452","br10699","1","2013",""
"57737","br160949","1","2003","2010"
"379732","br70784","1","2006","2010"
"476124","br70785","1","2013",""
"441494","br100883","0","2001",""
"509261","br100884","0","1998","2004"
"113907","br10700","1","2007","2009"
"428336","br10701","0","2010","2012"
"403102","br160953","1","1980",""
"405460","br191019","0","1989",""
"365561","br130987","1","2015",""
"405460","br130988","0","1997",""
"405460","br191020","0","2003",""
"405460","br221116","0","2010",""
"279513","br130990","0","2000",""
"310509","br40928","0","2012",""
"479020","br130991","0","2014",""
"405460","br160956","0","2004","2007"
"405460","br221117","0","2003",""
"74582","br160957","0","2003",""
"279513","br10703","0","2001",""
"454357","br100888","0","2012",""
"405460","br160960","0","2006",""
"351913","br100889","1","2010",""
"356047","br191021","1","2005",""
"371234","br221119","0","2014",""
"279513","br40929","0","2010",""
"114662","br221120","0","2014",""
"440072","br130995","1","2015",""
"279513","br221121","0","2009",""
"279513","br100890","0","2001",""
"279513","br160961","0","2000",""
"83457","br160962","1","2007","2014"
"279513","br221123","0","2001",""
"272344","br130997","1","2013",""
"405460","br70790","0","2009",""
"279513","br70791","0","2000",""
"306170","br40931","0","2007","2010"
"279513","br221125","0","2000",""
"405460","br130998","0","2003",""
"507116","br40932","1","2008",""
"447806","br100892","0","2010",""
"182365","br221126","0","2012",""
"388055","br40933","0","2012",""
"384937","br160964","1","2014",""
"393794","br100893","0","2006",""
"279513","br70794","0","2015",""
"279513","br131001","0","2009",""
"278126","br70795","1","2006","2009"
"90167","br191025","0","2014",""
"279513","br10706","0","2005","2008"
"329569","br70796","1","2015",""
"405460","br221128","0","2002",""
"405460","br70797","0","2007",""
"310509","br160967","1","2009",""
"78069","br40936","1","2010",""
"279513","br100896","0","2001",""
"279513","br70800","0","2012",""
"466032","br40937","0","2008","2010"
"279513","br221132","0","2004",""
"405460","br221133","0","2006",""
"106928","br131002","1","2012","2013"
"279513","br10707","0","2012",""
"113324","br100899","0","2004",""
"201400","br131003","1","2014",""
"405460","br40940","0","2005",""
"191546","br10709","0","2008",""
"84583","br70802","1","2004","2007"
"279513","br40941","0","2006",""
"405460","br160968","0","2007",""
"400459","br221134","0","2013",""
"279513","br191028","0","2004",""
"329569","br221135","0","2014",""
"191684","br70804","1","2011",""
"401218","br70805","0","2013",""
"362323","br40943","0","2015",""
"347653","br100900","0","2012",""
"3163","br40945","0","2007","2007"
"371587","br100901","0","2014",""
"405460","br70809","0","2000",""
"277210","br100902","0","2006",""
"272177","br221137","0","2015",""
"517336","br10710","0","2006",""
"347459","br131008","1","2006","2011"
"279513","br221139","0","2009",""
"482256","br221140","1","2001",""
"201624","br40948","1","2013","2015"
"343645","br40949","1","2009",""
"346782","br221141","1","2008","2008"
"405460","br70810","0","2003",""
"405460","br70811","0","2002","2005"
"405460","br221142","0","2002",""
"7319","br221143","0","2011","2013"
"274515","br160971","1","2010","2012"
"279513","br100904","0","2009",""
"405460","br100905","0","2006",""
"405460","br191032","0","2003",""
"279513","br100907","0","2010","2015"
"420908","br221145","1","2009","2010"
"405460","br221147","0","2002",""
"377079","br160974","1","2005",""
"279513","br191034","0","2015",""
"188753","br221148","0","2012",""
"361212","br160975","0","2006","2008"
"515120","br131012","0","2014",""
"408473","br10718","1","1997","2011"
"405460","br100908","0","2008",""
"225601","br131013","1","2002",""
"488480","br10720","1","2011",""
"279513","br10721","0","2000",""
"405460","br191035","0","2014",""
"251576","br221150","0","2004","2004"
"110151","br131014","1","2010",""
"202406","br221152","1","2010","2014"
"405460","br131015","0","2003",""
"295889","br40956","1","2014",""
"63824","br40957","0","2007",""
"277210","br221154","0","2007","2007"
"279513","br40959","0","2000",""
"241419","br131016","0","2006","2012"
"277702","br40961","1","2014",""
"322611","br100910","1","2003","2007"
"11296","br160977","1","2010",""
"279513","br40962","0","2000",""
"277210","br10728","0","2011",""
"449464","br100911","1","2014",""
"25952","br100912","1","2009",""
"279513","br191039","0","2011",""
"267825","br221157","0","2010",""
"279513","br131018","0","2014",""
"213751","br40964","1","2010",""
"88654","br100914","1","2001","2008"
"167108","br70825","0","2013",""
"101839","br221160","1","2008",""
"235458","br221161","1","2009","2010"
"503447","br70826","0","2011",""
"279513","br10730","0","2006",""
"279513","br40966","0","2010",""
"279513","br160983","0","2000",""
"96247","br160984","0","2013",""
"329569","br40970","0","1998",""
"405460","br100918","0","2007",""
"329569","br191042","0","2014",""
"405460","br160985","0","2005",""
"405460","br131023","0","2003",""
"279513","br191043","0","2001",""
"277210","br40972","0","2010",""
"329830","br70827","0","2005",""
"405460","br100919","0","2001",""
"279513","br160986","0","2001",""
"405460","br10735","0","2005",""
"256283","br70829","1","2014","2015"
"279513","br10736","0","2000",""
"39623","br40974","0","2011",""
"225289","br221166","0","2014","2015"
"191546","br221167","0","2008",""
"279513","br70831","0","2001",""
"405460","br40976","0","2004","2010"
"405460","br70832","0","2003",""
"329964","br131024","0","2012",""
"407069","br70834","1","1999","2008"
"413637","br100923","1","1998","2006"
"279513","br191048","0","1999",""
"208350","br131025","1","2013",""
"279513","br70835","0","2004",""
"173551","br221169","1","2015",""
"279513","br191049","0","2002",""
"220954","br221170","0","2007",""
"279513","br70836","0","2007",""
"405460","br10744","0","2005",""
"191546","br160990","0","2008",""
"405460","br131026","0","2005",""
"347451","br10747","0","2013",""
"279513","br40979","0","1990",""
"461087","br160991","1","2010",""
"405460","br160994","0","2002",""
"152692","br100926","1","2007","2013"
"359064","br191053","0","2005",""
"194068","br10749","0","2007","2014"
"405460","br221172","0","2006",""
"34464","br100928","1","2004","2008"
"111625","br191055","1","2014",""
"405460","br191056","0","1998",""
"225601","br10753","1","2001",""
"279513","br70837","0","2005",""
"279513","br40981","0","2000",""
"279513","br100930","0","2000",""
"279513","br40982","0","2000",""
"68247","br191060","1","2002",""
"405460","br191061","0","1997",""
"405460","br191062","0","2002",""
"279513","br10756","0","2015",""
"405460","br70840","0","1998",""
"405460","br10757","0","2003",""
"279513","br131035","0","2001",""
"236630","br40983","0","2013","2015"
"279513","br100935","0","2001",""
"279513","br191064","0","2000",""
"279513","br100936","0","1996",""
"308540","br221177","0","2015",""
"405460","br70841","0","2004",""
"395523","br191066","1","2008","2008"
"307002","br191067","1","2007","2008"
"330180","br161002","1","2015",""
"465268","br221181","1","2007","2008"
"13196","br100940","0","2015",""
"405460","br131038","0","2011",""
"279513","br191072","0","2000",""
"503272","br191073","1","2008",""
"299472","br161005","1","2012",""
"191546","br221182","0","2012",""
"279513","br221183","0","2004",""
"258477","br70844","1","2012",""
"405460","br191074","0","2002",""
"151658","br161006","1","2005",""
"26688","br40987","1","2009","2010"
"405460","br221185","0","2005",""
"174301","br161008","0","2009",""
"279513","br191076","0","2001",""
"279513","br100942","0","2001",""
"405460","br191077","0","2002",""
"40601","br40991","1","2012",""
"279513","br131040","0","2005",""
"405460","br131041","0","2012",""
"27232","br100946","1","2006",""
"405460","br191080","0","1996",""
"187946","br221186","0","1997","2002"
"197251","br100947","1","2003","2007"
"236695","br161010","0","2008","2010"
"405460","br191082","0","1997",""
"461483","br221188","0","2014",""
"203568","br161011","1","2014",""
"54402","br40995","1","2006","2007"
"405460","br10764","0","2003",""
"277210","br131043","0","2009",""
"317665","br161013","0","2011","2012"
"405460","br191084","0","2003",""
"301775","br10767","0","2011",""
"279513","br10768","0","2013",""
"514317","br131044","1","2015",""
"22011","br10769","0","2013",""
"201178","br10770","0","2005","2009"
"329569","br161016","0","2009",""
"97829","br191088","1","2011",""
"405460","br100948","0","2003",""
"191546","br161017","0","2009",""
"279513","br70850","0","2001",""
"279513","br131046","0","2004",""
"186439","br40997","1","2006",""
"405460","br191094","0","2003",""
"265219","br131051","1","2013",""
"279513","br221190","0","2002",""
"504731","br161019","1","2006","2015"
"178766","br221191","1","2011",""
"279513","br100949","0","2011",""
"232763","br131053","0","2009",""
"405460","br131054","0","2003",""
"405460","br70854","0","2009",""
"483013","br221192","0","2010",""
"279513","br191097","0","2011",""
"279513","br41000","0","2014",""
"279513","br100951","0","2011",""
"516428","br161021","0","2007","2011"
"387311","br41001","1","2011",""
"464139","br100953","0","2013","2015"
"15367","br191098","1","2006",""
"405460","br70855","0","1996",""
"188926","br41002","1","2008",""
"405460","br221195","0","2003",""
"499869","br221196","0","2008",""
"191546","br131057","0","2009",""
"279513","br131058","0","2005",""
"405460","br191099","0","2004",""
"279513","br161023","0","2000",""
"123850","br100956","1","2003",""
"91915","br191101","1","2013",""
"97028","br100958","0","2014",""
"405460","br70858","0","2003",""
"246191","br191102","0","2015",""
"405460","br221201","0","1994",""
"279513","br41007","0","2013",""
"279513","br10781","0","2001",""
"405460","br161026","0","2015",""
"279513","br191103","0","2000",""
"343645","br100959","1","2000","2007"
"405460","br221204","0","2002","2006"
"279513","br41008","0","2004",""
"6104","br191104","1","2005",""
"405460","br100960","0","2007","2011"
"243034","br161028","1","2013",""
"279513","br10784","0","2001",""
"279513","br10785","0","2001",""
"241850","br221206","1","2002",""
"450827","br161030","1","2014",""
"336737","br41009","1","1992","2007"
"25317","br161031","1","2008","2010"
"405460","br131059","0","2004",""
"441494","br191110","0","2001",""
"324807","br131061","1","2005","2006"
"479420","br100961","1","2005","2010"
"405460","br161032","0","2002",""
"47175","br191111","0","2005","2013"
"50566","br191112","1","2010",""
"116620","br100963","1","2009",""
"249926","br161034","1","2006","2007"
"317828","br221209","1","2008","2009"
"114725","br100966","1","2004","2007"
"405460","br191113","0","2007",""
"279513","br70867","0","2006",""
"228539","br10788","1","2014",""
"405460","br191114","0","2010",""
"279513","br70869","0","2011",""
"299472","br100970","0","2013",""
"405460","br41017","0","2002",""
"88713","br70870","1","2005","2009"
"277512","br161039","0","2011","2013"
"405460","br10791","0","1999",""
"2295","br10793","1","2012","2014"
"246956","br10794","1","2007","2009"
"405460","br70873","0","2003",""
"279513","br161040","0","2002",""
"298541","br191117","1","2007","2009"
"50566","br41022","1","2011","2012"
"306846","br10795","0","2010",""
"279513","br41024","0","2010",""
"377415","br41025","0","2007",""
"453506","br221216","0","2015",""
"279513","br131067","0","2002",""
"17297","br131068","1","1982","2008"
"277210","br161042","0","2011",""
"405460","br100976","0","2007",""
"279513","br10801","0","2002",""
"405460","br191119","0","2003",""
"48823","br41029","0","2010",""
"229027","br41030","0","1996","2005"
"405460","br10802","0","2007",""
"318120","br41031","1","2014",""
"65324","br41032","1","2004","2010"
"137676","br191121","1","2007",""
"243034","br191122","1","2010",""
"418171","br100977","0","2004","2011"
"30870","br41033","0","2002","2008"
"405460","br161045","0","2007",""
"405460","br41034","0","2001",""
"381500","br161046","1","2006","2008"
"279513","br161047","0","2001",""
"405460","br131069","0","2002",""
"213437","br70877","1","2004","2007"
"404165","br41036","1","2013","2014"
"405460","br41037","0","2004",""
"279513","br41038","0","2002",""
"203537","br221221","0","2008","2010"
"146568","br131072","1","2008","2010"
"232911","br41041","0","2011",""
"267248","br191124","1","2011",""
"511141","br10805","1","2014",""
"71306","br10806","0","2007","2012"
"405460","br41042","0","2003",""
"67272","br161051","1","2015",""
"38154","br221223","0","2008",""
"90668","br221225","0","2015",""
"279513","br100982","0","2005",""
"521565","br41044","0","2014","2015"
"279513","br131075","0","2014",""
"26039","br161054","0","2009","2009"
"279513","br10808","0","1995",""
"80740","br191129","1","2005","2011"
"405460","br161056","0","2008",""
"63824","br10809","0","2008",""
"503152","br161057","0","2004","2009"
"323815","br221230","0","2015",""
"279513","br191131","0","2015",""
"279513","br191132","0","2007",""
"161882","br100986","1","2010","2013"
"405460","br70886","0","2011",""
"405460","br191133","0","2003",""
"116839","br70887","1","2006","2008"
"279513","br221231","0","2015",""
"405460","br41048","0","2006",""
"279513","br41049","0","2010",""
"151366","br10811","0","2013",""
"346809","br100987","1","2004","2009"
"185038","br100988","1","2009",""
"405460","br161061","0","2005",""
"265219","br221233","0","2014",""
"375385","br41051","1","2004","2008"
"322254","br221234","0","1996","1996"
"366007","br10814","0","2015",""
"405460","br41052","0","2003",""
"191546","br100989","0","2006",""
"252417","br70889","0","2015",""
"402381","br10815","1","2015",""
"405460","br221235","0","1997","2003"
"279513","br161062","0","1998",""
"244100","br191136","1","2008",""
"39281","br41054","1","2010","2011"
"405460","br10816","0","2003",""
"405460","br10817","0","2006",""
"279513","br191138","0","2003",""
"279513","br161064","0","2002",""
"405460","br100995","0","2006",""
"279513","br70891","0","2000",""
"52845","br41055","0","2013",""
"405460","br161066","0","2011",""
"220857","br41056","1","2008","2012"
"409211","br100996","0","2012",""
"524611","br131086","1","2005",""
"279513","br41060","0","2001",""
"279513","br131087","0","2001",""
"493461","br70895","0","2008",""
"458625","br100999","1","2002",""
"225601","br131088","1","2003",""
"29275","br10822","0","2010","2012"
"405460","br10823","0","2008",""
"411804","br101003","0","2009","2012"
"405460","br10826","0","2004","2011"
"155139","br101004","1","1993",""
"165323","br191144","0","2011",""
"78069","br221243","1","1994",""
"277210","br70900","0","2005",""
"230838","br191145","0","2014",""
"182664","br10827","1","2005","2008"
"494180","br221244","0","2010",""
"107408","br70903","0","2012","2014"
"96247","br131091","0","2013",""
"299185","br161070","1","2002","2009"
"279513","br191149","0","2010",""
"279513","br191150","0","2001",""
"324571","br41066","0","2008",""
"279513","br101008","0","2000",""
"279513","br191151","0","2000",""
"450604","br221247","0","2008",""
"405460","br161071","0","2014",""
"279513","br221248","0","2002",""
"425698","br191152","0","2011",""
"279513","br191153","0","2004",""
"283506","br191154","0","2010",""
"96247","br131095","0","2013",""
"363141","br191155","0","2012",""
"405460","br191156","0","2003",""
"193187","br161072","1","2014",""
"279513","br191157","0","2002",""
"365795","br191158","0","2015",""
"495938","br191159","1","2001","2007"
"203677","br131096","1","2015",""
"326885","br10830","0","2010",""
"405460","br41072","0","2007",""
"213647","br70909","1","2015","2015"
"279513","br161075","0","2000",""
"279513","br101013","0","2007",""
"279513","br221252","0","2000",""
"297166","br131100","1","2007","2010"
"279513","br41076","0","2000",""
"279513","br10832","0","2001",""
"405460","br131102","0","2002",""
"239541","br161078","1","2014",""
"324287","br10833","1","2007","2014"
"277210","br221254","0","2004",""
"439","br191165","0","2012",""
"279513","br10836","0","2004",""
"279513","br191166","0","2006",""
"469234","br221255","0","2002","2013"
"405460","br10837","0","2003",""
"279513","br101017","0","2014",""
"405460","br131103","0","2006",""
"140462","br10840","1","2011",""
"405460","br41078","0","2000",""
"344422","br191168","0","2013",""
"251062","br191169","1","2007","2010"
"279513","br70913","0","2000",""
"272177","br10841","0","2014",""
"279513","br101018","0","2005",""
"279513","br131104","0","2005","2014"
"83692","br101019","1","1988",""
"6686","br70914","1","2010",""
"344637","br41081","0","2012",""
"279513","br70915","0","2000",""
"230860","br191173","0","2006","2008"
"7408","br191175","1","2004",""
"405460","br131105","0","1998",""
"279513","br161085","0","1991",""
"291498","br191176","0","2013",""
"279513","br131106","0","2001",""
"501063","br221260","0","2004",""
"279513","br70916","0","2001",""
"405460","br221261","0","2006",""
"405460","br10844","0","2006",""
"279513","br41083","0","2008",""
"432845","br10845","0","2015",""
"209442","br221262","0","2002","2012"
"253776","br101020","1","1997","2006"
"257226","br70918","1","2001",""
"405460","br161089","0","2002",""
"55910","br221264","0","2010","2011"
"224715","br41084","0","2007",""
"279513","br41085","0","2001",""
"395468","br131108","0","2008","2012"
"405460","br161092","0","1997",""
"154267","br41087","1","2014",""
"76978","br41088","0","2013",""
"277210","br221266","0","2004",""
"17420","br191180","1","2009",""
"279513","br101024","0","2010",""
"405460","br131109","0","2003",""
"279513","br41089","0","2000",""
"279513","br161093","0","2001",""
"226044","br221268","1","2008",""
"279513","br221269","0","2007",""
"305243","br101025","0","2005",""
"405460","br70921","0","2003",""
"63824","br41090","0","2007",""
"477593","br10848","0","2005","2005"
"173259","br41091","0","2011","2012"
"279513","br70922","0","2006",""
"405460","br10850","0","2003",""
"279513","br70925","0","2001",""
"279513","br161098","0","2001",""
"17232","br161099","0","2012",""
"6691","br10851","1","2010",""
"405460","br221272","1","2007","2013"
"279513","br131110","0","2001",""
"80139","br221273","1","2011","2013"
"500696","br161101","0","2015",""
"279513","br191183","0","2000",""
"279513","br101027","0","2003",""
"165915","br10852","1","2014",""
"279513","br101028","0","2001",""
"329569","br101029","0","2014",""
"266688","br10853","0","2003","2008"
"85941","br221275","1","2005",""
"173259","br70930","0","2013",""
"189786","br131111","1","2004","2007"
"279513","br10855","0","2000",""
"464287","br101030","0","2008","2013"
"405460","br221276","0","2003",""
"446801","br161104","0","2002","2008"
"208192","br70931","1","2006",""
"405460","br70932","0","2005",""
"476044","br101031","0","2012",""
"310509","br191186","0","2010",""
"252435","br221281","1","2010","2012"
"279513","br221282","0","2001",""
"309337","br221283","1","2000",""
"243034","br41097","1","1994",""
"405460","br101032","0","1996",""
"225601","br221284","1","1993",""
"405460","br131114","0","2003",""
"405460","br10860","0","2002",""
"405460","br221285","0","2000",""
"477976","br131116","0","2007",""
"382442","br41099","1","2001","2006"
"258615","br70933","1","2011","2013"
"279513","br70934","0","2004",""
"191546","br131119","0","2008",""
"279513","br161108","0","2001",""
"405460","br10862","0","2002","2012"
"43748","br191191","0","2012",""
"127546","br131121","1","2011",""
"434346","br131122","0","2012",""
"387311","br221288","0","2011",""
"277210","br161109","0","2014",""
"78069","br10864","1","2004",""
"404595","br191193","1","2011","2015"
"279513","br161110","1","1993",""
"279513","br101040","0","2002",""
"166668","br221289","1","2006","2008"
"279513","br221290","0","1989",""
"279513","br101041","0","2000",""
"405460","br221291","0","2003",""
"22436","br101042","1","2015",""
"279513","br41103","0","2001",""
"279513","br161111","0","2015",""
"256520","br221292","1","2009",""
"364568","br101044","1","2004","2012"
"369372","br191195","0","2009","2011"
"316047","br41104","1","2003","2006"
"279513","br10868","0","2001",""
"437462","br221293","1","2013",""
"405460","br101045","0","2009",""
