EID,TYPECODE,FBDATE,SXENDDATE,BREAKFAITH_CNT,BREAKFAITH_FIRST_FIRST_TIME,BREAKFAITH_FIRST_END_TIME,BREAKFAITH_END_FIRST_TIME
402045,"[  936981   936983   936979  1594136  1594123 93814241 13923741 13923804
 13923658 97963149]","['2014-12' '2014-12' '2014-12' '2015-05' '2015-05' '2015-05' '2014-12'
 '2014-12' '2014-12' '2015-05']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01']",10,2014-12,2015-05,2018-01
285309,[  227775   197871 41255394 81440157],['2014-08' '2014-06' '2014-08' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-08,2014-06,2018-01
211586,[ 936999 9571330],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
197250,[  199712 68743270],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
410243,[ 2148410 28168361],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
402053,[1118469],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
320133,"[  230721   206292   199896   216335   216337   217624   210791   206296
 65848671 43172814 81701417]","['2014-08' '2014-08' '2014-07' '2014-08' '2014-08' '2014-08' '2014-07'
 '2014-08' '2014-08' '2014-07' '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",11,2014-08,2014-08,2018-01
180866,[  1242953   1242906   2016866 102691343  85053935  85053914],['2015-03' '2015-03' '2015-07' '2015-07' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-03,2015-03,2018-01
129674,[ 1766958 91759243],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
168587,[  172449 73384163],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
203403,[218175  54932  19951],['2014-08' '2014-01' '2013-10'],['2018-01' '2018-01' '2018-01'],3,2014-08,2013-10,2018-01
348813,[   10093 60718739],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
148111,[ 1092292 66064731],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
316051,[ 1473133 66086405],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
490131,"[  928627   586365   873791   873545   707685   420329   242469   189128
  1126319  2233693 80072105 83567232 83486125 80113225 93814190 91875894
 91740096 80156837]","['2014-12' '2014-10' '2014-12' '2014-12' '2014-11' '2014-08' '2014-08'
 '2014-06' '2015-01' '2015-08' '2014-06' '2014-12' '2014-08' '2014-11'
 '2015-08' '2015-01' '2014-12' '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",18,2014-12,2014-08,2018-01
389781,[ 1632259 84915952],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
125588,[  2212353 104906436],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
156311,[  1806688 101686657],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
522904,[ 1817787  1817857  1817749 30515690 30515924 30516034],['2015-06' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-06,2015-06,2018-01
115351,[1657270],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
340629,[ 1254502 66051254],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
459420,[  202394 61534333],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
479900,[  215830   270214   207367   198270 33922172 73367072],['2014-08' '2014-08' '2014-08' '2014-07' '2014-08' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-08,2014-07,2018-01
322207,[ 182076 1251603 1251576 1251944 2208124 6205015],['2014-06' '2015-03' '2015-03' '2015-03' '2015-08' '2015-08'],['2018-01' '2015-07' '2015-07' '2015-07' '2018-01' '2018-01'],6,2014-06,2015-08,2018-01
135844,[ 1249197 62244862],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
135845,[  1370137   1782320  96516436 100869766],['2015-03' '2015-06' '2015-03' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-06,2018-01
184997,[ 1572844 91687894],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
240295,[ 1768992 92402982],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
475816,[1446943],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
170664,[1258467],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
305828,[  622587 42183167],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
111275,[ 1953581 98522287],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
113324,[1813237],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
119474,[  2173989   2181632 104981537 104196439],['2015-08' '2015-08' '2015-08' '2015-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-08,2015-08,2018-01
246451,[  740446 87442111],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
164533,[529435],['2014-09'],['2018-01'],1,2014-09,2014-09,2018-01
457399,[ 1382105 91796605],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
447159,[755081],['2014-12'],['2015-07'],1,2014-12,2014-12,2015-07
8889,[  194804 80319947],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
99004,[  194763 44112529],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
328381,[  333576 79570169],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
264894,[ 1275209  1275187  1275194 66030742 66030741 66030748],['2015-03' '2015-03' '2015-03' '2015-03' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-03,2015-03,2018-01
242367,[  213851 81439832],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
375490,[957810],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
393927,[1390901],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
86729,[  1636166 100871100],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
387790,[  781930  1354863 89087305],['2014-12' '2015-03' '2014-12'],['2018-01' '2018-01' '2018-01'],3,2014-12,2014-12,2018-01
475854,[  932743 21377195],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
367312,[  171201    11961 35001263 29914886],['2014-06' '2013-10' '2013-10' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2014-06,2018-01
352978,[ 2064511 80321304],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
432851,[ 1299921 93537273],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
398037,[ 1542766 96352147],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
228056,[  242019 80142940],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
117465,[   644709   1868135 102501267  81337504],['2014-11' '2015-06' '2015-06' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-11,2018-01
512730,[ 1036208 66054484],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
262875,[ 1780875 92403898],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
187099,[ 1139514  1139508 67434535 67434542],['2015-01' '2015-01' '2015-01' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-01,2015-01,2018-01
238298,[161246],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
84702,[  485044   203547  2169930 97359881 85077134 80145000],['2014-09' '2014-07' '2015-08' '2015-08' '2014-09' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-09,2014-07,2018-01
39647,[183406],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
185056,[  218860 12734302],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
404191,[1268578],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
15074,[538191],['2014-10'],['2015-07'],1,2014-10,2014-10,2015-07
377571,[  625371 70717509],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
447197,[ 1094821  1633628 66056932 99971921],['2015-03' '2015-05' '2015-03' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-05,2018-01
74469,[  884968 91746641],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
172773,[251485],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
168679,[ 1038622 66008921],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
428775,[171313],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
385769,[1008341],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
309992,[  957533   957537   957529   957518 93877121 93877119 93877117 93877107],"['2015-01' '2015-01' '2015-01' '2015-01' '2015-01' '2015-01' '2015-01'
 '2015-01']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2015-01,2015-01,2018-01
297705,[242857],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
203500,[  560309 10274144],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
180965,[ 1249735 66083165],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
80622,[ 1147617 91767014],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
336615,[608156],['2014-10'],['2015-07'],1,2014-10,2014-10,2015-07
17131,[ 1521736 97791567],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
133873,[894063],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
137969,[  217270 81331115],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
355051,[  2144333 103423790],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
494324,[2236360],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
254709,[  490436 81459632],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
90869,[  203157 43082312],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
111351,[  483278 80324209],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
330487,[ 1983857 96531444],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
39679,[562903],['2014-09'],['2018-01'],1,2014-09,2014-09,2018-01
303872,[ 1253962 81442750],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
23299,[937005],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
78595,[ 2103680 96485769],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
482054,[  193483 79942149],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
518922,[1993320],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
295690,[  846701 84960551],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
78604,[   12187 62099715],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
133901,[ 1678408 96509652],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
338702,[1072418],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
240399,[  607790 80135046],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
238352,[ 1275104 66031528],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
221964,[ 1621949 93818257],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
289554,[ 1125172 95116593],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
312081,[ 1202505 96484679],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
492308,[1268512],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
129813,[2226577],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
21269,[  1505195   2239691 104981371 100112218],['2015-04' '2015-08' '2015-08' '2015-04'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-04,2015-04,2018-01
78615,[ 1063870 85057874],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
375575,[218730],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
465690,[  1927519   1927505   1934270 103032144 103032109 103030812],['2015-07' '2015-07' '2015-07' '2015-07' '2015-07' '2015-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-07,2015-07,2018-01
58140,[  246043  1387923 99084407 23881489],['2014-08' '2015-04' '2015-04' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-08,2014-08,2018-01
357149,[2038516],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
404254,[ 1621496  1621511 96509603 96509718],['2015-05' '2015-05' '2015-05' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-05,2015-05,2018-01
41757,[  219419   221034 79942341  8549068],['2014-08' '2014-07' '2014-07' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-08,2014-08,2018-01
105248,[  911621 66016491],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
90909,[ 1878069 97883836],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
23768,[  541263 73391841],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
273189,[ 1581190 96486484],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
252710,[  786051  1176471 90145223 93540760],['2014-12' '2015-02' '2014-12' '2015-02'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2015-02,2018-01
209704,"[  914184  1112598  1250736  1278621  1446898  1464417  1464339  1624858
  1930495  2083619 97994855 91872841 91646003 93818741 93537840 99047839
 96515944 96509188 96499499 97966121]","['2014-12' '2015-01' '2015-03' '2015-03' '2015-04' '2015-04' '2015-04'
 '2015-05' '2015-07' '2015-07' '2015-03' '2015-01' '2014-12' '2015-03'
 '2015-05' '2015-04' '2015-04' '2015-04' '2015-07' '2015-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",20,2014-12,2015-07,2018-01
60205,[  799374 89231244],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
140078,[1168422],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
447278,[   12677 66084512],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
107313,[  1636125 100871109],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
281394,[  211061 80316206],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
56117,[  831281 91691123],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
283447,[  174297 67558250],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
308024,[ 2082910 96725365],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
121661,[  814305  1140188  1140186 91829726 79306052],['2014-12' '2015-01' '2015-01' '2015-01' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-12,2014-12,2018-01
303934,[  494764 85058988],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
435007,"[  740435   909418   259801   155597    18371 87441894 66084289 66080998
 66034964 79291868]","['2014-11' '2014-12' '2014-09' '2014-06' '2013-10' '2014-11' '2014-09'
 '2014-12' '2013-10' '2014-06']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01']",10,2014-11,2014-06,2018-01
127808,[   99862  1243687  1457328  2099925 68745301 81333289 96511939],['2014-12' '2015-03' '2015-04' '2015-07' '2015-07' '2015-03' '2015-04'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],7,2014-12,2015-04,2018-01
293699,[ 1049850 10103511],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
486211,[ 1583703  1583728 96621800 96621798],['2015-05' '2015-05' '2015-05' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-05,2015-05,2018-01
203590,[404386],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
33606,[ 2282027 82042364],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
238408,[ 1036344 27303983],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
82759,[  222673   218667   218883   217203  9276260 79279759 14168229 10904045],"['2014-07' '2014-08' '2014-08' '2015-08' '2014-07' '2015-08' '2014-08'
 '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2014-07,2014-08,2018-01
518988,[  200535  1063504  1063894 81339522 42234427 41616302],['2014-07' '2015-01' '2015-01' '2014-07' '2015-01' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-07,2015-01,2018-01
105294,[170347],['2014-06'],['2015-07'],1,2014-06,2014-06,2015-07
136020,[205084],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
330586,[  930240 66061301],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
516955,[1498970],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
490331,[1204088],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
473947,[  758253 81442087],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
219998,[  1744840 101733643],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
254814,"[  234020   234036   234044   234040  2019787 31376088 99272328 31367424
 31376509 31386250]","['2014-08' '2014-08' '2014-08' '2014-08' '2015-07' '2014-08' '2015-07'
 '2014-08' '2014-08' '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01']",10,2014-08,2014-08,2018-01
271198,[ 1183847 81327684],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
385889,[162412],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
27490,[215282],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
95075,[1173970 1173968],['2015-02' '2015-02'],['2015-07' '2015-07'],2,2015-02,2015-02,2015-07
404320,[  182622 61610083],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
355173,[ 1969022 98521897],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
392038,[  287773 81482373],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
60263,[  243368 80295846],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
29544,[ 1270813 96494451],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
467814,[2333573],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
478055,[  333327  1640619 79623068 97940056],['2014-11' '2015-05' '2014-11' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2015-05,2018-01
204923,[  233302   186962   199287 80299156],['2014-08' '2014-06' '2014-07' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-08,2014-06,2018-01
373612,[224501 224499],['2014-07' '2014-11'],['2018-01' '2018-01'],2,2014-07,2014-11,2018-01
52079,[   34058 43087097],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
287600,[1248665 1247260 1382609],['2015-03' '2015-03' '2015-04'],['2015-07' '2015-07' '2015-07'],3,2015-03,2015-04,2015-07
21361,[  929321 66068366],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
359282,[  622254   622197 81385427 85271605],['2014-10' '2014-10' '2014-10' '2014-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-10,2014-10,2018-01
258931,[ 1129495 79940600],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
484212,[ 1228447  1976010 92553738],['2015-03' '2015-07' '2015-03'],['2018-01' '2018-01' '2018-01'],3,2015-03,2015-03,2018-01
882,[2169841],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
451446,[   687245    687831   1960967  85553099 103425557  88428437],['2014-11' '2014-11' '2015-07' '2014-11' '2015-07' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-11,2014-11,2018-01
64375,[  2132514 104468799],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
148344,[  925459 66083441],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
285561,[   230343    210450   2296041 105605741  81331604  82917963],['2014-08' '2014-07' '2015-08' '2015-08' '2014-07' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-08,2014-08,2018-01
95095,[ 1251318 85076645],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
2940,[  2024169 100870298],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
179068,[ 1377449 84948130],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
144254,[  171410 80110640],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
523132,[ 199731  199728  199727 9602630 9601766 9601372],['2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-08,2014-08,2018-01
441216,[ 2094147 97824758],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
250753,[ 1675242 60055094],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
447363,[  230661 79279764],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
228230,[ 1261606 66048984],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
248710,[1094550],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
420745,"[  1118587   1251544   1551165   1729059   1921781   2038905 100721414
  97785965  93542375  93700988 103064602]","['2015-01' '2015-03' '2015-05' '2015-06' '2015-06' '2015-07' '2015-05'
 '2015-03' '2015-06' '2015-06' '2015-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",11,2015-01,2015-07,2018-01
41865,[  651617 88400979],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
297870,[1390490],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
158606,[  1678400 101355343],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
142224,[  316238    11882 61273579],['2014-08' '2013-10' '2014-08'],['2018-01' '2018-01' '2018-01'],3,2014-08,2014-08,2018-01
207760,[  251210 80108996],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
406418,[  397923 62080589],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
234390,[1686914],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
66454,"[  747918   747962   747738   747898   747911   747812   747901   747929
   747841   747982   747729   747783   747748   747905   747850   747975
   747967   203371 89231959 89232015 89231929 89231842 89231741 89232071
 89231687 79630364 89231782 89231690 89231707 89231694 89231709 89231719
 89231894 89231871 89231866]","['2014-12' '2014-12' '2014-12' '2014-12' '2014-12' '2014-12' '2014-12'
 '2014-12' '2014-12' '2014-12' '2014-12' '2014-12' '2014-12' '2014-12'
 '2014-12' '2014-12' '2014-12' '2014-07' '2014-12' '2014-12' '2014-12'
 '2014-12' '2014-12' '2014-12' '2014-12' '2014-07' '2014-12' '2014-12'
 '2014-12' '2014-12' '2014-12' '2014-12' '2014-12' '2014-12' '2014-12']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",35,2014-12,2014-12,2018-01
478104,[ 1404261 96515394],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
62360,[  175041 23977089],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
121754,[ 1247681  1247683  1484989  1622007 96524365 96520933],['2015-03' '2015-03' '2015-04' '2015-05' '2015-04' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-03,2015-05,2018-01
48025,[ 1561412 98904607],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
420765,[ 1222004  1185108 96511595 96498246],['2015-03' '2015-03' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
27864,[  991793 91668480],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
29604,[  562454  1921940 80154382 99915497],['2014-09' '2015-06' '2014-09' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-09,2015-06,2018-01
367527,[  239615 68732394],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
422825,[ 1645254 91912909],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
242603,[  1868213 103030967],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
220079,[  2295268 104638698],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
185265,[893049],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
383922,[ 1434753 99268629],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
